CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2012,vouchers2013,vouchers2014,vouchers2015
349,3,Brooklyn,034900,3034900,E,BK61,Crown Heights North,4006,6098.133457,1756872.76163,36047034900,99,95,88,86
551,3,Brooklyn,055100,3055100,E,BK73,North Side-South Side,4001,7123.812366,2511177.55113,36047055100,67,68,67,70
418,2,Bronx,041800,2041800,E,BX62,Woodlawn-Wakefield,3702,7326.950481,2930549.17693,36005041800,159,157,202,196
351,3,Brooklyn,035100,3035100,E,BK61,Crown Heights North,4006,6101.303238,1755149.78552,36047035100,53,55,54,59
353,3,Brooklyn,035300,3035300,E,BK61,Crown Heights North,4006,6099.146998,1755455.71187,36047035300,92,83,78,80
1142.02,3,Brooklyn,114202,3114202,E,BK83,Cypress Hills-City Line,4008,5234.537277,1281726.1729,36047114202,63,61,67,59
642,3,Brooklyn,064200,3064200,I,BK44,Madison,4016,6854.435065,2530379.29928,36047064200,99,100,101,97
644,3,Brooklyn,064400,3064400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6505.531261,2145902.19643,36047064400,6,8,9,9
55,4,Queens,005500,4005500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,5268.30131,1786237.89564,36081005500,5,4,4,3
5.02,3,Brooklyn,000502,3000502,I,BK09,Brooklyn Heights-Cobble Hill,4004,4866.854786,1038555.2225,36047000502,-1,-1,,
101,1,Manhattan,010100,1010100,I,MN17,Midtown-Midtown South,3807,5701.640276,1891336.08132,36061010100,9,11,9,8
109,1,Manhattan,010900,1010900,I,MN17,Midtown-Midtown South,3807,5703.531276,1891364.6233,36061010900,-1,-1,,
119,1,Manhattan,011900,1011900,E,MN17,Midtown-Midtown South,3807,5722.090339,1911310.5219,36061011900,564,520,465,468
125,1,Manhattan,012500,1012500,I,MN17,Midtown-Midtown South,3807,5683.937071,1875481.62066,36061012500,71,71,74,80
169,1,Manhattan,016900,1016900,I,MN12,Upper West Side,3806,5751.661335,1937087.7948,36061016900,105,92,82,36
173,1,Manhattan,017300,1017300,I,MN12,Upper West Side,3806,5735.845076,1922492.22969,36061017300,80,88,93,105
175,1,Manhattan,017500,1017500,I,MN12,Upper West Side,3806,6483.791426,2318953.1829,36061017500,194,183,184,193
225,1,Manhattan,022500,1022500,E,MN04,Hamilton Heights,3802,7936.633921,2960365.43654,36061022500,225,237,215,234
203,1,Manhattan,020300,1020300,E,MN09,Morningside Heights,3802,6065.233929,1916586.72071,36061020300,-1,-1,,
231,1,Manhattan,023100,1023100,E,MN04,Hamilton Heights,3802,5606.713344,1962710.66348,36061023100,187,183,171,173
245,1,Manhattan,024500,1024500,E,MN36,Washington Heights South,3801,6441.235061,2282409.82339,36061024500,464,456,459,440
251,1,Manhattan,025100,1025100,E,MN36,Washington Heights South,3801,5376.092541,1715989.09463,36061025100,40,42,36,32
271,1,Manhattan,027100,1027100,E,MN35,Washington Heights North,3801,6486.731743,2076588.53929,36061027100,226,223,200,199
291,1,Manhattan,029100,1029100,E,MN01,Marble Hill-Inwood,3801,5717.677244,2018145.03476,36061029100,514,496,475,462
293,1,Manhattan,029300,1029300,E,MN01,Marble Hill-Inwood,3801,5489.623556,1690644.7008,36061029300,278,271,267,262
26.01,1,Manhattan,002601,1002601,E,MN28,Lower East Side,3809,4522.842222,1141510.04298,36061002601,66,65,70,72
26.02,1,Manhattan,002602,1002602,E,MN28,Lower East Side,3809,4492.856102,1115989.34351,36061002602,68,71,111,110
11,3,Brooklyn,001100,3001100,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5760.471688,1814052.49798,36047001100,-1,-1,3,3
200,3,Brooklyn,020000,3020000,E,BK30,Dyker Heights,4013,5280.942056,1451580.25557,36047020000,11,9,10,9
202,3,Brooklyn,020200,3020200,I,BK30,Dyker Heights,4013,5281.122939,1451352.49188,36047020200,2,2,1,1
160,3,Brooklyn,016000,3016000,E,BK31,Bay Ridge,4013,7935.153958,2785267.15152,36047016000,12,11,11,10
168,3,Brooklyn,016800,3016800,I,BK27,Bath Beach,4017,5646.961836,1767486.74734,36047016800,2,1,2,1
64,1,Manhattan,006400,1006400,I,MN21,Gramercy,3808,5558.706271,1938509.31528,36061006400,13,15,14,13
108,1,Manhattan,010800,1010800,I,MN19,Turtle Bay-East Midtown,3808,5627.477311,1950021.48118,36061010800,6,3,4,3
138,2,Bronx,013800,2013800,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,22553.607102,8330445.90608,36005013800,18,16,18,16
158,2,Bronx,015800,2015800,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5918.691184,1751816.27274,36005015800,9,12,9,9
360.01,3,Brooklyn,036001,3036001,E,BK19,Brighton Beach,4018,4460.548325,1021600.49482,36047036001,145,176,173,173
379,2,Bronx,037900,2037900,E,BX41,Mount Hope,3707,8418.605511,2064159.32885,36005037900,379,750,750,733
381,2,Bronx,038100,2038100,E,BX41,Mount Hope,3707,6779.146638,1626409.49008,36005038100,341,345,341,371
30.01,1,Manhattan,003001,1003001,E,MN27,Chinatown,3809,4758.46093,1344750.50847,36061003001,25,24,25,24
30.02,1,Manhattan,003002,1003002,E,MN22,East Village,3809,4045.166135,841097.838085,36061003002,14,16,14,14
59,1,Manhattan,005900,1005900,I,MN23,West Village,3810,5280.102498,1250316.2411,36061005900,-1,-1,,
892,3,Brooklyn,089200,3089200,E,BK81,Brownsville,4007,7700.07328,1932413.25525,36047089200,54,54,53,49
56,1,Manhattan,005600,1005600,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5723.843421,1878242.16791,36061005600,53,54,56,52
54,3,Brooklyn,005400,3005400,I,BK31,Bay Ridge,4013,7538.962295,1735363.34753,36047005400,10,10,8,7
25,2,Bronx,002500,2002500,E,BX39,Mott Haven-Port Morris,3710,5026.984777,1373985.98595,36005002500,52,49,48,46
152,2,Bronx,015200,2015200,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,8887.222579,3151751.2358,36005015200,24,30,28,30
442,2,Bronx,044200,2044200,E,BX62,Woodlawn-Wakefield,3702,7344.447014,2614475.73444,36005044200,67,64,70,62
650,4,Queens,065000,4065000,I,QN66,Laurelton,4105,9259.521289,4304578.47467,36081065000,4,3,3,2
582,3,Brooklyn,058200,3058200,E,BK25,Homecrest,4016,5388.123107,1738266.6873,36047058200,56,58,61,56
554,3,Brooklyn,055400,3055400,E,BK25,Homecrest,4016,5578.364531,1821785.66743,36047055400,83,76,81,81
556,3,Brooklyn,055600,3055600,I,BK25,Homecrest,4016,5871.357228,2079990.27864,36047055600,125,219,47,39
1522,3,Brooklyn,152200,3152200,I,BK42,Flatbush,4015,9340.196275,4194670.27285,36047152200,17,14,3,3
217,3,Brooklyn,021700,3021700,E,BK61,Crown Heights North,4006,4576.36343,1281458.04769,36047021700,65,63,56,54
834,3,Brooklyn,083400,3083400,I,BK91,East Flatbush-Farragut,4010,4991.015983,1355748.33364,36047083400,4,3,3,4
854,3,Brooklyn,085400,3085400,I,BK91,East Flatbush-Farragut,4010,7324.948252,1385790.11006,36047085400,17,19,19,19
788,4,Queens,078800,4078800,I,QN76,Baisley Park,4112,6645.696734,2072923.08114,36081078800,10,12,9,10
224.03,2,Bronx,022403,2022403,E,BX49,Pelham Parkway,3704,5656.252576,1338120.91486,36005022403,202,206,179,192
16,1,Manhattan,001600,1001600,E,MN27,Chinatown,3809,6391.788472,2233319.76276,36061001600,66,61,55,3
462.01,3,Brooklyn,046201,3046201,E,BK42,Flatbush,4015,4984.099431,1381203.78865,36047046201,57,56,158,157
462.02,3,Brooklyn,046202,3046202,E,BK46,Ocean Parkway South,4014,7378.236656,1866093.56637,36047046202,9,8,10,12
444,2,Bronx,044400,2044400,I,BX62,Woodlawn-Wakefield,3702,7796.41734,3925376.66905,36005044400,48,46,51,51
448,2,Bronx,044800,2044800,I,BX62,Woodlawn-Wakefield,3702,5439.258676,1817406.93201,36005044800,13,15,18,17
342,2,Bronx,034200,2034200,I,BX31,Allerton-Pelham Gardens,3704,5818.468297,1687802.69573,36005034200,40,39,49,42
344,2,Bronx,034400,2034400,E,BX31,Allerton-Pelham Gardens,3704,5823.581356,1690333.19747,36005034400,34,29,32,32
512,3,Brooklyn,051200,3051200,E,BK42,Flatbush,4015,5529.236286,1508346.95807,36047051200,62,56,51,49
259.01,3,Brooklyn,025901,3025901,E,BK75,Bedford,4003,4269.118632,863635.766948,36047025901,58,46,42,35
259.02,3,Brooklyn,025902,3025902,E,BK75,Bedford,4003,3211.235839,642013.904025,36047025902,-1,-1,,
944.01,3,Brooklyn,094401,3094401,I,BK58,Flatlands,4009,10056.024057,3905513.04382,36047094401,10,7,5,4
566,4,Queens,056600,4056600,I,QN34,Queens Village,4105,5710.002666,2097114.19117,36081056600,4,3,4,4
279,1,Manhattan,027900,1027900,E,MN35,Washington Heights North,3801,7380.836447,1937418.59632,36061027900,301,289,332,323
662,3,Brooklyn,066200,3066200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,8217.524543,2488662.76415,36047066200,7,7,3,3
42,1,Manhattan,004200,1004200,I,MN22,East Village,3809,5798.981111,933480.068428,36061004200,41,40,35,34
61,1,Manhattan,006100,1006100,I,MN23,West Village,3810,5022.851714,1528892.45318,36061006100,-1,-1,,
139,1,Manhattan,013900,1013900,I,MN15,Clinton,3807,5774.520515,1955059.85243,36061013900,31,26,27,21
167,2,Bronx,016700,2016700,E,BX01,Claremont-Bathgate,3705,6579.953245,2215210.98965,36005016700,107,106,128,131
229.02,2,Bronx,022902,2022902,E,BX41,Mount Hope,3707,4270.080861,1042641.34212,36005022902,177,170,181,171
121,5,Staten Island,012100,5012100,I,SI35,New Brighton-Silver Lake,3903,11138.028495,7991902.88748,36085012100,-1,1,1,1
77,5,Staten Island,007700,5007700,E,SI22,West New Brighton-New Brighton-St. George,3903,7327.433074,2675335.15428,36085007700,40,39,53,57
11,5,Staten Island,001100,5001100,E,SI22,West New Brighton-New Brighton-St. George,3903,8693.578149,3499398.93531,36085001100,90,91,85,104
167,3,Brooklyn,016700,3016700,I,BK37,Park Slope-Gowanus,4005,6191.451895,1818261.60242,36047016700,1,1,1,1
224.04,2,Bronx,022404,2022404,E,BX49,Pelham Parkway,3704,4027.010039,999997.852978,36005022404,149,156,190,161
947,4,Queens,094700,4094700,I,QN23,College Point,4103,8723.378759,2935620.77799,36081094700,6,6,4,3
769.02,4,Queens,076902,4076902,I,QN17,Forest Hills,4108,4404.61194,1084634.36171,36081076902,-1,-1,,
982,3,Brooklyn,098200,3098200,E,BK50,Canarsie,4009,8952.013157,3723765.62397,36047098200,1,-1,,
1058.04,3,Brooklyn,105804,3105804,E,BK93,Starrett City,4008,15701.761068,7076119.6416,36047105804,119,117,155,178
30,3,Brooklyn,003000,3003000,I,BK31,Bay Ridge,4013,4715.150749,1174204.93497,36047003000,4,4,5,5
1403,4,Queens,140300,4140300,I,QN46,Bayside-Bayside Hills,4104,8235.135052,4116709.23551,36081140300,-1,-1,,
320,4,Queens,032000,4032000,I,QN03,Springfield Gardens South-Brookville,4105,14939.843759,11179976.2503,36081032000,35,31,29,30
613.02,4,Queens,061302,4061302,I,QN20,Ridgewood,4110,10370.460842,5511490.9438,36081061302,-1,-1,,
623,4,Queens,062300,4062300,E,QN19,Glendale,4110,5381.883642,1688804.22897,36081062300,6,6,4,4
625,4,Queens,062500,4062500,I,QN19,Glendale,4110,6042.809976,2137199.18334,36081062500,3,3,4,4
745,4,Queens,074500,4074500,E,QN17,Forest Hills,4108,6396.995601,1805456.9622,36081074500,40,38,36,35
373,4,Queens,037300,4037300,I,QN27,East Elmhurst,4102,7541.914497,2570489.24647,36081037300,24,25,23,23
1017,4,Queens,101700,4101700,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,14076.427389,10682968.8058,36081101700,-1,-1,,
1141,4,Queens,114100,4114100,I,QN51,Murray Hill,4103,9904.913411,4816036.07894,36081114100,-1,-1,,
220.02,4,Queens,022002,4022002,I,QN35,Briarwood-Jamaica Hills,4106,10762.213181,3238336.61151,36081022002,41,36,36,34
450,4,Queens,045000,4045000,I,QN35,Briarwood-Jamaica Hills,4106,5557.305855,1819154.15771,36081045000,-1,-1,,
779.05,4,Queens,077905,4077905,I,QN37,Kew Gardens Hills,4106,8334.232422,2958848.76192,36081077905,-1,-1,,
1267,4,Queens,126700,4126700,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,14754.87621,8500177.15774,36081126700,1,1,,
1215,4,Queens,121500,4121500,E,QN62,Queensboro Hill,4103,13130.097368,6906260.85319,36081121500,4,5,3,3
1223,4,Queens,122300,4122300,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11300.018539,5271319.45051,36081122300,2,2,2,3
1341,4,Queens,134100,4134100,I,QN41,Fresh Meadows-Utopia,4106,12584.186462,6340103.0004,36081134100,-1,-1,,
1417,4,Queens,141700,4141700,I,QN48,Auburndale,4104,15286.013015,9658570.07951,36081141700,2,2,2,2
471,4,Queens,047100,4047100,E,QN29,Elmhurst,4107,5796.0677,1692064.8457,36081047100,6,7,6,5
485,4,Queens,048500,4048500,E,QN50,Elmhurst-Maspeth,4109,11298.536626,3666289.00574,36081048500,1,1,1,
360.02,3,Brooklyn,036002,3036002,E,BK19,Brighton Beach,4018,3860.148356,924220.907244,36047036002,159,153,152,237
852,3,Brooklyn,085200,3085200,I,BK99,park-cemetery-etc-Brooklyn,4010,9241.535116,4317849.61387,36047085200,-1,-1,,
858,3,Brooklyn,085800,3085800,E,BK91,East Flatbush-Farragut,4010,5735.224612,1446162.50421,36047085800,18,17,12,11
1190,3,Brooklyn,119000,3119000,E,BK83,Cypress Hills-City Line,4008,6506.497028,1520931.56098,36047119000,85,82,71,67
1196,3,Brooklyn,119600,3119600,E,BK82,East New York,4008,7989.149129,3292426.93349,36047119600,175,178,175,165
509,3,Brooklyn,050900,3050900,E,BK72,Williamsburg,4001,5020.254509,1526103.17624,36047050900,213,220,242,237
561,3,Brooklyn,056100,3056100,I,BK76,Greenpoint,4001,8469.794906,3577947.69172,36047056100,3,3,3,2
365.01,2,Bronx,036501,2036501,E,BX17,East Tremont,3705,5997.90854,1030821.79372,36005036501,269,493,399,345
224.01,2,Bronx,022401,2022401,E,BX49,Pelham Parkway,3704,5152.021376,923790.395273,36005022401,96,94,92,87
332.01,2,Bronx,033201,2033201,I,BX07,Bronxdale,3704,4758.788927,1224202.47663,36005033201,112,114,117,105
152,4,Queens,015200,4015200,I,QN54,Richmond Hill,4111,6784.121619,2073445.93003,36081015200,15,12,12,12
206,4,Queens,020600,4020600,E,QN61,Jamaica,4112,6813.674691,1626141.58037,36081020600,13,10,8,8
472,4,Queens,047200,4047200,I,QN06,Jamaica Estates-Holliswood,4106,10370.611384,5532951.48647,36081047200,2,1,1,
726,3,Brooklyn,072600,3072600,I,BK58,Flatlands,4009,7156.179107,2962948.28574,36047072600,4,4,4,2
932,3,Brooklyn,093200,3093200,I,BK91,East Flatbush-Farragut,4010,6930.881153,3019000.05778,36047093200,7,10,6,6
590,4,Queens,059000,4059000,I,QN33,Cambria Heights,4105,5991.95123,1702017.06768,36081059000,2,3,3,2
72,2,Bronx,007200,2007200,E,BX55,Soundview-Bruckner,3709,6644.344266,2292782.56492,36005007200,151,137,139,138
42,2,Bronx,004200,2004200,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,10267.993386,5212170.02962,36005004200,100,101,117,115
47,4,Queens,004700,4004700,E,QN70,Astoria,4101,5564.480669,1928980.64202,36081004700,-1,-1,,
908,3,Brooklyn,090800,3090800,E,BK81,Brownsville,4007,7555.777953,3194827.49755,36047090800,53,59,66,62
1144,3,Brooklyn,114400,3114400,E,BK85,East New York (Pennsylvania Ave),4007,9940.299403,4617777.80471,36047114400,70,70,68,64
371,2,Bronx,037100,2037100,E,BX17,East Tremont,3705,6323.45098,2128494.67606,36005037100,494,460,533,514
393,2,Bronx,039300,2039300,E,BX06,Belmont,3705,7785.518713,1970412.34953,36005039300,782,893,891,849
114.02,5,Staten Island,011402,5011402,I,SI45,New Dorp-Midland Beach,3902,10355.214372,6228603.97069,36085011402,6,5,5,5
230,1,Manhattan,023000,1023000,E,MN03,Central Harlem North-Polo Grounds,3803,5672.967819,1869850.52805,36061023000,231,225,216,224
1118,3,Brooklyn,111800,3111800,E,BK82,East New York,4008,5292.339873,1745783.72079,36047111800,105,98,99,96
919,4,Queens,091900,4091900,I,QN23,College Point,4103,17603.153896,4909113.29622,36081091900,5,7,9,10
925,4,Queens,092500,4092500,E,QN23,College Point,4103,7714.748478,3362669.10571,36081092500,7,6,5,6
15.02,1,Manhattan,001502,1001502,I,MN25,Battery Park City-Lower Manhattan,3810,10391.128115,2201257.30611,36061001502,6,5,6,6
766,3,Brooklyn,076600,3076600,E,BK42,Flatbush,4015,4504.392236,887314.05718,36047076600,13,14,20,17
17,5,Staten Island,001700,5001700,E,SI37,Stapleton-Rosebank,3903,7666.91792,3290664.08212,36085001700,18,44,58,55
120,1,Manhattan,012000,1012000,I,MN40,Upper East Side-Carnegie Hill,3805,5693.865387,1862415.44246,36061012000,-1,-1,,
128,1,Manhattan,012800,1012800,I,MN40,Upper East Side-Carnegie Hill,3805,5818.32051,1924402.65723,36061012800,-1,-1,,
559,4,Queens,055900,4055900,E,QN20,Ridgewood,4110,5591.200858,1757229.9858,36081055900,26,26,23,19
403,3,Brooklyn,040300,3040300,E,BK78,Bushwick South,4002,6937.017892,2208071.8666,36047040300,76,72,63,53
407,3,Brooklyn,040700,3040700,I,BK99,park-cemetery-etc-Brooklyn,4002,10758.152902,5478811.21521,36047040700,-1,-1,,
527,3,Brooklyn,052700,3052700,E,BK73,North Side-South Side,4001,6448.607567,2045672.64233,36047052700,292,280,274,267
529,3,Brooklyn,052900,3052900,E,BK72,Williamsburg,4001,6118.983997,1882580.923,36047052900,216,203,197,189
513,3,Brooklyn,051300,3051300,E,BK73,North Side-South Side,4001,7232.677473,2779406.87545,36047051300,166,164,171,154
942.01,4,Queens,094201,4094201,E,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,8656.603629,3813338.8485,36081094201,2,-1,3,30
456,4,Queens,045600,4045600,I,QN35,Briarwood-Jamaica Hills,4106,7547.459987,1696420.22215,36081045600,1,-1,,
211,2,Bronx,021100,2021100,E,BX26,Highbridge,3708,6510.599626,1659664.63704,36005021100,345,346,358,350
505,4,Queens,050500,4050500,I,QN21,Middle Village,4110,4512.758514,1224020.37615,36081050500,1,1,1,1
507,4,Queens,050700,4050700,I,QN21,Middle Village,4110,8784.479868,3935014.90756,36081050700,1,-1,,
213.01,2,Bronx,021301,2021301,E,BX36,University Heights-Morris Heights,3707,3969.324442,643488.1025,36005021301,35,35,40,41
217,2,Bronx,021700,2021700,E,BX36,University Heights-Morris Heights,3707,7367.521453,1703467.16666,36005021700,302,296,293,288
228,2,Bronx,022800,2022800,E,BX49,Pelham Parkway,3704,6509.690547,1851825.77254,36005022800,196,188,175,166
230,2,Bronx,023000,2023000,E,BX37,Van Nest-Morris Park-Westchester Square,3704,6477.910494,1717988.92935,36005023000,94,89,82,81
277,2,Bronx,027700,2027700,E,BX28,Van Cortlandt Village,3701,7024.706029,1831494.46582,36005027700,112,90,100,102
273,2,Bronx,027300,2027300,E,BX28,Van Cortlandt Village,3701,7643.867583,2120762.72019,36005027300,318,254,339,341
420,2,Bronx,042000,2042000,E,BX44,Williamsbridge-Olinville,3702,5084.222861,1615128.62327,36005042000,138,130,132,127
408,2,Bronx,040800,2040800,E,BX44,Williamsbridge-Olinville,3702,5059.690092,1324406.3301,36005040800,167,165,175,165
213.02,2,Bronx,021302,2021302,E,BX26,Highbridge,3708,5671.180422,1869241.53271,36005021302,475,491,453,434
319,1,Manhattan,031900,1031900,I,MN99,park-cemetery-etc-Manhattan,3810,5925.106397,1080130.34144,36061031900,-1,-1,,
255,3,Brooklyn,025500,3025500,E,BK75,Bedford,4003,5088.558312,1492168.75272,36047025500,-1,-1,7,
257,3,Brooklyn,025700,3025700,E,BK75,Bedford,4003,6440.912379,1949087.18777,36047025700,36,28,25,20
37,4,Queens,003700,4003700,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,16266.30312,4148753.68597,36081003700,-1,-1,,
29.01,3,Brooklyn,002901,3002901,E,BK68,Fort Greene,4004,4334.009659,1167531.12154,36047002901,-1,-1,,
1571.01,4,Queens,157101,4157101,I,QN43,Bellerose,4105,16809.567999,13381456.2991,36081157101,2,2,1,2
76,2,Bronx,007600,2007600,E,BX08,West Farms-Bronx River,3709,6683.261321,2339929.44454,36005007600,269,254,255,240
267.01,2,Bronx,026701,2026701,E,BX28,Van Cortlandt Village,3701,3658.667263,742841.597591,36005026701,185,190,189,161
48,1,Manhattan,004800,1004800,I,MN21,Gramercy,3808,5539.367051,1920887.02608,36061004800,8,9,8,9
633.01,4,Queens,063301,4063301,I,QN19,Glendale,4110,5567.508597,1450127.28011,36081063301,4,3,3,3
633.02,4,Queens,063302,4063302,I,QN19,Glendale,4110,6443.189416,1493062.63885,36081063302,6,7,7,8
244,2,Bronx,024400,2024400,I,BX37,Van Nest-Morris Park-Westchester Square,3704,6484.404436,1892754.12975,36005024400,20,18,20,20
855,4,Queens,085500,4085500,E,QN22,Flushing,4103,4829.54813,1405499.85981,36081085500,9,10,10,9
863,4,Queens,086300,4086300,E,QN51,Murray Hill,4103,5057.53183,1551084.28139,36081086300,11,10,9,7
865,4,Queens,086500,4086500,E,QN22,Flushing,4103,5149.178577,1685034.01512,36081086500,22,20,19,19
1163,4,Queens,116300,4116300,E,QN51,Murray Hill,4103,8496.80352,2707156.43829,36081116300,15,15,13,12
1047,4,Queens,104700,4104700,I,QN51,Murray Hill,4103,13160.641187,9061045.31462,36081104700,3,1,1,
1159,4,Queens,115900,4115900,I,QN51,Murray Hill,4103,7333.570329,3326142.86983,36081115900,1,1,1,1
363,2,Bronx,036300,2036300,E,BX17,East Tremont,3705,6415.396296,2382766.12565,36005036300,928,902,906,950
225,2,Bronx,022500,2022500,E,BX14,East Concourse-Concourse Village,3708,5931.365535,1925146.55618,36005022500,275,313,340,333
227.03,2,Bronx,022703,2022703,E,BX41,Mount Hope,3707,2816.869448,456337.460973,36005022703,45,44,52,56
209,2,Bronx,020900,2020900,E,BX63,West Concourse,3708,5201.92742,1424317.77927,36005020900,221,237,248,259
227.02,2,Bronx,022702,2022702,E,BX41,Mount Hope,3707,3934.093169,557878.279801,36005022702,65,70,75,76
199,2,Bronx,019900,2019900,E,BX26,Highbridge,3708,5755.768491,1908696.87151,36005019900,404,383,375,363
170.09,5,Staten Island,017009,5017009,I,SI48,Arden Heights,3901,14139.253074,11566024.4104,36085017009,1,2,1,
160.02,1,Manhattan,016002,1016002,I,MN33,East Harlem South,3804,3121.610878,554097.985181,36061016002,-1,-1,,
357,4,Queens,035700,4035700,I,QN27,East Elmhurst,4102,10982.172675,6503535.12191,36081035700,13,11,9,11
150.02,1,Manhattan,015002,1015002,I,MN40,Upper East Side-Carnegie Hill,3805,4691.248235,1352836.7927,36061015002,1,-1,,
150.01,1,Manhattan,015001,1015001,I,MN40,Upper East Side-Carnegie Hill,3805,3124.393162,556354.416814,36061015001,-1,-1,,
