CTLabel,BoroCode,BoroName,CT2000,BoroCT2000,CDEligibil,NTACode,NTANAme,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2000,vouchers2004,vouchers2005,vouchers2006,vouchers2007,vouchers2008,vouchers2009,vouchers2010,vouchers2011
32,1,Manhattan,003200,1003200,E,MN22,East Village,3809,6358.386615,2334190.14301,36061003200,6,9,5,14,21,30,47,81,59
68,1,Manhattan,006800,1006800,I,MN21,Gramercy,3808,5723.882787,1877943.13247,36061006800,97,259,372,247,207,237,256,263,263
89,1,Manhattan,008900,1008900,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5578.769498,1782278.33275,36061008900,0,1,1,1,1,2,2,2,2
96,1,Manhattan,009600,1009600,I,MN17,Midtown-Midtown South,3807,5737.356246,1887288.44753,36061009600,2,0,0,0,0,0,-1,-1,-1
98,1,Manhattan,009800,1009800,I,MN19,Turtle Bay-East Midtown,3808,5534.20006,1906016.374,36061009800,1,1,1,1,2,8,5,2,1
100,1,Manhattan,010000,1010000,I,MN19,Turtle Bay-East Midtown,3808,5692.168417,1860938.33723,36061010000,0,0,0,0,3,2,2,1,-1
22.02,1,Manhattan,002202,1002202,E,MN28,Lower East Side,3809,3817.3914,603922.239375,36061002202,12,11,9,11,16,18,22,26,27
190,1,Manhattan,019000,1019000,E,MN11,Central Harlem South,3803,4231.82666,1117371.68391,36061019000,41,45,40,43,44,46,43,43,38
201.01,1,Manhattan,020101,1020101,I,MN09,Morningside Heights,3802,3329.881695,593526.657572,36061020101,0,0,0,0,0,0,-1,-1,-1
201.02,1,Manhattan,020102,1020102,E,MN11,Central Harlem South,3803,3745.871008,897067.944076,36061020102,37,29,48,51,52,56,58,58,55
205,1,Manhattan,020500,1020500,I,MN09,Morningside Heights,3802,5562.173425,1335915.43785,36061020500,0,0,2,1,0,0,1,1,1
206,1,Manhattan,020600,1020600,E,MN03,Central Harlem North-Polo Grounds,3803,5176.873151,1602693.82096,36061020600,25,33,29,38,36,37,52,61,71
207.02,1,Manhattan,020702,1020702,E,MN11,Central Harlem South,3803,3893.198827,942328.191212,36061020702,13,15,26,37,43,42,41,39,41
209.02,1,Manhattan,020902,1020902,E,MN11,Central Harlem South,3803,3965.223582,608261.971461,36061020902,29,31,31,33,33,33,32,30,27
217.02,1,Manhattan,021702,1021702,E,MN03,Central Harlem North-Polo Grounds,3803,3338.290816,446993.855918,36061021702,67,71,67,83,186,211,192,197,191
218,1,Manhattan,021800,1021800,E,MN11,Central Harlem South,3803,5775.546388,1958240.25376,36061021800,129,119,118,115,107,111,117,112,94
220,1,Manhattan,022000,1022000,E,MN11,Central Harlem South,3803,5691.513963,1882933.02824,36061022000,135,112,125,135,140,117,137,134,120
229,1,Manhattan,022900,1022900,E,MN04,Hamilton Heights,3802,5014.76241,1511482.81521,36061022900,142,131,136,141,136,131,155,176,183
231.02,1,Manhattan,023102,1023102,E,MN03,Central Harlem North-Polo Grounds,3803,3267.740597,413467.551316,36061023102,27,41,44,43,47,51,53,48,48
234,1,Manhattan,023400,1023400,E,MN03,Central Harlem North-Polo Grounds,3803,5656.092063,1164817.07469,36061023400,72,75,84,77,81,92,114,100,103
239,1,Manhattan,023900,1023900,E,MN36,Washington Heights South,3801,3635.962256,687269.074676,36061023900,80,88,104,99,101,108,107,111,107
249,1,Manhattan,024900,1024900,E,MN36,Washington Heights South,3801,3927.821665,652856.354679,36061024900,16,16,30,36,37,34,36,33,33
253,1,Manhattan,025300,1025300,E,MN36,Washington Heights South,3801,5651.317594,1822960.35629,36061025300,223,236,272,283,277,305,344,345,336
261,1,Manhattan,026100,1026100,E,MN36,Washington Heights South,3801,5532.10036,1681539.23948,36061026100,262,305,322,326,332,356,415,409,395
263,1,Manhattan,026300,1026300,E,MN36,Washington Heights South,3801,5730.541699,1691892.03356,36061026300,256,289,285,293,296,315,361,367,353
267,1,Manhattan,026700,1026700,E,MN35,Washington Heights North,3801,3869.4473,518771.629345,36061026700,30,26,21,22,19,18,17,17,22
269,1,Manhattan,026900,1026900,E,MN35,Washington Heights North,3801,6017.036771,1889655.58786,36061026900,184,197,221,231,236,252,310,306,287
277,1,Manhattan,027700,1027700,E,MN35,Washington Heights North,3801,5903.152888,1760155.91746,36061027700,128,171,177,200,197,220,240,251,234
102,1,Manhattan,010200,1010200,I,MN17,Midtown-Midtown South,3807,5687.802334,1860992.66528,36061010200,0,0,0,0,1,4,3,5,-1
104,1,Manhattan,010400,1010400,I,MN17,Midtown-Midtown South,3807,5693.036118,1864600.35089,36061010400,0,0,0,0,0,0,-1,-1,-1
106.01,1,Manhattan,010601,1010601,I,MN19,Turtle Bay-East Midtown,3808,4538.708028,1280936.48109,36061010601,1,0,0,0,0,0,-1,1,-1
112.01,1,Manhattan,011201,1011201,I,MN17,Midtown-Midtown South,3807,3716.146785,856164.331964,36061011201,0,0,0,0,0,0,-1,-1,-1
112.02,1,Manhattan,011202,1011202,I,MN17,Midtown-Midtown South,3807,3688.7624,839525.780795,36061011202,0,0,0,0,2,5,1,-1,-1
112.03,1,Manhattan,011203,1011203,I,MN19,Turtle Bay-East Midtown,3808,3701.173281,854082.504922,36061011203,0,0,0,0,2,1,1,1,-1
113,1,Manhattan,011300,1011300,I,MN17,Midtown-Midtown South,3807,5699.860711,1890907.32906,36061011300,0,0,0,0,0,0,-1,2,2
114.02,1,Manhattan,011402,1011402,I,MN40,Upper East Side-Carnegie Hill,3805,4125.256279,1063547.44169,36061011402,0,0,0,0,0,3,3,1,1
130,1,Manhattan,013000,1013000,I,MN40,Upper East Side-Carnegie Hill,3805,5807.972954,1918144.62905,36061013000,6,5,5,3,2,2,1,1,1
140,1,Manhattan,014000,1014000,I,MN40,Upper East Side-Carnegie Hill,3805,5820.81564,1925984.36815,36061014000,2,0,1,1,0,1,-1,1,1
146.01,1,Manhattan,014601,1014601,I,MN32,Yorkville,3805,4016.133144,799879.850145,36061014601,0,0,0,0,0,0,-1,6,-1
146.02,1,Manhattan,014602,1014602,I,MN32,Yorkville,3805,4528.69534,1175338.57796,36061014602,0,1,0,1,2,0,21,27,27
148.01,1,Manhattan,014801,1014801,I,MN40,Upper East Side-Carnegie Hill,3805,3135.951495,559216.082517,36061014801,0,0,0,0,0,0,-1,-1,-1
148.02,1,Manhattan,014802,1014802,I,MN40,Upper East Side-Carnegie Hill,3805,4691.029337,1351365.00658,36061014802,0,0,0,0,3,1,2,2,-1
153,1,Manhattan,015300,1015300,I,MN14,Lincoln Square,3806,5674.292345,1872392.71238,36061015300,0,0,0,0,19,28,27,24,25
154,1,Manhattan,015400,1015400,I,MN32,Yorkville,3805,5536.957754,1909222.33074,36061015400,17,9,9,11,19,20,411,398,375
156.01,1,Manhattan,015601,1015601,I,MN32,Yorkville,3805,4004.824471,791912.423107,36061015601,28,25,32,35,45,40,39,37,33
156.02,1,Manhattan,015602,1015602,E,MN33,East Harlem South,3804,4524.706684,1169934.51743,36061015602,1,0,0,2,7,9,13,8,13
160.01,1,Manhattan,016001,1016001,I,MN40,Upper East Side-Carnegie Hill,3805,4698.506847,1351864.69545,36061016001,1,1,1,1,7,6,6,4,-1
167,1,Manhattan,016700,1016700,I,MN12,Upper West Side,3806,5000.03335,1472849.19786,36061016700,1,1,0,0,0,0,-1,-1,-1
172.01,1,Manhattan,017201,1017201,E,MN33,East Harlem South,3804,4718.499799,1372488.69471,36061017201,14,24,36,37,36,37,46,32,32
179,1,Manhattan,017900,1017900,I,MN12,Upper West Side,3806,5130.118495,1487945.23431,36061017900,84,88,102,171,157,194,180,184,192
184,1,Manhattan,018400,1018400,E,MN34,East Harlem North,3804,5771.874346,1903568.41537,36061018400,30,30,27,56,56,63,68,68,75
27.01,2,Bronx,002701,2002701,E,BX39,Mott Haven-Port Morris,3710,4113.173953,877836.648687,36005002701,36,49,40,53,45,49,47,52,49
27.02,2,Bronx,002702,2002702,E,BX39,Mott Haven-Port Morris,3710,6090.6145,1674949.7455,36005002702,78,101,105,129,244,440,576,490,483
33,2,Bronx,003300,2003300,E,BX39,Mott Haven-Port Morris,3710,5957.067543,1639977.95273,36005003300,24,75,85,108,229,336,395,406,388
35,2,Bronx,003500,2003500,E,BX39,Mott Haven-Port Morris,3710,5804.923281,1525330.72083,36005003500,133,135,109,112,111,115,130,128,129
37,2,Bronx,003700,2003700,E,BX39,Mott Haven-Port Morris,3710,5545.813914,1787327.10484,36005003700,56,19,18,19,21,21,26,24,24
38,2,Bronx,003800,2003800,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,3473.805854,682166.213878,36005003800,23,28,24,27,27,34,32,34,33
40.01,2,Bronx,004001,2004001,E,BX55,Soundview-Bruckner,3709,4916.715631,1325276.23624,36005004001,34,29,24,29,30,37,44,40,40
48,2,Bronx,004800,2004800,E,BX55,Soundview-Bruckner,3709,5406.981943,1568167.49896,36005004800,134,132,127,139,143,160,171,166,157
59.01,2,Bronx,005901,2005901,E,BX63,West Concourse,3708,6713.086922,2318024.92672,36005005901,238,290,289,316,298,296,307,295,282
60,2,Bronx,006000,2006000,E,BX75,Crotona Park East,3705,4139.748003,1007556.28078,36005006000,21,24,29,28,27,40,50,57,53
64,2,Bronx,006400,2006400,E,BX08,West Farms-Bronx River,3709,5786.329059,1838840.33313,36005006400,133,125,132,152,158,193,198,191,186
68,2,Bronx,006800,2006800,E,BX55,Soundview-Bruckner,3709,5612.229267,1692236.85042,36005006800,88,117,114,118,127,157,191,172,162
70,2,Bronx,007000,2007000,E,BX55,Soundview-Bruckner,3709,6251.692531,2207823.40402,36005007000,92,127,122,139,135,149,158,152,151
72,2,Bronx,007200,2007200,E,BX55,Soundview-Bruckner,3709,6654.612208,2121981.55165,36005007200,132,126,129,137,133,143,159,158,159
89,2,Bronx,008900,2008900,E,BX27,Hunts Point,3710,5220.492427,1174411.34172,36005008900,57,67,64,75,75,101,118,123,119
5,2,Bronx,000500,2000500,I,BX99,park-cemetery-etc-Bronx,3710,5559.966069,922216.741669,36005000500,0,0,0,0,0,0,-1,-1,-1
16,2,Bronx,001600,2001600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9671.305856,5221332.28595,36005001600,117,114,118,125,127,133,142,141,140
216.01,2,Bronx,021601,2021601,E,BX08,West Farms-Bronx River,3709,7401.554252,1761363.1491,36005021601,163,214,210,242,223,249,258,242,228
232,2,Bronx,023200,2023200,E,BX37,Van Nest-Morris Park-Westchester Square,3704,5317.057866,1536082.41634,36005023200,69,64,76,89,90,100,109,101,94
233.01,2,Bronx,023301,2023301,E,BX41,Mount Hope,3707,4498.012518,1272740.91002,36005023301,186,210,195,188,209,220,217,218,205
233.02,2,Bronx,023302,2023302,E,BX41,Mount Hope,3707,3680.679896,684219.617496,36005023302,167,213,154,140,131,149,146,149,145
235.01,2,Bronx,023501,2023501,E,BX41,Mount Hope,3707,4891.910553,731673.213099,36005023501,110,136,132,132,120,130,143,149,141
235.02,2,Bronx,023502,2023502,E,BX41,Mount Hope,3707,6355.95031,1029690.73733,36005023502,125,162,138,145,146,155,154,162,162
236,2,Bronx,023600,2023600,E,BX37,Van Nest-Morris Park-Westchester Square,3704,5127.757271,989505.0439,36005023600,36,43,48,57,57,64,78,68,71
237.01,2,Bronx,023701,2023701,E,BX40,Fordham South,3707,7355.864615,1799148.4,36005023701,365,383,417,412,408,447,454,438,429
239,2,Bronx,023900,2023900,E,BX40,Fordham South,3707,7299.846749,1912484.36748,36005023900,453,525,474,511,486,511,512,502,473
241,2,Bronx,024100,2024100,E,BX41,Mount Hope,3707,5331.635822,1449100.30921,36005024100,288,283,281,286,283,310,314,322,315
243,2,Bronx,024300,2024300,E,BX36,University Heights-Morris Heights,3707,6194.054433,1607394.80204,36005024300,150,212,293,285,308,347,347,458,464
246,2,Bronx,024600,2024600,I,BX49,Pelham Parkway,3704,7512.580172,1640625.82913,36005024600,4,6,7,7,8,9,8,8,9
250,2,Bronx,025000,2025000,I,BX49,Pelham Parkway,3704,6978.088941,1955822.50577,36005025000,4,6,6,7,7,11,13,11,12
252,2,Bronx,025200,2025200,I,BX37,Van Nest-Morris Park-Westchester Square,3704,6947.917159,2048258.69551,36005025200,13,13,10,10,14,17,22,19,18
254,2,Bronx,025400,2025400,I,BX37,Van Nest-Morris Park-Westchester Square,3704,6405.470734,1828910.78074,36005025400,9,5,3,3,5,11,13,15,13
115.01,2,Bronx,011501,2011501,E,BX27,Hunts Point,3710,3977.914519,926514.012004,36005011501,67,135,123,125,115,114,116,104,98
121.01,2,Bronx,012101,2012101,E,BX35,Morrisania-Melrose,3705,4426.945939,1251776.36457,36005012101,79,100,96,106,118,135,136,124,125
121.02,2,Bronx,012102,2012102,E,BX27,Hunts Point,3710,3955.66026,556269.449264,36005012102,37,35,43,38,44,53,53,47,45
123,2,Bronx,012300,2012300,E,BX75,Crotona Park East,3705,6207.66434,1517203.85387,36005012300,62,73,82,89,85,100,200,240,250
125,2,Bronx,012500,2012500,E,BX35,Morrisania-Melrose,3705,5707.516696,1828803.46249,36005012500,39,99,112,122,143,194,229,235,230
127.01,2,Bronx,012701,2012701,E,BX27,Hunts Point,3710,5036.141692,1172804.10092,36005012701,49,40,64,61,72,85,96,97,92
127.02,2,Bronx,012702,2012702,E,BX27,Hunts Point,3710,3595.233261,682953.201399,36005012702,14,28,13,17,15,14,14,11,9
130,2,Bronx,013000,2013000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,6464.560967,1250249.51421,36005013000,2,2,3,2,4,6,8,9,9
131,2,Bronx,013100,2013100,E,BX33,Longwood,3710,6532.351652,2475848.22401,36005013100,83,124,156,185,198,204,221,211,202
153,2,Bronx,015300,2015300,E,BX75,Crotona Park East,3705,7303.681504,2525294.09937,36005015300,111,172,98,110,130,146,155,136,132
154,2,Bronx,015400,2015400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,4935.627905,1112209.45281,36005015400,1,4,6,10,13,15,14,12,13
157,2,Bronx,015700,2015700,E,BX75,Crotona Park East,3705,5790.723836,2038735.9925,36005015700,108,136,133,143,148,151,160,134,124
162,2,Bronx,016200,2016200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5599.107674,1944076.75164,36005016200,2,7,8,4,7,10,11,11,12
163,2,Bronx,016300,2016300,I,BX99,park-cemetery-etc-Bronx,3705,11728.467361,6340258.60869,36005016300,18,4,0,0,0,0,-1,-1,-1
165,2,Bronx,016500,2016500,E,BX01,Claremont-Bathgate,3705,6225.333424,1782087.31936,36005016500,83,127,124,129,124,130,139,128,123
166,2,Bronx,016600,2016600,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,12136.90743,3785750.65221,36005016600,21,18,10,11,9,10,13,13,14
175,2,Bronx,017500,2017500,E,BX14,East Concourse-Concourse Village,3708,5723.653761,1631792.2344,36005017500,164,206,259,267,301,334,330,318,321
179,2,Bronx,017900,2017900,E,BX14,East Concourse-Concourse Village,3708,5535.96712,1653485.62609,36005017900,263,278,337,347,344,252,351,338,347
181,2,Bronx,018100,2018100,E,BX14,East Concourse-Concourse Village,3708,5483.643201,1871434.72649,36005018100,178,206,197,192,197,211,243,224,275
202,2,Bronx,020200,2020200,E,BX59,Westchester-Unionport,3709,4746.741992,1343331.06204,36005020200,22,44,39,44,43,56,70,65,66
204,2,Bronx,020400,2020400,E,BX59,Westchester-Unionport,3709,4796.309667,1447955.99869,36005020400,58,95,94,101,101,129,142,142,131
206.01,2,Bronx,020601,2020601,E,BX59,Westchester-Unionport,3709,5642.628278,1629908.7804,36005020601,35,62,47,54,67,70,72,67,67
206.02,2,Bronx,020602,2020602,E,BX46,Parkchester,3709,4921.35744,734806.491448,36005020602,27,31,20,21,26,31,33,32,31
211,2,Bronx,021100,2021100,E,BX26,Highbridge,3708,5944.31219,1607844.39387,36005021100,220,293,265,278,294,332,372,377,348
214,2,Bronx,021400,2021400,I,BX08,West Farms-Bronx River,3709,3604.576218,705939.700903,36005021400,28,22,22,25,25,35,35,31,29
286,2,Bronx,028600,2028600,I,BX37,Van Nest-Morris Park-Westchester Square,3704,6075.225925,2135836.8735,36005028600,1,0,0,0,2,8,8,8,9
287,2,Bronx,028700,2028700,E,BX29,Spuyten Duyvil-Kingsbridge,3701,5236.72074,1670599.11973,36005028700,20,31,35,37,36,44,50,56,51
288,2,Bronx,028800,2028800,I,BX49,Pelham Parkway,3704,8206.409688,3616695.50662,36005028800,0,1,1,3,1,3,2,3,3
301,2,Bronx,030100,2030100,I,BX29,Spuyten Duyvil-Kingsbridge,3701,5128.741329,1583340.33043,36005030100,1,0,0,0,0,0,-1,-1,-1
365.02,2,Bronx,036502,2036502,E,BX17,East Tremont,3705,4332.709214,1050346.62001,36005036502,46,92,89,103,120,139,150,139,137
368,2,Bronx,036800,2036800,I,BX44,Williamsbridge-Olinville,3702,6000.416489,1820227.85612,36005036800,20,31,37,45,45,46,43,45,43
369.01,2,Bronx,036901,2036901,E,BX17,East Tremont,3705,4385.269383,1054250.15793,36005036901,115,221,251,275,269,264,270,263,264
369.02,2,Bronx,036902,2036902,E,BX17,East Tremont,3705,3456.82772,686266.966042,36005036902,49,51,53,65,59,68,118,128,116
370,2,Bronx,037000,2037000,I,BX44,Williamsbridge-Olinville,3702,5159.570055,1709084.32871,36005037000,22,21,21,22,27,49,49,44,47
372,2,Bronx,037200,2037200,E,BX44,Williamsbridge-Olinville,3702,6270.899567,2008935.34209,36005037200,45,42,47,85,89,86,88,77,71
375.03,2,Bronx,037503,2037503,E,BX17,East Tremont,3705,6511.694831,1837027.08486,36005037503,41,57,55,57,53,64,62,54,60
383,2,Bronx,038300,2038300,E,BX40,Fordham South,3707,9620.8482,2595650.87777,36005038300,560,746,519,569,556,638,666,656,620
387,2,Bronx,038700,2038700,E,BX06,Belmont,3705,6112.839251,1969718.71931,36005038700,183,204,182,195,191,209,217,209,204
389,2,Bronx,038900,2038900,E,BX06,Belmont,3705,5457.198921,1860955.28564,36005038900,123,174,137,143,144,162,170,154,157
392,2,Bronx,039200,2039200,E,BX44,Williamsbridge-Olinville,3702,4107.520746,1042243.96358,36005039200,40,41,29,37,46,47,50,46,46
394,2,Bronx,039400,2039400,E,BX44,Williamsbridge-Olinville,3702,5629.580935,1560974.47978,36005039400,136,171,178,195,195,217,227,208,188
396,2,Bronx,039600,2039600,E,BX44,Williamsbridge-Olinville,3702,6233.370213,2402726.48582,36005039600,74,100,113,102,111,141,171,166,170
398,2,Bronx,039800,2039800,E,BX44,Williamsbridge-Olinville,3702,5909.034194,2172955.47502,36005039800,25,53,48,52,50,55,60,54,48
399.02,2,Bronx,039902,2039902,E,BX05,Bedford Park-Fordham North,3706,5160.371025,1309646.52206,36005039902,194,271,285,313,295,347,357,301,299
401,2,Bronx,040100,2040100,E,BX05,Bedford Park-Fordham North,3706,5663.364247,1841945.98438,36005040100,168,339,186,198,197,221,441,244,239
403.01,2,Bronx,040301,2040301,E,BX28,Van Cortlandt Village,3701,5389.799399,1672516.08358,36005040301,382,425,426,444,448,466,476,459,435
403.02,2,Bronx,040302,2040302,E,BX05,Bedford Park-Fordham North,3706,4411.198884,679921.956862,36005040302,167,173,166,171,174,171,183,180,176
404,2,Bronx,040400,2040400,E,BX44,Williamsbridge-Olinville,3702,6116.027024,2316966.97336,36005040400,38,46,47,53,50,56,84,79,80
405,2,Bronx,040500,2040500,E,BX05,Bedford Park-Fordham North,3706,6427.758038,2410330.70811,36005040500,551,691,621,634,620,678,1082,673,701
406,2,Bronx,040600,2040600,E,BX44,Williamsbridge-Olinville,3702,6241.567268,2403938.55539,36005040600,72,112,110,119,105,122,128,117,122
407.01,2,Bronx,040701,2040701,E,BX28,Van Cortlandt Village,3701,3907.032652,630566.033669,36005040701,78,95,96,89,92,103,109,105,104
407.02,2,Bronx,040702,2040702,E,BX05,Bedford Park-Fordham North,3706,6195.824398,1956959.06588,36005040702,137,225,170,178,165,218,235,284,372
415,2,Bronx,041500,2041500,E,BX05,Bedford Park-Fordham North,3706,5181.193176,1471378.17949,36005041500,151,129,203,218,222,257,277,268,263
418,2,Bronx,041800,2041800,E,BX62,Woodlawn-Wakefield,3702,5752.517503,1927794.21171,36005041800,74,105,100,112,130,144,149,147,152
422,2,Bronx,042200,2042200,E,BX44,Williamsbridge-Olinville,3702,5599.161138,1884434.58738,36005042200,45,46,48,50,50,55,76,73,68
423,2,Bronx,042300,2042300,E,BX43,Norwood,3706,6158.031509,1910069.0543,36005042300,120,151,129,144,156,165,170,170,163
424,2,Bronx,042400,2042400,I,BX44,Williamsbridge-Olinville,3702,5694.371932,1882378.45317,36005042400,17,17,13,18,25,33,38,37,38
428,2,Bronx,042800,2042800,I,BX62,Woodlawn-Wakefield,3702,5422.980191,1821035.11221,36005042800,7,9,12,12,12,13,17,14,12
430,2,Bronx,043000,2043000,I,BX62,Woodlawn-Wakefield,3702,5850.896794,2219376.16223,36005043000,8,15,21,17,19,31,35,34,27
432,2,Bronx,043200,2043200,E,BX62,Woodlawn-Wakefield,3702,6059.330694,1742383.76634,36005043200,51,63,55,65,64,74,75,77,75
436,2,Bronx,043600,2043600,I,BX62,Woodlawn-Wakefield,3702,5633.95486,1679294.19118,36005043600,16,18,18,16,18,24,34,31,28
438,2,Bronx,043800,2043800,I,BX62,Woodlawn-Wakefield,3702,5863.743124,2120209.9997,36005043800,12,21,18,18,18,32,36,36,36
440,2,Bronx,044000,2044000,E,BX62,Woodlawn-Wakefield,3702,6218.42535,2018629.2944,36005044000,6,9,8,15,25,33,30,27,26
312,2,Bronx,031200,2031200,I,BX31,Allerton-Pelham Gardens,3704,7184.570744,2175833.83074,36005031200,4,5,6,6,6,7,9,9,8
314,2,Bronx,031400,2031400,I,BX31,Allerton-Pelham Gardens,3704,7230.039009,2272270.82357,36005031400,4,2,3,3,3,5,4,4,3
316,2,Bronx,031600,2031600,I,BX31,Allerton-Pelham Gardens,3704,6325.934128,1906941.28763,36005031600,2,8,6,6,5,7,7,8,7
318,2,Bronx,031800,2031800,I,BX31,Allerton-Pelham Gardens,3704,7249.431849,1919429.49376,36005031800,2,4,1,4,5,8,10,10,8
330,2,Bronx,033000,2033000,E,BX07,Bronxdale,3704,7143.781483,2218401.15616,36005033000,82,99,114,113,119,128,137,128,129
338,2,Bronx,033800,2033800,E,BX07,Bronxdale,3704,5944.423551,1737241.41821,36005033800,112,123,130,137,151,174,182,190,183
352,2,Bronx,035200,2035200,E,BX31,Allerton-Pelham Gardens,3704,5069.251591,1610441.15338,36005035200,15,9,9,12,9,15,19,23,23
354,2,Bronx,035400,2035400,I,BX31,Allerton-Pelham Gardens,3704,5008.652606,1246933.81696,36005035400,2,5,2,3,4,4,8,10,9
364,2,Bronx,036400,2036400,I,BX03,Eastchester-Edenwald-Baychester,3702,6813.174246,2191493.92123,36005036400,25,43,37,39,39,37,39,35,30
80,3,Brooklyn,008000,3008000,E,BK32,Sunset Park West,4012,4989.723622,1506326.60709,36047008000,28,21,17,19,23,30,34,34,34
98,3,Brooklyn,009800,3009800,E,BK34,Sunset Park East,4012,5203.979328,1625498.61135,36047009800,49,48,85,83,82,80,84,77,78
101,3,Brooklyn,010100,3010100,E,BK32,Sunset Park West,4012,7585.529101,3393635.78986,36047010100,30,7,15,15,13,14,17,18,17
102,3,Brooklyn,010200,3010200,E,BK34,Sunset Park East,4012,5223.378452,1640687.89396,36047010200,34,27,28,27,27,28,26,29,28
104,3,Brooklyn,010400,3010400,E,BK34,Sunset Park East,4012,5221.791949,1639390.94627,36047010400,9,11,11,13,12,12,15,16,16
108,3,Brooklyn,010800,3010800,E,BK34,Sunset Park East,4012,5203.5166,1624849.99473,36047010800,27,19,18,16,17,19,21,21,19
110,3,Brooklyn,011000,3011000,E,BK34,Sunset Park East,4012,5365.036233,1699091.9096,36047011000,10,11,12,15,15,18,17,17,19
114,3,Brooklyn,011400,3011400,E,BK88,Borough Park,4014,5462.28165,1806159.28883,36047011400,77,62,73,86,86,97,97,97,98
121,3,Brooklyn,012100,3012100,E,BK37,Park Slope-Gowanus,4005,5142.25538,1593259.31371,36047012100,14,6,8,8,5,5,3,2,2
128.01,3,Brooklyn,012801,3012801,I,BK30,Dyker Heights,4013,4828.983917,1238338.87713,36047012801,6,7,8,10,10,12,11,11,10
130,3,Brooklyn,013000,3013000,E,BK31,Bay Ridge,4013,5648.236507,1899181.45108,36047013000,18,17,19,18,18,15,15,18,19
132,3,Brooklyn,013200,3013200,E,BK30,Dyker Heights,4013,6369.334988,1665114.65362,36047013200,4,22,21,20,19,19,18,18,18
133,3,Brooklyn,013300,3013300,I,BK37,Park Slope-Gowanus,4005,5175.703769,1596011.18244,36047013300,14,12,12,14,14,15,15,16,14
136,3,Brooklyn,013600,3013600,I,BK31,Bay Ridge,4013,8233.66475,2322222.03121,36047013600,9,7,7,7,8,8,6,6,6
137,3,Brooklyn,013700,3013700,I,BK37,Park Slope-Gowanus,4005,5226.631818,1638366.13289,36047013700,3,5,8,8,7,6,5,5,4
139,3,Brooklyn,013900,3013900,I,BK37,Park Slope-Gowanus,4005,5219.680226,1631336.46551,36047013900,11,8,6,10,9,8,8,7,7
151,3,Brooklyn,015100,3015100,I,BK37,Park Slope-Gowanus,4005,5175.221646,1607114.00638,36047015100,4,4,3,3,2,2,3,4,4
153,3,Brooklyn,015300,3015300,I,BK37,Park Slope-Gowanus,4005,5188.381191,1619490.33964,36047015300,1,0,1,0,0,0,-1,-1,-1
155,3,Brooklyn,015500,3015500,I,BK37,Park Slope-Gowanus,4005,5181.351517,1610814.3847,36047015500,0,0,0,0,0,0,-1,-1,-1
157,3,Brooklyn,015700,3015700,I,BK37,Park Slope-Gowanus,4005,5427.704575,1802056.17651,36047015700,3,1,2,2,2,2,2,2,2
165,3,Brooklyn,016500,3016500,I,BK37,Park Slope-Gowanus,4005,6727.004939,2006987.76023,36047016500,1,1,1,1,1,0,1,1,1
168,3,Brooklyn,016800,3016800,I,BK27,Bath Beach,4017,4545.305267,1326115.41358,36047016800,0,1,2,2,3,3,3,3,3
170,3,Brooklyn,017000,3017000,I,BK27,Bath Beach,4017,7327.426906,2249706.42335,36047017000,1,2,2,1,1,1,1,1,1
172,3,Brooklyn,017200,3017200,E,BK27,Bath Beach,4017,7259.321312,2220321.54116,36047017200,4,4,4,4,3,5,5,4,4
173,3,Brooklyn,017300,3017300,I,BK40,Windsor Terrace,4012,7734.618743,1578320.06481,36047017300,0,0,0,0,0,0,-1,-1,-1
174,3,Brooklyn,017400,3017400,I,BK27,Bath Beach,4017,5440.015616,1460945.93717,36047017400,2,2,2,2,2,3,4,4,4
176,3,Brooklyn,017600,3017600,E,BK27,Bath Beach,4017,4940.678549,1235646.48757,36047017600,5,4,4,4,6,6,6,6,5
178,3,Brooklyn,017800,3017800,E,BK27,Bath Beach,4017,6092.042433,1765217.08261,36047017800,12,9,10,9,8,10,13,11,12
182,3,Brooklyn,018200,3018200,I,BK28,Bensonhurst West,4017,5730.246904,1781130.46509,36047018200,5,6,7,8,9,11,11,11,12
184,3,Brooklyn,018400,3018400,I,BK28,Bensonhurst West,4017,5157.912997,1605281.75324,36047018400,6,4,3,2,2,3,4,3,3
186,3,Brooklyn,018600,3018600,E,BK28,Bensonhurst West,4017,4679.729722,1216850.49742,36047018600,2,1,3,3,4,6,7,6,6
188,3,Brooklyn,018800,3018800,I,BK28,Bensonhurst West,4017,5864.289707,1885932.51984,36047018800,6,5,5,5,3,6,8,8,6
190,3,Brooklyn,019000,3019000,E,BK28,Bensonhurst West,4017,6614.318964,2291793.67238,36047019000,24,16,19,21,24,24,26,25,23
20,3,Brooklyn,002000,3002000,E,BK32,Sunset Park West,4012,5426.067268,1620770.06805,36047002000,12,7,6,6,7,8,13,11,8
