CTLabel,BoroCode,BoroName,CT2000,BoroCT2000,CDEligibil,NTACode,NTANAme,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2000,vouchers2004,vouchers2005,vouchers2006,vouchers2007,vouchers2008,vouchers2009,vouchers2010,vouchers2011
424,3,Brooklyn,042400,3042400,E,BK29,Bensonhurst East,4017,6586.200637,1733612.86482,36047042400,27,21,26,26,27,31,38,38,37
412,3,Brooklyn,041200,3041200,E,BK29,Bensonhurst East,4017,5466.782988,1780125.24969,36047041200,28,26,29,36,42,46,49,47,47
277.04,5,Staten Island,027704,5027704,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,10020.851515,5668057.09697,36085027704,3,3,5,4,5,6,4,4,4
244,3,Brooklyn,024400,3024400,E,BK88,Borough Park,4014,6280.447045,1670948.31783,36047024400,32,29,35,40,40,44,57,61,59
468,3,Brooklyn,046800,3046800,E,BK88,Borough Park,4014,8979.000803,3193544.15836,36047046800,15,21,21,28,28,31,45,48,48
539,4,Queens,053900,4053900,E,QN20,Ridgewood,4110,11243.495287,6270985.07897,36081053900,31,25,24,25,25,27,34,29,30
172.02,1,Manhattan,017202,1017202,E,MN33,East Harlem South,3804,3103.862693,539712.409335,36061017202,5,16,17,16,14,19,21,23,24
180,1,Manhattan,018000,1018000,E,MN34,East Harlem North,3804,6055.953739,2288094.75234,36061018000,45,56,57,51,49,54,51,51,49
275,3,Brooklyn,027500,3027500,E,BK35,Stuyvesant Heights,4003,5390.787752,1743574.56294,36047027500,65,98,90,95,89,92,96,95,84
277,3,Brooklyn,027700,3027700,E,BK35,Stuyvesant Heights,4003,5391.765973,1745688.34092,36047027700,57,398,420,441,427,451,423,386,447
129.01,3,Brooklyn,012901,3012901,I,BK37,Park Slope-Gowanus,4005,5410.692642,1479914.45653,36047012901,12,9,7,7,6,5,5,5,3
129.02,3,Brooklyn,012902,3012902,I,BK37,Park Slope-Gowanus,4005,5163.445239,1372594.00886,36047012902,2,2,3,2,2,2,2,2,2
453,3,Brooklyn,045300,3045300,E,BK77,Bushwick North,4002,8850.179652,3439556.09116,36047045300,14,10,9,11,10,7,6,6,7
487,3,Brooklyn,048700,3048700,E,BK78,Bushwick South,4002,5573.664935,1871983.66799,36047048700,5,7,7,5,5,5,5,5,6
216,1,Manhattan,021600,1021600,E,MN11,Central Harlem South,3803,5689.080821,1864443.47484,36061021600,168,122,136,134,134,129,120,113,110
555,3,Brooklyn,055500,3055500,I,BK73,North Side-South Side,4001,5561.134268,1730066.23772,36047055500,0,0,0,0,0,0,-1,-1,-1
577,3,Brooklyn,057700,3057700,I,BK73,North Side-South Side,4001,31527.816361,7146342.97653,36047057700,1,0,0,35,42,47,52,68,55
187.02,5,Staten Island,018702,5018702,I,SI05,New Springville-Bloomfield-Travis,3902,13246.549764,11236757.9172,36085018702,6,9,8,5,3,9,10,10,10
189.02,5,Staten Island,018902,5018902,I,SI05,New Springville-Bloomfield-Travis,3902,13920.706073,8558393.92431,36085018902,3,5,6,4,6,8,10,9,7
199,1,Manhattan,019900,1019900,I,MN09,Morningside Heights,3802,5019.322034,1503009.21565,36061019900,8,6,6,5,4,4,3,3,2
907,4,Queens,090700,4090700,I,QN23,College Point,4103,25310.316727,21138682.8041,36081090700,2,4,6,6,7,9,7,6,5
244,5,Staten Island,024400,5024400,I,SI11,Charleston-Richmond Valley-Tottenville,3901,29171.300504,42025146.9632,36085024400,1,0,1,1,1,3,8,5,6
308,3,Brooklyn,030800,3030800,E,BK26,Gravesend,4018,12485.092901,7193619.68282,36047030800,3,4,2,2,4,4,19,26,25
382,3,Brooklyn,038200,3038200,E,BK26,Gravesend,4018,6175.104328,2526924.19533,36047038200,5,0,2,3,5,20,136,116,150
74,2,Bronx,007400,2007400,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6409.129551,2012633.71151,36005007400,31,34,158,163,158,188,210,210,213
86,2,Bronx,008600,2008600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6419.322173,2019879.65881,36005008600,7,10,8,9,11,26,112,133,137
302,2,Bronx,030200,2030200,I,BX13,Co-op City,3703,11063.557872,6092679.04324,36005030200,82,47,41,48,51,34,49,45,41
1188,3,Brooklyn,118800,3118800,E,BK83,Cypress Hills-City Line,4008,6037.647813,1877145.17033,36047118800,111,112,119,127,124,141,130,122,116
747,4,Queens,074700,4074700,I,QN17,Forest Hills,4108,9967.962378,3179940.02649,36081074700,3,2,2,3,3,4,3,4,4
425,3,Brooklyn,042500,3042500,E,BK78,Bushwick South,4002,5251.942904,1806434.34313,36047042500,23,39,34,34,32,39,38,37,42
462.01,2,Bronx,046201,2046201,I,BX13,Co-op City,3703,22375.558791,23415306.5284,36005046201,150,83,81,83,90,115,121,111,80
462.02,2,Bronx,046202,2046202,E,BX13,Co-op City,3703,23150.197283,10304365.8754,36005046202,20,43,65,93,104,140,133,127,125
221,2,Bronx,022100,2022100,E,BX63,West Concourse,3708,5113.84102,1574865.15948,36005022100,231,268,274,272,268,312,328,325,305
1551.01,4,Queens,155101,4155101,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,12702.894423,5959834.47706,36081155101,0,0,0,0,0,0,-1,-1,-1
1551.02,4,Queens,155102,4155102,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,23344.137661,15809253.6824,36081155102,4,5,4,4,3,3,3,3,3
147,2,Bronx,014700,2014700,E,BX01,Claremont-Bathgate,3705,6985.219772,2741770.56029,36005014700,23,23,23,22,27,27,41,45,44
169,2,Bronx,016900,2016900,E,BX01,Claremont-Bathgate,3705,5261.391602,1000160.64898,36005016900,33,51,58,63,74,74,81,76,71
346,2,Bronx,034600,2034600,E,BX31,Allerton-Pelham Gardens,3704,7412.164206,3329783.10325,36005034600,19,22,21,28,33,38,45,48,38
350,2,Bronx,035000,2035000,I,BX31,Allerton-Pelham Gardens,3704,6357.086988,2066395.64504,36005035000,12,11,6,6,9,24,33,29,32
366,2,Bronx,036600,2036600,I,BX31,Allerton-Pelham Gardens,3704,5709.806382,1383919.52472,36005036600,11,12,9,10,11,15,25,23,23
295,2,Bronx,029500,2029500,I,BX29,Spuyten Duyvil-Kingsbridge,3701,9052.777354,2551495.39718,36005029500,0,0,2,2,2,2,2,1,1
775,4,Queens,077500,4077500,I,QN60,Kew Gardens,4111,7312.451269,2467850.8683,36081077500,8,8,9,10,10,9,16,17,18
98,4,Queens,009800,4009800,E,QN55,South Ozone Park,4113,6831.555296,1460890.42885,36081009800,1,5,8,7,4,6,8,9,6
110,4,Queens,011000,4011000,E,QN54,Richmond Hill,4111,6467.648608,1776467.74286,36081011000,12,15,16,13,12,11,16,18,16
884,4,Queens,088400,4088400,I,QN57,Lindenwood-Howard Beach,4113,51041.662645,17392460.8286,36081088400,4,2,2,1,3,3,4,3,2
489,3,Brooklyn,048900,3048900,E,BK78,Bushwick South,4002,4061.310776,985798.426863,36047048900,0,0,0,0,0,1,83,82,85
493,3,Brooklyn,049300,3049300,E,BK78,Bushwick South,4002,7120.608282,2454524.9183,36047049300,33,26,22,17,17,13,15,11,12
493.02,4,Queens,049302,4049302,I,QN30,Maspeth,4110,8665.233286,2701902.22632,36081049302,2,4,4,4,4,3,2,3,2
803.02,4,Queens,080302,4080302,I,QN62,Queensboro Hill,4103,14870.132878,5250736.09509,36081080302,1,1,1,1,1,2,2,2,2
82,1,Manhattan,008200,1008200,I,MN20,Murray Hill-Kips Bay,3808,5681.260798,1856719.40603,36061008200,0,0,0,0,2,2,4,4,2
219,5,Staten Island,021900,5021900,E,SI28,Port Richmond,3903,9205.547653,3734432.69261,36085021900,4,15,19,23,21,16,17,16,23
219,4,Queens,021900,4021900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,24535.156249,15827628.1172,36081021900,0,0,0,0,0,0,-1,-1,-1
187,2,Bronx,018700,2018700,I,BX63,West Concourse,3708,11252.948496,3147863.69523,36005018700,10,33,0,0,0,0,-1,-1,-1
189,2,Bronx,018900,2018900,E,BX26,Highbridge,3708,5696.769342,2143359.57852,36005018900,251,342,317,353,352,375,380,358,365
193,2,Bronx,019300,2019300,E,BX26,Highbridge,3708,7254.067846,1464166.06175,36005019300,123,159,113,120,108,137,156,156,152
57,3,Brooklyn,005700,3005700,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,10115.980492,3764787.82823,36047005700,9,12,12,14,14,18,18,18,83
85,3,Brooklyn,008500,3008500,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7950.931954,2624913.83199,36047008500,11,37,0,0,0,0,-1,-1,-1
193,1,Manhattan,019300,1019300,E,MN09,Morningside Heights,3802,5716.17853,1892231.87788,36061019300,166,425,414,440,411,425,409,395,390
195,1,Manhattan,019500,1019500,I,MN09,Morningside Heights,3802,4792.821082,1442979.36043,36061019500,18,14,12,12,10,10,11,14,11
56.02,3,Brooklyn,005602,3005602,I,BK31,Bay Ridge,4013,3701.815389,795292.748701,36047005602,5,4,2,3,4,6,8,7,7
144,2,Bronx,014400,2014400,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,8679.202219,3759936.98743,36005014400,25,43,33,41,49,65,63,51,48
132,2,Bronx,013200,2013200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,18906.387201,6703226.96143,36005013200,17,23,31,39,45,51,62,68,73
183,1,Manhattan,018300,1018300,I,MN12,Upper West Side,3806,5157.223738,1595088.30733,36061018300,53,59,63,71,69,64,61,64,69
355,3,Brooklyn,035500,3035500,E,BK63,Crown Heights South,4011,5844.441667,1485518.37156,36047035500,78,70,62,63,62,59,55,52,50
880,3,Brooklyn,088000,3088000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,7746.804761,1963161.73793,36047088000,10,17,13,15,13,15,17,18,21
231,2,Bronx,023100,2023100,E,BX41,Mount Hope,3707,4744.565621,1347872.58716,36005023100,80,72,88,86,87,97,89,66,61
375.01,2,Bronx,037501,2037501,E,BX01,Claremont-Bathgate,3705,6368.454182,2188545.04489,36005037501,40,36,34,43,47,83,69,86,83
421,2,Bronx,042100,2042100,E,BX43,Norwood,3706,8763.676156,2669986.57707,36005042100,295,393,346,360,376,391,443,435,413
419,2,Bronx,041900,2041900,E,BX43,Norwood,3706,8572.091747,3534581.07231,36005041900,217,210,219,241,241,247,363,369,356
425,2,Bronx,042500,2042500,E,BX43,Norwood,3706,8348.977212,3154915.37598,36005042500,173,208,223,244,257,270,335,339,342
301,1,Manhattan,030100,1030100,I,MN01,Marble Hill-Inwood,3801,10664.074598,3736352.19767,36061030100,0,0,0,0,0,0,-1,-1,-1
991,4,Queens,099100,4099100,I,QN49,Whitestone,4103,17471.852985,12052187.1352,36081099100,0,0,1,1,1,1,1,1,-1
997.02,4,Queens,099702,4099702,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,21915.01916,18327344.2512,36081099702,1,1,1,1,1,1,2,1,1
1333,4,Queens,133300,4133300,I,QN41,Fresh Meadows-Utopia,4106,12760.109352,7439227.37071,36081133300,1,1,1,1,2,2,2,2,2
1347,4,Queens,134700,4134700,I,QN41,Fresh Meadows-Utopia,4106,14353.959787,11915790.5344,36081134700,0,0,0,0,0,0,-1,1,1
1367,4,Queens,136700,4136700,I,QN42,Oakland Gardens,4104,12143.440252,8376876.53941,36081136700,1,0,0,0,0,0,1,1,-1
472,4,Queens,047200,4047200,I,QN06,Jamaica Estates-Holliswood,4106,10554.688927,5942532.75786,36081047200,1,2,1,2,0,1,3,2,2
404,4,Queens,040400,4040400,E,QN08,St. Albans,4112,9602.571178,5092779.24709,36081040400,27,19,16,14,15,16,19,17,15
410,4,Queens,041000,4041000,I,QN61,Jamaica,4112,19961.629099,7094384.62418,36081041000,5,7,8,7,6,5,7,16,15
620,4,Queens,062000,4062000,I,QN66,Laurelton,4105,6322.677462,2198277.64576,36081062000,2,1,1,1,2,4,5,4,4
624,4,Queens,062400,4062400,I,QN66,Laurelton,4105,11821.165429,6636204.74976,36081062400,2,0,1,1,1,1,1,1,1
376,4,Queens,037600,4037600,I,QN08,St. Albans,4112,16756.182781,8230896.95827,36081037600,14,19,15,17,18,23,39,39,38
391,3,Brooklyn,039100,3039100,E,BK78,Bushwick South,4002,6244.551039,1788447.79003,36047039100,22,17,42,41,36,42,44,60,63
423,3,Brooklyn,042300,3042300,E,BK78,Bushwick South,4002,5572.235016,1961468.13507,36047042300,34,43,43,47,61,71,79,79,76
171,4,Queens,017100,4017100,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,23186.486941,13382067.1092,36081017100,0,0,0,0,0,0,-1,-1,-1
116,1,Manhattan,011600,1011600,I,MN31,Lenox Hill-Roosevelt Island,3805,6419.735688,2108984.42202,36061011600,0,0,0,0,0,0,-1,-1,-1
83,4,Queens,008300,4008300,E,QN71,Old Astoria,4101,7048.157493,2059577.66031,36081008300,3,6,6,6,3,23,22,24,24
81,4,Queens,008100,4008100,E,QN71,Old Astoria,4101,5723.348223,1212136.89437,36081008100,1,2,2,2,1,1,1,1,1
49,2,Bronx,004900,2004900,E,BX39,Mott Haven-Port Morris,3710,8788.170432,1946678.866,36005004900,0,0,6,6,7,6,7,6,5
7,5,Staten Island,000700,5000700,E,SI22,West New Brighton-New Brighton-St. George,3903,9236.582737,3835529.87018,36085000700,26,40,40,36,43,46,52,56,34
601,4,Queens,060100,4060100,I,QN30,Maspeth,4110,6318.391479,1661594.12797,36081060100,1,1,1,2,1,5,6,5,8
603,4,Queens,060300,4060300,I,QN21,Middle Village,4110,6684.563945,1952653.16933,36081060300,1,4,4,4,2,3,3,3,2
27,1,Manhattan,002700,1002700,E,MN27,Chinatown,3809,3687.338021,638017.162666,36061002700,0,0,0,0,0,0,1,1,-1
151,1,Manhattan,015100,1015100,E,MN14,Lincoln Square,3806,12452.961019,4216659.65222,36061015100,5,6,4,30,36,42,37,33,31
315,1,Manhattan,031500,1031500,E,MN99,park-cemetery-etc-Manhattan,3806,35181.197072,11349972.782,36061031500,2,6,0,0,0,0,-1,-1,-1
288,4,Queens,028800,4028800,E,QN76,Baisley Park,4112,12947.860502,8797331.23778,36081028800,27,30,28,44,41,57,62,64,64
497,4,Queens,049700,4049700,I,QN30,Maspeth,4110,6138.603428,2127232.64949,36081049700,3,3,2,2,2,2,2,2,2
132,1,Manhattan,013200,1013200,I,MN31,Lenox Hill-Roosevelt Island,3805,5904.3004,2148206.09533,36061013200,0,0,0,0,0,1,-1,-1,1
124,1,Manhattan,012400,1012400,I,MN31,Lenox Hill-Roosevelt Island,3805,5752.90941,1847564.2635,36061012400,1,0,0,0,0,0,-1,-1,-1
238,1,Manhattan,023800,1023800,I,MN31,Lenox Hill-Roosevelt Island,3805,24192.378713,6430531.0023,36061023800,83,70,771,834,743,700,664,637,618
17,2,Bronx,001700,2001700,E,BX39,Mott Haven-Port Morris,3710,9468.96247,2774822.31378,36005001700,2,9,9,8,7,8,8,7,20
23,2,Bronx,002300,2002300,E,BX39,Mott Haven-Port Morris,3710,4717.342244,1126747.36856,36005002300,0,0,0,0,0,0,-1,-1,-1
142.01,4,Queens,014201,4014201,E,QN54,Richmond Hill,4111,6319.318908,2270918.79427,36081014201,35,27,25,28,34,39,41,35,38
142.02,4,Queens,014202,4014202,E,QN54,Richmond Hill,4111,12566.737064,6824505.41795,36081014202,23,16,11,10,9,11,13,11,13
452,4,Queens,045200,4045200,I,QN35,Briarwood-Jamaica Hills,4106,7407.630062,2316001.93752,36081045200,0,0,0,0,0,0,-1,-1,-1
454,4,Queens,045400,4045400,I,QN35,Briarwood-Jamaica Hills,4106,8530.545716,2513751.22957,36081045400,3,1,1,2,2,2,6,7,7
665,4,Queens,066500,4066500,I,QN21,Middle Village,4110,9054.678657,2982588.19242,36081066500,1,0,0,0,0,0,-1,1,1
669,4,Queens,066900,4066900,I,QN21,Middle Village,4110,6021.771356,1723437.42853,36081066900,0,0,0,0,0,0,-1,-1,-1
307,3,Brooklyn,030700,3030700,E,BK61,Crown Heights North,4006,7103.166158,2805795.31595,36047030700,25,44,49,53,66,79,88,69,61
347,3,Brooklyn,034700,3034700,E,BK61,Crown Heights North,4006,5032.967041,1505056.73892,36047034700,71,90,78,160,186,199,182,185,183
857,4,Queens,085700,4085700,E,QN22,Flushing,4103,5338.436243,1425026.35922,36081085700,12,8,8,6,6,4,5,6,3
205.01,4,Queens,020501,4020501,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,10889.522588,5704375.74249,36081020501,2,1,1,1,1,1,3,8,9
151,4,Queens,015100,4015100,E,QN70,Astoria,4101,4809.673845,1435760.8836,36081015100,2,2,1,1,1,1,1,2,2
163,4,Queens,016300,4016300,E,QN70,Astoria,4101,7775.017502,2328116.1887,36081016300,0,0,0,0,0,0,-1,-1,-1
1291.01,4,Queens,129101,4129101,I,QN42,Oakland Gardens,4104,17525.92702,12261266.558,36081129101,10,8,6,3,3,2,2,1,1
118,1,Manhattan,011800,1011800,I,MN31,Lenox Hill-Roosevelt Island,3805,5524.542307,1903276.08322,36061011800,1,1,1,1,1,1,1,1,1
126,1,Manhattan,012600,1012600,I,MN31,Lenox Hill-Roosevelt Island,3805,5627.420452,1976487.65265,36061012600,0,0,0,0,0,0,7,6,1
664,4,Queens,066400,4066400,I,QN05,Rosedale,4105,45997.062827,29590037.3029,36081066400,16,20,22,22,28,36,40,39,47
1479,4,Queens,147900,4147900,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,15085.984749,9172314.80498,36081147900,1,1,1,0,0,0,-1,-1,-1
1507.02,4,Queens,150702,4150702,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,12961.816755,8746924.308,36081150702,0,0,0,0,0,0,-1,-1,-1
1529.01,4,Queens,152901,4152901,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,16681.707285,14490456.9282,36081152901,0,0,0,0,0,0,1,1,1
156.02,5,Staten Island,015602,5015602,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,13472.350196,9487737.71114,36085015602,1,1,1,1,1,2,2,1,1
170.06,5,Staten Island,017006,5017006,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,19473.066922,18548144.9612,36085017006,4,3,4,2,3,4,5,7,9
146.04,5,Staten Island,014604,5014604,I,SI54,Great Kills,3901,14879.465816,12147647.713,36085014604,5,4,5,5,4,6,5,4,4
156.01,5,Staten Island,015601,5015601,I,SI54,Great Kills,3901,15808.386393,15400571.3119,36085015601,4,2,2,2,2,5,5,6,8
435,2,Bronx,043500,2043500,I,BX99,park-cemetery-etc-Bronx,3702,46130.789758,72847061.9178,36005043500,2,2,1,3,3,3,3,3,5
397,2,Bronx,039700,2039700,E,BX06,Belmont,3705,11320.211083,5379918.27059,36005039700,82,79,62,57,62,64,79,424,156
399.01,2,Bronx,039901,2039901,E,BX05,Bedford Park-Fordham North,3706,5352.336357,1637824.6542,36005039901,323,417,376,407,420,440,457,421,408
334,2,Bronx,033400,2033400,E,BX99,park-cemetery-etc-Bronx,3705,33142.124659,33857251.4038,36005033400,1,0,0,0,0,0,-1,-1,-1
336,2,Bronx,033600,2033600,E,BX07,Bronxdale,3704,6220.860227,1985171.96542,36005033600,139,171,169,159,170,191,209,212,211
107,4,Queens,010700,4010700,E,QN72,Steinway,4101,33653.55603,21289310.6436,36081010700,1,1,1,1,1,1,1,4,4
135,4,Queens,013500,4013500,I,QN72,Steinway,4101,5739.010555,1461831.77213,36081013500,0,0,0,0,0,0,-1,-1,-1
427,4,Queens,042700,4042700,E,QN25,Corona,4107,6817.942841,1838967.58517,36081042700,26,15,13,13,17,20,20,20,18
366,4,Queens,036600,4036600,I,QN08,St. Albans,4112,11239.969664,3983781.67175,36081036600,7,13,16,15,14,17,15,18,16
76,1,Manhattan,007600,1007600,I,MN17,Midtown-Midtown South,3807,5717.633212,1873514.92606,36061007600,0,2,3,8,7,7,6,6,5
502,2,Bronx,050200,2050200,I,BX03,Eastchester-Edenwald-Baychester,3702,20339.411916,5505888.04252,36005050200,1,2,3,3,5,4,10,11,7
504,2,Bronx,050400,2050400,I,BX99,park-cemetery-etc-Bronx,3703,86856.402516,79028928.4817,36005050400,0,0,0,0,0,0,-1,-1,-1
1227.01,4,Queens,122701,4122701,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,15131.467343,7985424.73126,36081122701,2,4,3,3,4,7,7,7,6
1227.02,4,Queens,122702,4122702,E,QN38,Pomonok-Flushing Heights-Hillcrest,4106,10895.03679,4650555.95271,36081122702,2,5,5,5,3,3,5,3,4
170.10,5,Staten Island,017010,5017010,I,SI48,Arden Heights,3901,14974.634474,11956615.7325,36085017010,1,3,2,3,3,4,3,2,2
1032.02,4,Queens,103202,4103202,E,QN15,Far Rockaway-Bayswater,4114,11703.308733,7675665.304,36081103202,100,91,82,85,76,66,69,64,65
260,4,Queens,026000,4026000,E,QN01,South Jamaica,4112,7810.545093,1920918.62087,36081026000,11,23,19,24,27,56,73,85,79
262,4,Queens,026200,4026200,I,QN01,South Jamaica,4112,6196.437494,1540114.87573,36081026200,8,18,19,20,22,26,29,27,29
187,4,Queens,018700,4018700,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,8846.803223,2597091.16654,36081018700,1,0,0,0,2,2,1,1,1
656,4,Queens,065600,4065600,I,QN05,Rosedale,4105,17228.760231,6351162.49492,36081065600,13,10,9,12,17,23,44,60,60
386,3,Brooklyn,038600,3038600,E,BK26,Gravesend,4018,7289.706756,2704025.33954,36047038600,16,14,11,12,15,20,16,12,29
398,3,Brooklyn,039800,3039800,E,BK26,Gravesend,4018,7062.936825,2184133.6613,36047039800,4,3,4,3,4,4,50,6,6
23,3,Brooklyn,002300,3002300,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,6287.882009,1961451.54046,36047002300,0,0,0,0,0,0,-1,-1,-1
355,4,Queens,035500,4035500,E,QN27,East Elmhurst,4102,9661.080551,4335041.93662,36081035500,2,6,6,7,8,10,10,9,9
369,4,Queens,036900,4036900,I,QN27,East Elmhurst,4102,5616.408294,1482160.68827,36081036900,2,2,3,3,3,4,4,3,3
37,4,Queens,003700,4003700,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,18339.887011,4518151.64873,36081003700,0,0,0,0,0,0,-1,-1,-1
87,4,Queens,008700,4008700,E,QN71,Old Astoria,4101,7029.582187,2714989.94528,36081008700,103,81,88,78,80,84,87,81,71
59,5,Staten Island,005900,5005900,I,SI35,New Brighton-Silver Lake,3903,18391.766191,14938623.5106,36085005900,1,1,1,2,1,1,1,1,1
65,5,Staten Island,006500,5006500,I,SI35,New Brighton-Silver Lake,3903,10551.68697,3634739.08946,36085006500,1,1,2,2,2,3,4,5,5
220.02,4,Queens,022002,4022002,I,QN35,Briarwood-Jamaica Hills,4106,10628.271712,3435778.93017,36081022002,12,23,24,23,28,37,44,43,40
155,2,Bronx,015500,2015500,E,BX75,Crotona Park East,3705,5829.265436,1229990.18465,36005015500,86,83,155,137,129,126,129,117,111
161,2,Bronx,016100,2016100,E,BX75,Crotona Park East,3705,6579.434061,2592323.35348,36005016100,58,81,77,78,75,67,76,75,71
20,2,Bronx,002000,2002000,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,8332.250521,4270706.7064,36005002000,51,74,65,74,82,95,116,119,110
24,2,Bronx,002400,2002400,I,BX99,park-cemetery-etc-Bronx,3709,17969.488422,7679184.4159,36005002400,0,0,0,0,0,0,-1,-1,-1
837,4,Queens,083700,4083700,I,QN62,Queensboro Hill,4103,13628.387094,8144238.3252,36081083700,1,1,1,2,2,2,2,2,1
845,4,Queens,084500,4084500,E,QN22,Flushing,4103,6853.364468,2034223.6582,36081084500,44,52,62,63,88,102,119,109,105
859,4,Queens,085900,4085900,E,QN22,Flushing,4103,6082.739655,1570941.06246,36081085900,10,7,8,8,8,7,4,2,2
50,1,Manhattan,005000,1005000,I,MN21,Gramercy,3808,5473.388094,1794115.33507,36061005000,1,1,1,0,1,1,-1,1,-1
52,1,Manhattan,005200,1005200,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5790.388001,1815428.84809,36061005200,0,0,0,0,0,0,-1,-1,-1
256,2,Bronx,025600,2025600,E,BX37,Van Nest-Morris Park-Westchester Square,3704,7096.24174,2037862.62641,36005025600,10,14,13,17,26,39,38,37,35
189,3,Brooklyn,018900,3018900,E,BK99,park-cemetery-etc-Brooklyn,4004,4798.999324,1067609.116,36047018900,0,0,0,0,0,0,-1,-1,2
191,3,Brooklyn,019100,3019100,E,BK69,Clinton Hill,4004,7816.215362,2721477.5903,36047019100,13,12,11,9,6,7,22,16,7
539,3,Brooklyn,053900,3053900,E,BK72,Williamsburg,4001,4911.418002,1169864.91085,36047053900,223,416,395,464,473,485,496,489,417
197,2,Bronx,019700,2019700,E,BX63,West Concourse,3708,5407.39763,1597102.84677,36005019700,147,121,136,148,148,148,150,142,135
219,2,Bronx,021900,2021900,E,BX26,Highbridge,3708,6811.455443,1541640.9988,36005021900,220,113,89,97,96,101,357,96,94
15,2,Bronx,001500,2001500,E,BX39,Mott Haven-Port Morris,3710,4518.873435,857389.719546,36005001500,4,0,0,0,0,0,-1,-1,-1
81,2,Bronx,008100,2008100,I,BX27,Hunts Point,3710,46656.445454,17162804.6872,36005008100,5,0,0,0,0,0,-1,-1,-1
136,1,Manhattan,013600,1013600,I,MN32,Yorkville,3805,6238.23315,2358508.17349,36061013600,2,3,3,4,10,16,9,10,3
138,1,Manhattan,013800,1013800,I,MN32,Yorkville,3805,5600.531157,1959555.51015,36061013800,1,2,2,3,3,3,9,11,10
213,3,Brooklyn,021300,3021300,E,BK63,Crown Heights South,4011,7277.707636,1989394.75531,36047021300,148,121,103,101,92,102,105,110,281
325,3,Brooklyn,032500,3032500,E,BK63,Crown Heights South,4011,6293.893772,1812075.15867,36047032500,194,171,155,155,131,136,130,133,128
205,2,Bronx,020500,2020500,E,BX36,University Heights-Morris Heights,3707,8302.432098,2707756.87893,36005020500,271,307,266,418,434,460,490,474,397
53.02,2,Bronx,005302,2005302,E,BX36,University Heights-Morris Heights,3707,11910.413255,2593977.11958,36005005302,384,423,394,370,350,353,364,337,317
247,2,Bronx,024700,2024700,E,BX36,University Heights-Morris Heights,3707,4628.822269,595923.751244,36005024700,64,47,47,49,49,56,60,59,60
215.01,2,Bronx,021501,2021501,E,BX36,University Heights-Morris Heights,3707,5029.199469,986700.716536,36005021501,83,79,80,88,89,91,94,135,193
215.02,2,Bronx,021502,2021502,E,BX36,University Heights-Morris Heights,3707,6182.104816,1693841.37587,36005021502,270,335,329,358,348,380,413,415,408
552,4,Queens,055200,4055200,I,QN34,Queens Village,4105,11809.714877,5122224.02326,36081055200,3,2,1,2,2,2,5,6,7
1301,4,Queens,130100,4130100,I,QN43,Bellerose,4105,11686.989527,7805234.14432,36081130100,0,0,0,0,0,0,-1,-1,-1
179,4,Queens,017900,4017900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,9970.734704,5099924.05782,36081017900,1,1,1,2,3,3,4,4,4
181,4,Queens,018100,4018100,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,6068.34904,2074168.95678,36081018100,8,4,5,4,4,4,4,2,3
183,4,Queens,018300,4018300,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7452.571622,2314483.61196,36081018300,18,9,9,9,9,9,6,5,4
340,3,Brooklyn,034000,3034000,E,BK21,Seagate-Coney Island,4018,7163.826476,1414475.91102,36047034000,0,0,0,0,0,0,-1,-1,-1
352,3,Brooklyn,035200,3035200,E,BK21,Seagate-Coney Island,4018,33119.037413,10704138.6712,36047035200,0,3,1,11,11,7,8,6,7
