tract,year,nycha,hud,totPopulation,totPopUnder5,totPerPopUnder5,totWhite,totPerWhite,totBlack,totPerBlack,totAsian,totPerAsian,totHispanic,totPerHispanic,totHouseholds,totFamilies,totPoverty,totPerPoverty,totFamiliesPoverty,totPerFamiliesPoverty,totYiddish,totPerYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopOver5,totPerBlackHispanic,sec8Households,sec8Population,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8PerHHWhite,sec8PerPop,sec8PerHH,sec8PerVouchers,boro,neighborhood
36047025700,2000,N,N,2026,180.31400000000002,0.08900000000000001,427,0.21100000000000002,707,0.349,66,0.033,1204,0.594,592,455,386,0.185,98,0.20199999999999999,0,0,1599,0.7889999999999999,1911,1845.686,0.9432379072063178,36,100,0.94,0.56,0,0.39,0.06000000000000005,0.049358341559723594,0.060810810810810814,0.0004634994206257242,Brooklyn,Bedford
36047025800,2000,N,N,4329,216.45000000000002,0.05,3100,0.716,17,0.004,941,0.217,406,0.094,1611,1149,897,0.20800000000000002,247,0.214,34,0.008,1229,0.28400000000000003,423,4112.55,0.09771309771309772,37,100,0.08,0,0,0.08,0.92,0.0231000231000231,0.022967101179391682,0.00047637440453199433,Brooklyn,Bensonhurst West
36047025901,2000,N,N,1887,196.24800000000002,0.10400000000000001,320,0.17,900,0.47700000000000004,10,0.005,985,0.522,513,390,862,0.455,177,0.43,28,0.016,1567,0.83,1885,1690.752,0.9989401165871754,43,100,0.98,0.74,0,0.23,0.020000000000000018,0.052994170641229466,0.08382066276803118,0.000553624307969615,Brooklyn,Bedford
36047025902,2000,N,N,3595,298.385,0.083,442,0.12300000000000001,2260,0.629,15,0.004,1407,0.391,1029,811,1883,0.5429999999999999,369,0.48,0,0,3153,0.877,3667,3296.615,1.020027816411683,0,1,0.01,0.01,0.01,0.01,0.99,0.0002781641168289291,0,0,Brooklyn,Bedford
36047026000,2000,N,N,3463,228.55800000000002,0.066,2128,0.614,5,0.001,1105,0.319,184,0.053,1223,902,707,0.204,183,0.204,0,0,1335,0.386,189,3234.442,0.05457695639618828,10,1,0.01,0.01,0.01,0.01,0.99,0.00028876696505919725,0.008176614881439084,0.00012874983906270118,Brooklyn,Bensonhurst West
36047026100,2000,N,N,4445,466.72499999999997,0.105,345,0.078,3055,0.687,5,0.001,1443,0.325,1528,1073,1972,0.445,445,0.415,0,0,4100,0.922,4498,3978.275,1.0119235095613048,164,500,0.97,0.74,0,0.23,0.030000000000000027,0.1124859392575928,0.10732984293193717,0.0021114973606282993,Brooklyn,Bedford
36047026200,2000,N,N,2364,130.02,0.055,1469,0.621,3,0.001,731,0.309,213,0.09,823,591,443,0.184,108,0.175,10,0.004,895,0.379,216,2233.98,0.09137055837563451,7,1,0.01,0.01,0.01,0.01,0.99,0.00042301184433164127,0.00850546780072904,0.00009012488734389082,Brooklyn,Bensonhurst West
36047026300,2000,N,N,1877,172.684,0.092,62,0.033,1670,0.89,5,0.003,221,0.11800000000000001,683,449,610,0.33799999999999997,139,0.32799999999999996,0,0,1815,0.967,1891,1704.316,1.0074587107085775,19,100,0.95,0.89,0,0.05,0.050000000000000044,0.05327650506126798,0.027818448023426062,0.00024462469421913225,Brooklyn,Bedford
36047026400,2000,N,N,4440,248.64,0.055999999999999994,2894,0.652,10,0.002,1117,0.252,543,0.122,1625,1116,934,0.21,236,0.215,0,0,1546,0.348,553,4191.36,0.12454954954954955,18,0,0.33,0,0,0.33,0,0,0.011076923076923076,0.0002317497103128621,Brooklyn,Bensonhurst West
36047026500,2000,N,N,3717,356.832,0.096,47,0.013000000000000001,3366,0.9059999999999999,9,0.002,301,0.081,1233,856,1247,0.33799999999999997,269,0.308,0,0,3670,0.987,3667,3360.168,0.9865482916330374,60,200,0.98,0.85,0,0.13,0.020000000000000018,0.053806833467850416,0.04866180048661801,0.000772499034376207,Brooklyn,Bedford
36047026600,2000,N,N,3399,207.339,0.061,2308,0.679,10,0.003,827,0.243,320,0.094,1224,908,247,0.073,62,0.067,0,0,1091,0.32099999999999995,330,3191.661,0.0970873786407767,24,0,0.17,0,0,0.17,0,0,0.0196078431372549,0.0003089996137504828,Brooklyn,Bensonhurst West
36047026700,2000,N,N,4151,249.06,0.06,29,0.006999999999999999,3924,0.945,39,0.009000000000000001,169,0.040999999999999995,1672,893,1100,0.275,208,0.235,0,0,4122,0.993,4093,3901.94,0.9860274632618646,41,100,1,1,0,0,0,0.02409058058299205,0.02452153110047847,0.0005278743401570748,Brooklyn,Bedford
36047026800,2000,N,N,4017,216.91800000000003,0.054000000000000006,3251,0.809,13,0.003,547,0.136,315,0.078,1496,1077,748,0.184,212,0.187,18,0.005,766,0.19099999999999995,328,3800.082,0.08165297485685835,27,0,0.15,0,0.07,0.07,0,0,0.01804812834224599,0.0003476245654692932,Brooklyn,Bensonhurst West
36047026900,2000,N,N,2809,219.102,0.078,53,0.019,2510,0.894,63,0.022000000000000002,108,0.038,1133,669,730,0.266,170,0.26899999999999996,0,0,2756,0.981,2618,2589.898,0.932004271982912,36,100,1,0.89,0,0.08,0,0.0355998576005696,0.03177405119152692,0.0004634994206257242,Brooklyn,Bedford
36047027000,2000,N,N,2337,123.86099999999999,0.053,1959,0.838,4,0.002,280,0.12,87,0.037000000000000005,888,617,393,0.166,88,0.142,174,0.078,378,0.16200000000000003,91,2213.139,0.03893881044073599,34,100,0.03,0,0,0.03,0.97,0.04278990158322636,0.038288288288288286,0.000437749452813184,Brooklyn,Bensonhurst West
36047027101,2000,N,N,1728,110.592,0.064,39,0.023,1562,0.904,38,0.022000000000000002,98,0.057,606,376,438,0.28300000000000003,91,0.271,0,0,1689,0.977,1660,1617.408,0.9606481481481481,37,100,1,0.86,0,0.14,0,0.05787037037037037,0.06105610561056106,0.00047637440453199433,Brooklyn,Crown Heights North
36047027102,2000,N,N,1082,61.674,0.057,6,0.006,1019,0.9420000000000001,0,0,85,0.079,371,271,341,0.311,89,0.348,0,0,1076,0.994,1104,1020.326,1.0203327171903882,48,100,1,0.94,0,0.06,0,0.09242144177449169,0.1293800539083558,0.0006179992275009656,Brooklyn,Crown Heights North
36047027200,2000,N,N,3449,231.08300000000003,0.067,2473,0.7170000000000001,5,0.001,732,0.212,248,0.07200000000000001,1193,897,860,0.251,192,0.198,46,0.013999999999999999,976,0.2829999999999999,253,3217.917,0.07335459553493766,90,200,0.09,0,0,0.09,0.91,0.05798782255726297,0.07544006705783739,0.0011587485515643105,Brooklyn,Bensonhurst West
36047027300,2000,N,N,3061,223.45299999999997,0.073,38,0.012,2847,0.93,12,0.004,167,0.055,1192,742,933,0.301,165,0.23,0,0,3023,0.988,3014,2837.547,0.9846455406729827,22,100,1,0.91,0,0.09,0,0.03266906239790918,0.018456375838926176,0.0002832496459379426,Brooklyn,Stuyvesant Heights
36047027400,2000,N,N,2885,152.905,0.053,2150,0.745,6,0.002,601,0.20800000000000002,129,0.045,1036,761,639,0.226,169,0.218,0,0,735,0.255,135,2732.095,0.04679376083188908,14,0,0.07,0,0,0.07,0,0,0.013513513513513514,0.00018024977468778164,Brooklyn,Bensonhurst West
36047027500,2000,N,N,4171,312.825,0.075,61,0.015,3822,0.9159999999999999,64,0.015,185,0.044000000000000004,1499,899,1433,0.349,273,0.301,0,0,4110,0.985,4007,3858.175,0.9606808918724526,65,200,1,0.94,0.02,0.05,0,0.04795013186286262,0.04336224149432955,0.0008368739539075576,Brooklyn,Stuyvesant Heights
36047027600,2000,N,N,3331,196.52900000000002,0.059000000000000004,2332,0.7,25,0.008,734,0.22,352,0.106,1219,871,906,0.272,209,0.233,0,0,999,0.30000000000000004,377,3134.471,0.11317922545782047,28,0,0.18,0,0.07,0.11,0,0,0.022969647251845776,0.0003604995493755633,Brooklyn,Bensonhurst West
36047027700,2000,N,N,4001,388.097,0.09699999999999999,78,0.019,3685,0.9209999999999999,36,0.009000000000000001,265,0.066,1411,946,1599,0.387,339,0.353,0,0,3923,0.981,3950,3612.9030000000002,0.9872531867033242,57,200,0.98,0.86,0,0.12,0.020000000000000018,0.04998750312421894,0.040396881644223954,0.0007338740826573967,Brooklyn,Stuyvesant Heights
36047027800,2000,N,N,2758,157.20600000000002,0.057,2072,0.7509999999999999,20,0.006999999999999999,408,0.14800000000000002,225,0.08199999999999999,1149,758,558,0.213,148,0.196,12,0.005,686,0.2490000000000001,245,2600.794,0.08883248730964467,25,0,0.08,0.04,0,0.04,0,0,0.02175805047867711,0.0003218745976567529,Brooklyn,Bensonhurst West
36047027900,2000,N,N,3791,303.28000000000003,0.08,31,0.008,3508,0.925,31,0.008,237,0.063,1416,917,1436,0.381,341,0.359,0,0,3760,0.992,3745,3487.72,0.9878659984173042,68,200,0.99,0.9,0,0.09,0.010000000000000009,0.05275652862041678,0.0480225988700565,0.000875498905626368,Brooklyn,Stuyvesant Heights
36047028000,2000,N,N,1685,82.565,0.049,1089,0.6459999999999999,29,0.017,446,0.265,123,0.073,657,442,322,0.2,64,0.162,9,0.006,596,0.3540000000000001,152,1602.435,0.09020771513353115,6,1,0.01,0.01,0.01,0.01,0.99,0.0005934718100890207,0.0091324200913242,0.0000772499034376207,Brooklyn,Bath Beach
36047028100,2000,N,N,3579,354.321,0.099,305,0.085,2394,0.669,10,0.003,1259,0.35200000000000004,1123,836,2058,0.581,483,0.546,0,0,3274,0.915,3653,3224.679,1.0206761665269628,82,300,1,0.78,0,0.22,0,0.08382229673093043,0.0730186999109528,0.0010557486803141496,Brooklyn,Stuyvesant Heights
36047028200,2000,N,N,2890,156.06000000000003,0.054000000000000006,2102,0.727,13,0.004,670,0.23199999999999998,180,0.062,1230,790,552,0.191,127,0.163,6,0.002,788,0.273,193,2733.94,0.06678200692041522,2,1,0.01,0.01,0.01,0.01,0.99,0.00034602076124567473,0.0016260162601626016,0.000025749967812540233,Brooklyn,Bath Beach
36047028300,2000,N,N,3624,329.784,0.091,374,0.10300000000000001,2294,0.633,22,0.006,1335,0.368,1214,865,1936,0.5429999999999999,463,0.531,0,0,3250,0.897,3629,3294.216,1.0013796909492274,83,300,0.98,0.61,0.01,0.35,0.020000000000000018,0.08278145695364239,0.06836902800658978,0.0010686236642204197,Brooklyn,Stuyvesant Heights
36047028400,2000,N,N,3826,214.25599999999997,0.055999999999999994,2729,0.713,15,0.004,658,0.172,484,0.127,1407,970,799,0.207,209,0.201,0,0,1097,0.28700000000000003,499,3611.744,0.13042341871406168,58,100,0.14,0.07,0,0.07,0.86,0.026136957658128592,0.0412224591329069,0.0007467490665636668,Brooklyn,Bensonhurst West
36047028501,2000,N,N,1422,102.38400000000001,0.07200000000000001,249,0.175,493,0.34700000000000003,14,0.01,873,0.614,88,72,142,0.371,31,0.33299999999999996,0,0,1173,0.825,1366,1319.616,0.960618846694796,1,1,0.01,0.01,0.01,0.01,0.99,0.0007032348804500703,0.011363636363636364,0.000012874983906270117,Brooklyn,Bushwick South
36047028502,2000,N,N,2921,213.23299999999998,0.073,399,0.13699999999999998,1757,0.602,1,0,1241,0.425,1083,754,1519,0.5379999999999999,324,0.486,0,0,2522,0.863,2998,2707.767,1.0263608353303664,0,1,0.01,0.01,0.01,0.01,0.99,0.00034234851078397807,0,0,Brooklyn,Stuyvesant Heights
36047028600,2000,N,N,4984,254.184,0.051,3657,0.7340000000000001,103,0.021,836,0.168,389,0.078,2054,1352,1523,0.306,332,0.244,52,0.011000000000000001,1327,0.2659999999999999,492,4729.816,0.09871589085072231,145,200,0.15,0.03,0.02,0.1,0.85,0.04012841091492777,0.07059396299902629,0.0018668726664091669,Brooklyn,Bath Beach
36047028700,2000,N,N,2755,198.36,0.07200000000000001,302,0.11,1503,0.546,200,0.073,960,0.348,876,616,1359,0.488,290,0.485,0,0,2453,0.89,2463,2556.64,0.894010889292196,16,100,1,0.81,0,0.19,0,0.036297640653357534,0.0182648401826484,0.00020599974250032186,Brooklyn,Stuyvesant Heights
36047028800,2000,N,N,3503,210.17999999999998,0.06,2329,0.665,11,0.003,990,0.28300000000000003,475,0.136,1195,869,643,0.185,134,0.155,38,0.011000000000000001,1174,0.33499999999999996,486,3292.82,0.13873822437910363,43,100,0.07,0,0.02,0.02,0.9299999999999999,0.028546959748786755,0.03598326359832636,0.000553624307969615,Brooklyn,Bensonhurst West
36047028900,2000,N,N,3432,322.608,0.094,297,0.087,2390,0.696,47,0.013999999999999999,1014,0.295,1166,784,1212,0.364,270,0.33299999999999996,8,0.003,3135,0.913,3404,3109.392,0.9918414918414918,40,100,0.95,0.68,0,0.28,0.050000000000000044,0.029137529137529136,0.03430531732418525,0.0005149993562508047,Brooklyn,Stuyvesant Heights
36047029000,2000,N,N,3802,228.12,0.06,2867,0.754,19,0.005,594,0.156,365,0.096,1519,994,949,0.25,187,0.191,123,0.035,935,0.246,384,3573.88,0.10099947396107312,86,300,0.09,0.02,0.01,0.06,0.91,0.07890583903208838,0.05661619486504279,0.00110724861593923,Brooklyn,Bensonhurst West
36047029100,2000,N,N,2777,222.16,0.08,32,0.012,2544,0.9159999999999999,11,0.004,231,0.083,991,664,838,0.298,186,0.257,0,0,2745,0.988,2775,2554.84,0.9992797983435362,54,200,0.98,0.78,0,0.2,0.020000000000000018,0.07202016564638099,0.054490413723511606,0.0006952491309385864,Brooklyn,Stuyvesant Heights
36047029200,2000,N,N,2442,144.078,0.059000000000000004,1774,0.726,25,0.01,452,0.185,311,0.127,909,621,623,0.267,120,0.20800000000000002,12,0.005,668,0.274,336,2297.922,0.1375921375921376,50,100,0.06,0.02,0,0.04,0.94,0.04095004095004095,0.05500550055005501,0.0006437491953135058,Brooklyn,Bath Beach
36047029300,2000,N,N,3277,229.39000000000001,0.07,69,0.021,2937,0.8959999999999999,32,0.01,307,0.094,1263,813,1030,0.313,235,0.295,0,0,3208,0.979,3244,3047.61,0.9899298138541349,30,100,1,0.93,0,0.07,0,0.030515715593530668,0.023752969121140142,0.0003862495171881035,Brooklyn,Stuyvesant Heights
36047029400,2000,N,N,2351,115.199,0.049,1610,0.685,47,0.02,528,0.225,193,0.08199999999999999,606,412,274,0.17300000000000001,60,0.151,84,0.039,741,0.31499999999999995,240,2235.801,0.10208421948107188,3,1,0.01,0.01,0.01,0.01,0.99,0.0004253509145044662,0.0049504950495049506,0.00003862495171881035,Brooklyn,Bensonhurst West
36047029500,2000,N,N,3745,295.855,0.079,18,0.005,3525,0.941,36,0.01,129,0.034,1476,866,985,0.258,176,0.19699999999999998,0,0,3727,0.995,3654,3449.145,0.9757009345794393,50,200,0.94,0.92,0,0.02,0.06000000000000005,0.0534045393858478,0.03387533875338753,0.0006437491953135058,Brooklyn,Stuyvesant Heights
36047029600,2000,N,N,5343,320.58,0.06,4145,0.7759999999999999,22,0.004,857,0.16,594,0.111,2047,1378,969,0.184,231,0.165,131,0.026000000000000002,1198,0.2240000000000001,616,5022.42,0.11529103499906419,62,100,0.1,0,0.03,0.06,0.9,0.018716077110237695,0.030288226673180263,0.0007982490021887472,Brooklyn,Bensonhurst West
36047029700,2000,N,N,3349,197.591,0.059000000000000004,56,0.017,3157,0.943,33,0.01,127,0.038,1337,807,867,0.266,182,0.23399999999999999,0,0,3293,0.983,3284,3151.409,0.9805912212600776,80,200,1,0.95,0,0.05,0,0.059719319199761124,0.05983545250560957,0.0010299987125016094,Brooklyn,Crown Heights North
36047029800,2000,N,N,3355,221.43,0.066,2518,0.7509999999999999,10,0.003,555,0.165,365,0.109,1276,893,590,0.172,117,0.127,7,0.002,837,0.2490000000000001,375,3133.57,0.11177347242921014,25,0,0.04,0,0,0.04,0,0,0.019592476489028215,0.0003218745976567529,Brooklyn,Bensonhurst East
36047029900,2000,N,N,1657,119.30400000000002,0.07200000000000001,75,0.045,1386,0.836,10,0.006,224,0.135,438,333,419,0.303,97,0.293,0,0,1582,0.955,1610,1537.696,0.971635485817743,37,100,0.97,0.86,0,0.11,0.030000000000000027,0.060350030175015085,0.08447488584474885,0.00047637440453199433,Brooklyn,Crown Heights North
36047030000,2000,N,N,3576,182.37599999999998,0.051,2195,0.614,8,0.002,1188,0.332,247,0.069,1304,943,541,0.149,104,0.11199999999999999,22,0.006,1381,0.386,255,3393.624,0.07130872483221476,8,1,0.01,0.01,0.01,0.01,0.99,0.0002796420581655481,0.006134969325153374,0.00010299987125016093,Brooklyn,Bensonhurst East
36047030100,2000,N,N,2650,238.5,0.09,84,0.032,2312,0.872,1,0,349,0.132,930,664,694,0.267,139,0.23800000000000002,0,0,2566,0.968,2661,2411.5,1.0041509433962263,69,200,1,0.87,0,0.13,0,0.07547169811320754,0.07419354838709677,0.0008883738895326381,Brooklyn,Ocean Hill
36047030200,2000,N,N,3711,192.972,0.052000000000000005,2458,0.662,16,0.004,1121,0.302,161,0.043,1431,1011,599,0.16,153,0.141,19,0.005,1253,0.33799999999999997,177,3518.028,0.047696038803556995,3,1,0.01,0.01,0.01,0.01,0.99,0.00026946914578280785,0.0020964360587002098,0.00003862495171881035,Brooklyn,Bensonhurst East
36047030300,2000,N,N,3409,354.53600000000006,0.10400000000000001,48,0.013999999999999999,3070,0.9009999999999999,19,0.006,339,0.099,1160,800,1535,0.46299999999999997,331,0.40299999999999997,62,0.021,3361,0.986,3409,3054.464,1,113,300,0.99,0.93,0,0.06,0.010000000000000009,0.08800234672924612,0.09741379310344828,0.0014548731814085232,Brooklyn,Ocean Hill
36047030400,2000,N,N,3966,214.16400000000002,0.054000000000000006,2696,0.68,45,0.011000000000000001,1038,0.262,286,0.07200000000000001,1591,1041,861,0.217,173,0.16,17,0.005,1270,0.31999999999999995,331,3751.836,0.08345940494200706,62,100,0.18,0.02,0.02,0.15,0.8200000000000001,0.025214321734745335,0.03896920175989944,0.0007982490021887472,Brooklyn,Bensonhurst East
36047030600,2000,N,N,1918,105.49,0.055,1341,0.6990000000000001,22,0.011000000000000001,465,0.242,114,0.059000000000000004,690,507,394,0.20800000000000002,94,0.18899999999999997,0,0,577,0.30099999999999993,136,1812.51,0.07090719499478623,1,1,0.01,0.01,0.01,0.01,0.99,0.0005213764337851929,0.0014492753623188406,0.000012874983906270117,Brooklyn,Gravesend
36047030700,2000,N,N,3734,302.454,0.081,106,0.027999999999999997,3404,0.912,4,0.001,395,0.106,1660,883,2127,0.544,537,0.544,0,0,3628,0.972,3799,3431.546,1.0174076057846813,25,100,1,0.76,0,0.24,0,0.02678093197643278,0.015060240963855422,0.0003218745976567529,Brooklyn,Crown Heights North
36047030800,2000,N,N,1691,72.713,0.043,1298,0.768,4,0.002,303,0.179,142,0.084,697,488,228,0.136,40,0.08,23,0.015,393,0.23199999999999998,146,1618.287,0.08633944411590774,3,1,0.01,0.01,0.01,0.01,0.99,0.0005913660555884093,0.00430416068866571,0.00003862495171881035,Brooklyn,Gravesend
36047030900,2000,N,N,1593,106.73100000000001,0.067,118,0.07400000000000001,1378,0.865,2,0.001,267,0.168,507,358,566,0.406,88,0.318,0,0,1475,0.9259999999999999,1645,1486.269,1.0326428123038291,11,0,1,0.82,0,0.18,0,0,0.021696252465483234,0.0001416248229689713,Brooklyn,Crown Heights North
36047031100,2000,N,N,2650,209.35,0.079,31,0.012,2437,0.92,14,0.005,121,0.046,990,611,827,0.311,166,0.282,0,0,2619,0.988,2558,2440.65,0.9652830188679246,61,200,0.98,0.89,0,0.1,0.020000000000000018,0.07547169811320754,0.06161616161616162,0.0007853740182824771,Brooklyn,Crown Heights North
36047031300,2000,N,N,4782,296.484,0.062,72,0.015,4387,0.917,45,0.009000000000000001,276,0.057999999999999996,2125,1083,1376,0.289,269,0.252,0,0,4710,0.985,4663,4485.516,0.9751150146382267,95,200,0.98,0.93,0,0.05,0.020000000000000018,0.04182350480970305,0.04470588235294118,0.0012231234710956612,Brooklyn,Crown Heights North
36047031400,2000,N,N,4501,193.54299999999998,0.043,3552,0.789,31,0.006999999999999999,716,0.159,263,0.057999999999999996,1948,1201,627,0.139,145,0.121,10,0.002,949,0.21099999999999997,294,4307.457,0.06531881804043546,3,1,0.01,0.01,0.01,0.01,0.99,0.00022217285047767163,0.001540041067761807,0.00003862495171881035,Brooklyn,Gravesend
36047031500,2000,N,N,5371,386.71200000000005,0.07200000000000001,74,0.013999999999999999,4924,0.917,48,0.009000000000000001,345,0.064,2289,1288,1373,0.257,319,0.24600000000000002,0,0,5297,0.986,5269,4984.288,0.9810091230683299,141,400,0.99,0.89,0,0.11,0.010000000000000009,0.07447402718301992,0.061598951507208385,0.0018153727307840864,Brooklyn,Crown Heights North
36047031701,2000,N,N,3673,260.78299999999996,0.071,52,0.013999999999999999,3395,0.924,13,0.004,183,0.05,1442,849,1015,0.281,219,0.259,0,0,3621,0.986,3578,3412.217,0.9741355839912877,81,200,1,0.91,0,0.07,0,0.054451402123604685,0.05617198335644938,0.0010428736964078794,Brooklyn,Crown Heights North
36047031702,2000,N,N,3579,264.84600000000006,0.07400000000000001,91,0.025,3244,0.9059999999999999,34,0.009000000000000001,303,0.085,1353,810,695,0.19399999999999998,146,0.193,0,0,3488,0.975,3547,3314.154,0.9910589550153674,62,200,0.98,0.76,0,0.23,0.020000000000000018,0.05588153115395362,0.04582409460458241,0.0007982490021887472,Brooklyn,Crown Heights North
36047031900,2000,N,N,3850,304.15,0.079,691,0.179,2913,0.757,11,0.003,205,0.053,1375,925,769,0.201,203,0.203,84,0.024,3159,0.821,3118,3545.85,0.8098701298701299,25,100,0.76,0.6,0,0.16,0.24,0.025974025974025976,0.01818181818181818,0.0003218745976567529,Brooklyn,Crown Heights South
36047032000,2000,N,N,70,3.01,0.043,41,0.586,8,0.114,21,0.3,0,0,24,15,9,0.15,0,0,0,0,29,0.41400000000000003,8,66.99,0.11428571428571428,4,1,0.01,0.01,0.01,0.01,0.99,0.014285714285714285,0.16666666666666666,0.000051499935625080466,Brooklyn,park-cemetery-etc-Brooklyn
36047032100,2000,N,N,5612,437.736,0.078,198,0.035,4810,0.857,15,0.003,884,0.158,1964,1368,1272,0.228,263,0.195,0,0,5414,0.965,5694,5174.264,1.0146115466856735,51,200,1,0.86,0.02,0.12,0,0.03563791874554526,0.025967413441955193,0.0006566241792197759,Brooklyn,Crown Heights South
36047032300,2000,N,N,3763,278.46200000000005,0.07400000000000001,109,0.028999999999999998,3297,0.8759999999999999,24,0.006,516,0.13699999999999998,1421,971,745,0.2,174,0.177,0,0,3654,0.971,3813,3484.538,1.0132872707945788,32,100,0.97,0.84,0,0.13,0.030000000000000027,0.026574541589157587,0.022519352568613652,0.00041199948500064373,Brooklyn,Crown Heights South
36047032500,2000,N,N,6641,498.075,0.075,96,0.013999999999999999,6237,0.9390000000000001,27,0.004,477,0.07200000000000001,2453,1689,1893,0.285,468,0.265,0,0,6545,0.986,6714,6142.925,1.0109923204336697,194,400,0.99,0.93,0,0.06,0.010000000000000009,0.06023189278723084,0.07908683245006115,0.002497746877816403,Brooklyn,Crown Heights South
36047032600,2000,N,N,7247,637.7360000000001,0.08800000000000001,1546,0.213,3629,0.501,509,0.07,2593,0.358,2325,1698,3659,0.505,807,0.47,9,0.001,5701,0.787,6222,6609.264,0.8585621636539258,237,700,0.91,0.58,0,0.32,0.08999999999999997,0.09659169311439217,0.10193548387096774,0.003051371185786018,Brooklyn,Seagate-Coney Island
36047032700,2000,N,N,3868,263.024,0.068,134,0.035,3517,0.909,28,0.006999999999999999,300,0.078,1487,935,770,0.195,160,0.168,14,0.004,3734,0.965,3817,3604.976,0.9868148914167528,23,0,0.91,0.61,0,0.3,0,0,0.01546738399462004,0.0002961246298442127,Brooklyn,Prospect Lefferts Gardens-Wingate
36047032800,2000,N,N,3304,218.06400000000002,0.066,531,0.161,1469,0.445,859,0.26,671,0.203,1006,832,1042,0.327,272,0.317,0,0,2773,0.839,2140,3085.936,0.6476997578692494,41,100,0.9,0.59,0,0.32,0.09999999999999998,0.03026634382566586,0.040755467196819085,0.0005278743401570748,Brooklyn,Seagate-Coney Island
36047032900,2000,N,N,5856,456.768,0.078,912,0.156,4433,0.757,23,0.004,757,0.129,2180,1459,1618,0.27699999999999997,389,0.259,322,0.059000000000000004,4944,0.844,5190,5399.232,0.8862704918032787,64,100,0.91,0.77,0,0.14,0.08999999999999997,0.01707650273224044,0.029357798165137616,0.0008239989700012875,Brooklyn,Prospect Lefferts Gardens-Wingate
36047033000,2000,N,N,5288,407.176,0.077,1042,0.19699999999999998,3284,0.621,72,0.013999999999999999,1276,0.24100000000000002,1752,1318,2037,0.387,490,0.368,7,0.001,4246,0.803,4560,4880.824,0.8623298033282905,233,800,0.94,0.67,0,0.26,0.06000000000000005,0.15128593040847202,0.1329908675799087,0.0029998712501609374,Brooklyn,Seagate-Coney Island
36047033100,2000,N,N,4725,491.40000000000003,0.10400000000000001,2324,0.49200000000000005,2094,0.44299999999999995,17,0.004,225,0.048,1509,1091,1409,0.298,324,0.289,566,0.133,2401,0.508,2319,4233.6,0.4907936507936508,73,200,0.64,0.55,0,0.1,0.36,0.042328042328042326,0.04837640821736249,0.0009398738251577186,Brooklyn,Crown Heights South
36047033300,2000,N,N,4491,399.69900000000007,0.08900000000000001,2418,0.5379999999999999,1817,0.405,9,0.002,191,0.043,1280,967,738,0.16399999999999998,163,0.16399999999999998,701,0.17,2073,0.4620000000000001,2008,4091.301,0.4471164551324872,52,200,0.67,0.54,0,0.12,0.32999999999999996,0.0445335114673792,0.040625,0.0006694991631260461,Brooklyn,Crown Heights South
36047033500,2000,N,N,3120,221.51999999999998,0.071,1140,0.365,1809,0.58,13,0.004,129,0.040999999999999995,902,666,838,0.282,148,0.226,340,0.124,1980,0.635,1938,2898.48,0.6211538461538462,28,100,0.89,0.82,0,0.07,0.10999999999999999,0.03205128205128205,0.031042128603104215,0.0003604995493755633,Brooklyn,Crown Heights South
36047033600,2000,N,N,5159,345.653,0.067,4145,0.8029999999999999,414,0.08,101,0.02,485,0.094,1902,1169,1270,0.24100000000000002,223,0.18899999999999997,671,0.134,1014,0.19700000000000006,899,4813.347,0.17425857724365187,119,300,0.3,0.13,0,0.14,0.7,0.05815080441946113,0.06256572029442692,0.001532123084846144,Brooklyn,Seagate-Coney Island
36047033700,2000,N,N,4541,313.329,0.069,1390,0.306,2872,0.632,28,0.006,295,0.065,1434,946,809,0.193,184,0.18899999999999997,252,0.06,3151,0.694,3167,4227.671,0.6974234750055054,25,100,0.64,0.6,0,0.04,0.36,0.022021581149526535,0.017433751743375175,0.0003218745976567529,Brooklyn,Crown Heights North
36047033900,2000,N,N,4541,336.03400000000005,0.07400000000000001,64,0.013999999999999999,4201,0.925,25,0.006,316,0.07,1759,1058,995,0.212,190,0.159,0,0,4477,0.986,4517,4204.966,0.9947148205241136,64,200,1,0.84,0,0.14,0,0.04404316229905307,0.036384309266628764,0.0008239989700012875,Brooklyn,Crown Heights North
36047034000,2000,N,N,2511,128.06099999999998,0.051,1170,0.466,990,0.39399999999999996,11,0.004,605,0.24100000000000002,654,514,945,0.449,179,0.35200000000000004,16,0.006,1341,0.534,1595,2382.939,0.635205097570689,0,1,0.01,0.01,0.01,0.01,0.99,0.00039824771007566706,0,0,Brooklyn,Seagate-Coney Island
36047034100,2000,N,N,2779,197.30899999999997,0.071,41,0.015,2579,0.9279999999999999,21,0.008,168,0.06,990,589,436,0.18100000000000002,101,0.165,0,0,2738,0.985,2747,2581.691,0.9884850665707089,42,100,0.98,0.88,0,0.1,0.020000000000000018,0.035984166966534725,0.04242424242424243,0.0005407493240633449,Brooklyn,Crown Heights North
36047034200,2000,N,N,7462,567.112,0.076,1792,0.24,4286,0.574,120,0.016,2121,0.284,2825,1696,3870,0.53,726,0.45399999999999996,8,0.001,5670,0.76,6407,6894.888,0.8586169927633343,240,700,0.75,0.55,0,0.19,0.25,0.09380863039399624,0.08495575221238938,0.003089996137504828,Brooklyn,Seagate-Coney Island
