tract,year,nycha,hud,totPopulation,totPopUnder5,totPerPopUnder5,totWhite,totPerWhite,totBlack,totPerBlack,totAsian,totPerAsian,totHispanic,totPerHispanic,totHouseholds,totFamilies,totPoverty,totPerPoverty,totFamiliesPoverty,totPerFamiliesPoverty,totYiddish,totPerYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopOver5,totPerBlackHispanic,sec8Households,sec8Population,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8PerHHWhite,sec8PerPop,sec8PerHH,sec8PerVouchers,boro,neighborhood
36061018000,2000,N,N,7851,675.1859999999999,0.086,1760,0.22399999999999998,2319,0.295,125,0.016,5451,0.6940000000000001,2593,1802,3753,0.48200000000000004,810,0.444,17,0.002,6091,0.776,7770,7175.814,0.9896828429499427,45,100,0.98,0.42,0,0.56,0.020000000000000018,0.012737230925996688,0.017354415734670267,0.0005793742757821553,Manhattan,East Harlem North
36061018100,2000,N,N,9082,345.116,0.038,5861,0.645,1800,0.198,492,0.054000000000000006,1546,0.17,4714,2046,651,0.07200000000000001,119,0.057999999999999996,19,0.002,3221,0.355,3346,8736.884,0.3684210526315789,79,100,0.94,0.18,0.01,0.75,0.06000000000000005,0.011010790574763268,0.01675859142978362,0.0010171237285953392,Manhattan,Upper West Side
36061018200,2000,N,N,6859,486.989,0.071,1549,0.226,2544,0.371,64,0.009000000000000001,4433,0.6459999999999999,2401,1620,3140,0.465,668,0.39799999999999996,0,0,5310,0.774,6977,6372.011,1.017203674004957,71,100,0.97,0.51,0,0.46,0.030000000000000027,0.014579384749963552,0.029571012078300707,0.0009141238573451783,Manhattan,East Harlem North
36061018300,2000,N,N,9112,373.5919999999999,0.040999999999999995,6415,0.7040000000000001,768,0.084,666,0.073,1878,0.20600000000000002,4981,1681,1233,0.135,143,0.084,27,0.003,2697,0.29599999999999993,2646,8738.408,0.29038630377524144,53,100,0.66,0.47,0,0.19,0.33999999999999997,0.010974539069359086,0.010640433647861875,0.0006823741470323162,Manhattan,Upper West Side
36061018400,2000,N,N,6006,414.41400000000004,0.069,1199,0.2,2879,0.479,96,0.016,3213,0.535,2246,1387,2584,0.436,589,0.42700000000000005,0,0,4807,0.8,6092,5591.586,1.0143190143190144,30,100,1,0.4,0,0.57,0,0.016650016650016652,0.013357079252003561,0.0003862495171881035,Manhattan,East Harlem North
36061018500,2000,N,N,3783,128.622,0.034,2419,0.639,947,0.25,191,0.05,360,0.095,2452,743,209,0.055,16,0.021,0,0,1364,0.361,1307,3654.378,0.34549299497753105,1,1,0.01,0.01,0.01,0.01,0.99,0.0002643404705260375,0.0004078303425774878,0.000012874983906270117,Manhattan,Upper West Side
36061018600,2000,N,N,5736,418.72799999999995,0.073,629,0.11,4094,0.7140000000000001,52,0.009000000000000001,1541,0.26899999999999996,2019,1336,2581,0.491,633,0.474,58,0.011000000000000001,5107,0.89,5635,5317.272,0.9823919107391911,22,100,0.95,0.86,0,0.09,0.050000000000000044,0.017433751743375175,0.010896483407627538,0.0002832496459379426,Manhattan,Central Harlem South
36061018700,2000,N,N,9806,460.882,0.047,6729,0.6859999999999999,986,0.10099999999999999,670,0.068,2131,0.217,4712,1940,1161,0.121,167,0.084,25,0.003,3077,0.31400000000000006,3117,9345.118,0.317866612278197,3,1,0.01,0.01,0.01,0.01,0.99,0.00010197838058331633,0.0006366723259762309,0.00003862495171881035,Manhattan,Upper West Side
36061018800,2000,N,N,6471,575.9190000000001,0.08900000000000001,2216,0.342,1417,0.21899999999999997,75,0.012,4786,0.74,2041,1205,2668,0.41600000000000004,423,0.341,0,0,4255,0.6579999999999999,6203,5895.081,0.9585844537165816,179,400,0.94,0.41,0,0.53,0.06000000000000005,0.06181424818420646,0.08770210681038706,0.002304622119222351,Manhattan,East Harlem North
36061018900,2000,N,N,11883,546.6179999999999,0.046,4346,0.366,3939,0.331,344,0.028999999999999998,5451,0.45899999999999996,4973,2532,3340,0.295,787,0.304,0,0,7537,0.634,9390,11336.382,0.7902044938146933,90,200,0.98,0.21,0,0.77,0.020000000000000018,0.016830766641420518,0.0180977277297406,0.0011587485515643105,Manhattan,Upper West Side
36061019000,2000,N,N,1818,194.52599999999998,0.107,100,0.055,1514,0.833,11,0.006,302,0.166,784,352,698,0.386,154,0.37200000000000005,0,0,1718,0.945,1816,1623.474,0.9988998899889989,41,100,0.95,0.9,0.02,0.02,0.050000000000000044,0.05500550055005501,0.05229591836734694,0.0005278743401570748,Manhattan,Central Harlem South
36061019100,2000,N,N,9077,499.235,0.055,6374,0.7020000000000001,1139,0.125,481,0.053,1631,0.18,4588,1713,1218,0.136,129,0.075,41,0.005,2703,0.29799999999999993,2770,8577.765,0.3051669053652088,40,0,0.88,0.7,0,0.18,0,0,0.008718395815170008,0.0005149993562508047,Manhattan,Upper West Side
36061019200,2000,N,N,3818,255.806,0.067,845,0.221,1905,0.499,31,0.008,1895,0.496,1269,882,1842,0.562,400,0.488,0,0,2973,0.779,3800,3562.194,0.9952854897852279,2,1,0.01,0.01,0.01,0.01,0.99,0.00026191723415400735,0.0015760441292356187,0.000025749967812540233,Manhattan,East Harlem North
36061019300,2000,N,N,9416,489.63200000000006,0.052000000000000005,3181,0.33799999999999997,2522,0.268,482,0.051,4626,0.491,4127,1871,2498,0.268,463,0.243,8,0.001,6235,0.662,7148,8926.368,0.7591333899745115,166,400,0.93,0.33,0.01,0.6,0.06999999999999995,0.04248088360237893,0.04022292221952992,0.0021372473284408393,Manhattan,Morningside Heights
36061019400,2000,N,N,6845,561.29,0.08199999999999999,1388,0.203,2995,0.43799999999999994,59,0.009000000000000001,3971,0.58,2188,1612,2859,0.419,601,0.368,0,0,5457,0.7969999999999999,6966,6283.71,1.0176771365960555,31,100,1,0.42,0,0.55,0,0.014609203798392988,0.01416819012797075,0.0003991245010943736,Manhattan,East Harlem North
36061019500,2000,N,N,8067,427.551,0.053,5386,0.6679999999999999,516,0.064,596,0.07400000000000001,2376,0.295,3761,1610,1074,0.135,112,0.07,19,0.002,2681,0.3320000000000001,2892,7639.449,0.3584975827445147,18,0,0.94,0.06,0,0.89,0,0,0.004785961180537091,0.0002317497103128621,Manhattan,Morningside Heights
36061019600,2000,N,N,3751,270.07200000000006,0.07200000000000001,658,0.175,2000,0.5329999999999999,25,0.006999999999999999,1867,0.498,1381,718,1367,0.439,285,0.395,0,0,3093,0.825,3867,3480.928,1.0309250866435617,168,600,0.98,0.53,0,0.45,0.020000000000000018,0.15995734470807785,0.1216509775524982,0.0021629972962533797,Manhattan,East Harlem North
36061019701,2000,N,N,23,0,0,16,0.696,3,0.13,1,0.043,5,0.217,8,4,10,0.5,0,0,0,0,7,0.30400000000000005,8,23,0.34782608695652173,4,1,0.01,0.01,0.01,0.01,0.99,0.043478260869565216,0.5,0.000051499935625080466,Manhattan,Morningside Heights
36061019702,2000,N,N,2088,156.6,0.075,341,0.163,1257,0.602,119,0.057,484,0.23199999999999998,974,436,708,0.304,128,0.28,0,0,1747,0.837,1741,1931.4,0.8338122605363985,35,100,0.94,0.46,0,0.49,0.06000000000000005,0.04789272030651341,0.03593429158110883,0.0004506244367194541,Manhattan,Central Harlem South
36061019800,2000,N,N,1517,68.265,0.045,110,0.073,1209,0.797,15,0.01,227,0.15,746,331,471,0.31,93,0.285,0,0,1407,0.927,1436,1448.735,0.946605141727093,10,1,0.01,0.01,0.01,0.01,0.99,0.0006591957811470006,0.013404825737265416,0.00012874983906270118,Manhattan,East Harlem North
36061019900,2000,N,N,9077,372.1569999999999,0.040999999999999995,6352,0.7,696,0.077,1260,0.139,1163,0.128,3691,1447,1030,0.136,96,0.064,0,0,2725,0.30000000000000004,1859,8704.843,0.20480334912415996,8,1,0.01,0.01,0.01,0.01,0.99,0.00011016855789357717,0.002167434299647792,0.00010299987125016093,Manhattan,Morningside Heights
36061020000,2000,N,N,2413,139.95399999999998,0.057999999999999996,131,0.054000000000000006,2006,0.831,25,0.01,247,0.102,1267,436,683,0.294,82,0.198,0,0,2282,0.946,2253,2273.046,0.9336924989639453,79,100,0.92,0.75,0,0.18,0.07999999999999996,0.04144218814753419,0.062352012628255724,0.0010171237285953392,Manhattan,Central Harlem South
36061020101,2000,N,N,2215,39.870000000000005,0.018000000000000002,1368,0.618,265,0.12,452,0.204,193,0.087,333,154,120,0.163,5,0.031,0,0,847,0.382,458,2175.13,0.20677200902934537,0,1,0.01,0.01,0.01,0.01,0.99,0.0004514672686230248,0,0,Manhattan,Morningside Heights
36061020102,2000,N,N,3594,269.55,0.075,266,0.07400000000000001,2662,0.741,21,0.006,791,0.22,1459,782,1205,0.33299999999999996,241,0.292,0,0,3328,0.9259999999999999,3453,3324.45,0.9607679465776294,37,100,1,0.81,0,0.16,0,0.027824151363383415,0.025359835503769704,0.00047637440453199433,Manhattan,Central Harlem South
36061020200,2000,N,N,512,51.2,0.1,102,0.19899999999999998,162,0.316,4,0.008,369,0.721,196,116,112,0.25,32,0.32299999999999995,0,0,410,0.801,531,460.8,1.037109375,13,0,0.85,0.31,0,0.54,0,0,0.0663265306122449,0.00016737479078151154,Manhattan,East Harlem North
36061020300,2000,N,N,3583,53.745,0.015,2291,0.639,396,0.111,688,0.192,331,0.092,549,259,254,0.23,25,0.113,0,0,1292,0.361,727,3529.255,0.20290259559028748,1,1,0.01,0.01,0.01,0.01,0.99,0.00027909572983533354,0.0018214936247723133,0.000012874983906270117,Manhattan,Morningside Heights
36061020400,2000,N,N,2799,221.121,0.079,213,0.076,2240,0.8,2,0.001,650,0.23199999999999998,935,628,1393,0.48200000000000004,309,0.445,0,0,2586,0.924,2890,2577.879,1.0325116112897463,1,1,0.01,0.01,0.01,0.01,0.99,0.0003572704537334762,0.0010695187165775401,0.000012874983906270117,Manhattan,East Harlem North
36061020500,2000,N,N,5113,132.93800000000002,0.026000000000000002,3659,0.716,411,0.08,757,0.14800000000000002,329,0.064,1395,684,225,0.08,36,0.054000000000000006,0,0,1454,0.28400000000000003,740,4980.062,0.1447291218462742,0,1,0.01,0.01,0.01,0.01,0.99,0.00019557989438685703,0,0,Manhattan,Morningside Heights
36061020600,2000,N,N,2310,127.05,0.055,159,0.069,1919,0.831,8,0.003,348,0.151,967,420,648,0.27699999999999997,83,0.2,0,0,2151,0.931,2267,2182.95,0.9813852813852814,25,100,1,0.76,0,0.24,0,0.04329004329004329,0.025853154084798345,0.0003218745976567529,Manhattan,Central Harlem North-Polo Grounds
36061020701,2000,N,N,2548,84.084,0.033,1712,0.672,208,0.08199999999999999,476,0.187,238,0.09300000000000001,1427,432,559,0.22899999999999998,29,0.062,0,0,836,0.32799999999999996,446,2463.916,0.1750392464678179,1,1,0.01,0.01,0.01,0.01,0.99,0.0003924646781789639,0.000700770847932726,0.000012874983906270117,Manhattan,Morningside Heights
36061020702,2000,N,N,1936,149.072,0.077,110,0.057,1554,0.8029999999999999,11,0.006,314,0.162,793,431,617,0.311,129,0.282,0,0,1826,0.943,1868,1786.9279999999999,0.9648760330578512,13,0,0.92,0.77,0,0.15,0,0,0.01639344262295082,0.00016737479078151154,Manhattan,Central Harlem South
36061020800,2000,N,N,4071,305.325,0.075,183,0.045,3516,0.8640000000000001,43,0.011000000000000001,374,0.092,1878,784,1082,0.272,174,0.21,0,0,3888,0.955,3890,3765.675,0.955539179562761,71,200,0.99,0.87,0,0.11,0.010000000000000009,0.04912797838368951,0.03780617678381257,0.0009141238573451783,Manhattan,Central Harlem North-Polo Grounds
36061020901,2000,N,N,3448,272.392,0.079,414,0.12,2173,0.63,71,0.021,1291,0.374,1354,814,1658,0.47700000000000004,377,0.441,0,0,3034,0.88,3464,3175.608,1.0046403712296983,16,0,0.94,0.81,0,0.13,0,0,0.011816838995568686,0.00020599974250032186,Manhattan,Morningside Heights
36061020902,2000,N,N,1006,51.306,0.051,110,0.109,731,0.727,12,0.012,200,0.19899999999999998,467,208,461,0.505,105,0.5529999999999999,0,0,896,0.891,931,954.694,0.9254473161033797,29,0,0.93,0.66,0,0.28,0,0,0.06209850107066381,0.0003733745332818334,Manhattan,Central Harlem South
36061021000,2000,N,N,6623,404.003,0.061,204,0.031,5664,0.855,24,0.004,1110,0.168,3106,1673,1869,0.28300000000000003,408,0.242,0,0,6419,0.969,6774,6218.997,1.0227993356484977,46,100,1,0.91,0,0.09,0,0.015098897780462027,0.014810045074050225,0.0005922492596884254,Manhattan,East Harlem North
36061021100,2000,N,N,10716,471.504,0.044000000000000004,4481,0.418,3179,0.297,1172,0.109,2806,0.262,4470,2049,2841,0.29600000000000004,556,0.264,0,0,6235,0.5820000000000001,5985,10244.496,0.5585106382978723,11,0,0.91,0.36,0.09,0.45,0,0,0.0024608501118568234,0.0001416248229689713,Manhattan,Morningside Heights
36061021200,2000,N,N,4166,187.47,0.045,90,0.022000000000000002,3862,0.927,22,0.005,230,0.055,2279,803,745,0.19399999999999998,96,0.11900000000000001,31,0.008,4076,0.978,4092,3978.53,0.9822371579452712,64,100,1,0.84,0,0.16,0,0.02400384061449832,0.028082492321193506,0.0008239989700012875,Manhattan,Central Harlem North-Polo Grounds
36061021301,2000,N,N,4543,417.956,0.092,403,0.08900000000000001,3112,0.685,50,0.011000000000000001,1368,0.301,1611,835,1531,0.35100000000000003,233,0.27699999999999997,0,0,4140,0.911,4480,4125.044,0.9861325115562404,108,300,0.99,0.7,0,0.29,0.010000000000000009,0.06603565925599823,0.0670391061452514,0.0013904982618771727,Manhattan,Manhattanville
36061021302,2000,N,N,256,22.016,0.086,17,0.066,204,0.797,0,0,53,0.207,80,46,117,0.48,31,0.5539999999999999,0,0,239,0.9339999999999999,257,233.984,1.00390625,4,1,0.01,0.01,0.01,0.01,0.99,0.00390625,0.05,0.000051499935625080466,Manhattan,Central Harlem North-Polo Grounds
36061021400,2000,N,N,3161,116.95700000000002,0.037000000000000005,14,0.004,3011,0.953,7,0.002,135,0.043,1884,688,614,0.192,78,0.11,0,0,3147,0.996,3146,3044.043,0.9952546662448593,153,200,0.99,0.92,0,0.07,0.010000000000000009,0.06327111673521038,0.08121019108280254,0.0019698725376593278,Manhattan,Central Harlem North-Polo Grounds
36061021600,2000,N,N,7986,614.922,0.077,599,0.075,6043,0.757,159,0.02,1673,0.209,3092,1764,2485,0.315,452,0.261,0,0,7387,0.925,7716,7371.0779999999995,0.966190833959429,168,400,0.99,0.83,0,0.17,0.010000000000000009,0.05008765339343852,0.054333764553686936,0.0021629972962533797,Manhattan,Central Harlem South
36061021701,2000,N,N,1399,102.127,0.073,166,0.11900000000000001,679,0.485,26,0.019,712,0.509,577,311,362,0.263,73,0.221,0,0,1233,0.881,1391,1296.873,0.9942816297355254,26,100,1,0.46,0,0.54,0,0.07147962830593281,0.045060658578856154,0.00033474958156302307,Manhattan,Manhattanville
36061021702,2000,N,N,2669,242.879,0.091,100,0.037000000000000005,2337,0.8759999999999999,4,0.001,260,0.09699999999999999,1067,659,1007,0.385,258,0.39299999999999996,0,0,2569,0.963,2597,2426.121,0.9730236043461971,67,200,1,0.87,0.01,0.12,0,0.07493443237167478,0.06279287722586692,0.0008626239217200979,Manhattan,Central Harlem North-Polo Grounds
36061021800,2000,N,N,5018,351.26000000000005,0.07,258,0.051,4071,0.8109999999999999,20,0.004,872,0.174,2024,1056,1566,0.313,320,0.3,0,0,4760,0.949,4943,4666.74,0.9850538062973296,129,300,0.98,0.81,0,0.18,0.020000000000000018,0.05978477481068155,0.06373517786561265,0.0016608729239088451,Manhattan,Central Harlem South
36061021900,2000,N,N,6423,456.03299999999996,0.071,1052,0.16399999999999998,2937,0.457,78,0.012,3601,0.561,2252,1506,2528,0.395,546,0.353,0,0,5371,0.8360000000000001,6538,5966.967,1.017904406040791,45,100,0.98,0.36,0,0.62,0.020000000000000018,0.015569048731122529,0.019982238010657193,0.0005793742757821553,Manhattan,Manhattanville
36061022000,2000,N,N,5068,435.84799999999996,0.086,309,0.061,4085,0.8059999999999999,36,0.006999999999999999,759,0.15,2207,1055,1478,0.297,290,0.275,0,0,4759,0.9390000000000001,4844,4632.152,0.9558011049723757,135,400,0.98,0.83,0,0.14,0.020000000000000018,0.07892659826361484,0.061169007702763935,0.0017381228273464658,Manhattan,Central Harlem South
36061022101,2000,N,N,474,19.908,0.042,56,0.11800000000000001,293,0.618,22,0.046,119,0.251,208,89,190,0.433,34,0.337,0,0,418,0.882,412,454.092,0.869198312236287,10,1,0.01,0.01,0.01,0.01,0.99,0.002109704641350211,0.04807692307692308,0.00012874983906270118,Manhattan,Manhattanville
36061022102,2000,N,N,2050,127.1,0.062,123,0.06,1718,0.838,15,0.006999999999999999,259,0.126,1033,445,503,0.233,101,0.22399999999999998,0,0,1927,0.94,1977,1922.9,0.964390243902439,43,100,0.98,0.86,0,0.12,0.020000000000000018,0.04878048780487805,0.041626331074540175,0.000553624307969615,Manhattan,Central Harlem North-Polo Grounds
36061022200,2000,N,N,2412,173.66400000000002,0.07200000000000001,129,0.053,2029,0.841,30,0.012,330,0.13699999999999998,1105,453,873,0.401,149,0.32,0,0,2283,0.947,2359,2238.336,0.9780265339966833,27,100,1,0.74,0,0.26,0,0.04145936981757877,0.024434389140271493,0.0003476245654692932,Manhattan,Central Harlem South
36061022301,2000,N,N,8410,639.16,0.076,1375,0.163,670,0.08,143,0.017,7567,0.9,2278,1715,2829,0.34,554,0.316,0,0,7035,0.837,8237,7770.84,0.9794292508917954,102,300,0.98,0.14,0.02,0.82,0.020000000000000018,0.0356718192627824,0.04477611940298507,0.0013132483584395518,Manhattan,Manhattanville
36061022302,2000,N,N,3997,247.814,0.062,610,0.153,1406,0.35200000000000004,8,0.002,2673,0.669,1522,940,1510,0.382,332,0.34700000000000003,0,0,3387,0.847,4079,3749.186,1.020515386539905,112,300,0.98,0.29,0,0.69,0.020000000000000018,0.07505629221916438,0.0735873850197109,0.0014419981975022532,Manhattan,Manhattanville
36061022400,2000,N,N,6211,478.247,0.077,292,0.047,4965,0.799,52,0.008,1248,0.201,2449,1436,3029,0.491,678,0.457,24,0.004,5919,0.953,6213,5732.753,1.0003220093382708,29,100,0.93,0.83,0,0.1,0.06999999999999995,0.016100466913540494,0.011841567986933442,0.0003733745332818334,Manhattan,Central Harlem North-Polo Grounds
36061022500,2000,N,N,11108,699.804,0.063,2106,0.19,3025,0.272,173,0.016,7960,0.7170000000000001,3422,2318,3267,0.301,634,0.27699999999999997,0,0,9002,0.81,10985,10408.196,0.988926899531869,137,400,0.99,0.35,0,0.64,0.010000000000000009,0.036010082823190494,0.04003506721215663,0.001763872795159006,Manhattan,Hamilton Heights
36061022600,2000,N,N,3601,194.45400000000004,0.054000000000000006,117,0.032,3178,0.883,26,0.006999999999999999,316,0.08800000000000001,1763,680,1484,0.397,265,0.38,0,0,3484,0.968,3494,3406.546,0.9702860316578729,99,200,0.99,0.93,0,0.06,0.010000000000000009,0.055540127742293804,0.05615428247305729,0.0012746234067207416,Manhattan,Central Harlem North-Polo Grounds
36061022701,2000,N,N,4721,283.26,0.06,351,0.07400000000000001,3279,0.695,75,0.016,1163,0.24600000000000002,2011,898,1503,0.32,246,0.271,5,0.001,4370,0.9259999999999999,4442,4437.74,0.9409023511967803,83,200,0.98,0.69,0,0.28,0.020000000000000018,0.042363905952128786,0.04127299850820487,0.0010686236642204197,Manhattan,Hamilton Heights
36061022702,2000,N,N,942,77.24399999999999,0.08199999999999999,70,0.07400000000000001,708,0.752,10,0.011000000000000001,226,0.24,389,218,515,0.551,149,0.569,0,0,872,0.9259999999999999,934,864.756,0.9915074309978769,6,1,0.01,0.01,0.01,0.01,0.99,0.0010615711252653928,0.015424164524421594,0.0000772499034376207,Manhattan,Central Harlem North-Polo Grounds
36061022800,2000,N,N,4636,278.15999999999997,0.06,131,0.027999999999999997,4107,0.8859999999999999,33,0.006999999999999999,385,0.083,2225,959,1718,0.371,275,0.285,0,0,4505,0.972,4492,4357.84,0.9689387402933564,23,100,1,0.78,0.04,0.17,0,0.021570319240724764,0.010337078651685393,0.0002961246298442127,Manhattan,Central Harlem North-Polo Grounds
36061022900,2000,N,N,8843,592.481,0.067,1466,0.166,2989,0.33799999999999997,84,0.009000000000000001,5861,0.6629999999999999,2859,1811,3431,0.391,621,0.342,11,0.001,7377,0.834,8850,8250.519,1.0007915865656452,142,300,0.99,0.56,0.01,0.42,0.010000000000000009,0.03392513852764899,0.049667715984610006,0.0018282477146903567,Manhattan,Hamilton Heights
36061023000,2000,N,N,7965,661.095,0.083,307,0.039,6771,0.85,35,0.004,1247,0.157,3292,1774,3149,0.39799999999999996,634,0.353,0,0,7658,0.961,8018,7303.905,1.0066541117388574,102,300,0.98,0.8,0,0.17,0.020000000000000018,0.03766478342749529,0.030984204131227218,0.0013132483584395518,Manhattan,Central Harlem North-Polo Grounds
36061023101,2000,N,N,5961,369.582,0.062,422,0.071,4181,0.701,53,0.009000000000000001,1722,0.289,2650,1263,1978,0.33299999999999996,337,0.261,0,0,5539,0.929,5903,5591.418,0.9902700889112565,139,300,0.99,0.68,0.01,0.29,0.010000000000000009,0.050327126321087066,0.052452830188679245,0.0017896227629715462,Manhattan,Hamilton Heights
36061023102,2000,N,N,990,109.89,0.111,67,0.068,790,0.7979999999999999,3,0.003,191,0.193,414,239,504,0.528,122,0.49200000000000005,0,0,923,0.9319999999999999,981,880.11,0.990909090909091,27,100,1,0.85,0,0.15,0,0.10101010101010101,0.06521739130434782,0.0003476245654692932,Manhattan,Central Harlem North-Polo Grounds
36061023200,2000,N,N,8344,775.9920000000001,0.09300000000000001,427,0.051,6648,0.797,88,0.011000000000000001,1798,0.215,3014,1970,3557,0.431,813,0.406,0,0,7917,0.949,8446,7568.008,1.0122243528283796,107,300,0.98,0.8,0.01,0.16,0.020000000000000018,0.03595397890699904,0.03550099535500995,0.0013776232779709025,Manhattan,Central Harlem North-Polo Grounds
36061023300,2000,N,N,6054,429.83399999999995,0.071,794,0.131,2904,0.48,86,0.013999999999999999,2942,0.486,2217,1255,2101,0.34600000000000003,413,0.311,0,0,5260,0.869,5846,5624.166,0.9656425503799141,117,400,0.99,0.32,0,0.67,0.010000000000000009,0.06607201850016518,0.05277401894451962,0.0015063731170336038,Manhattan,Hamilton Heights
36061023400,2000,N,N,3530,275.34,0.078,154,0.044000000000000004,2951,0.836,19,0.005,532,0.151,1483,831,1186,0.34299999999999997,232,0.295,0,0,3376,0.956,3483,3254.66,0.986685552407932,72,200,0.99,0.82,0,0.15,0.010000000000000009,0.056657223796033995,0.048550236008091704,0.0009269988412514484,Manhattan,Central Harlem North-Polo Grounds
36061023501,2000,N,N,6134,441.648,0.07200000000000001,569,0.09300000000000001,3925,0.64,31,0.005,2078,0.33899999999999997,2513,1357,2030,0.33299999999999996,459,0.32799999999999996,0,0,5565,0.907,6003,5692.352,0.9786436256928595,42,100,0.95,0.62,0,0.33,0.050000000000000044,0.016302575806977502,0.016713091922005572,0.0005407493240633449,Manhattan,Hamilton Heights
36061023502,2000,N,N,2040,189.72000000000003,0.09300000000000001,139,0.068,1451,0.711,4,0.002,532,0.261,820,471,875,0.425,174,0.405,0,0,1901,0.9319999999999999,1983,1850.28,0.9720588235294118,43,100,1,0.86,0,0.14,0,0.049019607843137254,0.0524390243902439,0.000553624307969615,Manhattan,Central Harlem North-Polo Grounds
36061023600,2000,N,N,5688,318.52799999999996,0.055999999999999994,111,0.02,5201,0.914,15,0.003,529,0.09300000000000001,2692,1455,1345,0.237,294,0.205,16,0.003,5577,0.98,5730,5369.472,1.0073839662447257,95,200,1,0.82,0,0.18,0,0.035161744022503515,0.03528974739970282,0.0012231234710956612,Manhattan,Central Harlem North-Polo Grounds
36061023700,2000,N,N,7260,529.98,0.073,1147,0.158,3076,0.424,113,0.016,4127,0.568,2602,1584,2494,0.345,517,0.324,0,0,6113,0.842,7203,6730.02,0.9921487603305785,155,400,0.97,0.35,0,0.61,0.030000000000000027,0.05509641873278237,0.0595695618754804,0.001995622505471868,Manhattan,Hamilton Heights
36061023800,2000,N,N,9520,437.92,0.046,4684,0.49200000000000005,2594,0.272,1023,0.107,1367,0.14400000000000002,3203,1739,1258,0.16899999999999998,223,0.121,5,0.001,4836,0.508,3961,9082.08,0.4160714285714286,83,200,0.84,0.33,0.05,0.46,0.16000000000000003,0.02100840336134454,0.025913206369029034,0.0010686236642204197,Manhattan,Lenox Hill-Roosevelt Island
36061023900,2000,N,N,2686,206.822,0.077,317,0.11800000000000001,1568,0.584,18,0.006999999999999999,1106,0.41200000000000003,1070,557,1092,0.413,202,0.34700000000000003,0,0,2369,0.882,2674,2479.178,0.9955323901712584,80,300,0.99,0.59,0,0.4,0.010000000000000009,0.11169024571854058,0.07476635514018691,0.0010299987125016094,Manhattan,Washington Heights South
36061024000,2000,N,N,1386,1.3860000000000001,0.001,234,0.16899999999999998,820,0.5920000000000001,14,0.01,410,0.29600000000000004,1,0,768,0.625,0,0,0,0,1152,0.831,1230,1384.614,0.8874458874458875,0,1,0.01,0.01,0.01,0.01,0.99,0.0007215007215007215,0,0,Manhattan,park-cemetery-etc-Manhattan
36061024100,2000,N,N,8295,514.29,0.062,1482,0.179,3208,0.387,81,0.01,4541,0.547,3328,1743,2205,0.27,420,0.23600000000000002,0,0,6813,0.821,7749,7780.71,0.9341772151898734,161,400,0.96,0.45,0.01,0.51,0.040000000000000036,0.04822182037371911,0.04837740384615385,0.002072872408909489,Manhattan,Washington Heights South
36061024301,2000,N,N,4296,287.832,0.067,504,0.11699999999999999,2023,0.47100000000000003,16,0.004,2262,0.527,1330,852,1334,0.34700000000000003,293,0.33899999999999997,0,0,3792,0.883,4285,4008.168,0.99743947858473,35,100,1,0.51,0,0.49,0,0.023277467411545624,0.02631578947368421,0.0004506244367194541,Manhattan,Washington Heights South
36061024302,2000,N,N,7386,568.722,0.077,502,0.068,5256,0.7120000000000001,86,0.012,2175,0.294,2553,1818,3845,0.522,937,0.513,0,0,6884,0.9319999999999999,7431,6817.278,1.0060926076360683,0,1,0.01,0.01,0.01,0.01,0.99,0.00013539128080151638,0,0,Manhattan,Central Harlem North-Polo Grounds
36061024500,2000,N,N,15838,1235.364,0.078,2740,0.17300000000000001,2433,0.154,174,0.011000000000000001,13391,0.845,4619,3371,5515,0.35200000000000004,1055,0.312,0,0,13098,0.827,15824,14602.636,0.999116050006314,272,600,0.94,0.21,0,0.72,0.06000000000000005,0.03788357115797449,0.058887205022732196,0.003501995622505472,Manhattan,Washington Heights South
36061024700,2000,N,N,7756,542.9200000000001,0.07,1525,0.19699999999999998,1348,0.174,134,0.017,5999,0.773,2595,1660,2344,0.305,482,0.28600000000000003,0,0,6231,0.803,7347,7213.08,0.9472666322846828,79,200,0.99,0.13,0,0.86,0.010000000000000009,0.025786487880350695,0.03044315992292871,0.0010171237285953392,Manhattan,Washington Heights South
36061024900,2000,N,N,1150,67.85000000000001,0.059000000000000004,139,0.121,296,0.257,6,0.005,855,0.743,343,237,652,0.5579999999999999,127,0.605,0,0,1011,0.879,1151,1082.15,1.0008695652173913,16,0,1,0.44,0,0.5,0,0,0.04664723032069971,0.00020599974250032186,Manhattan,Washington Heights South
36061025100,2000,N,N,2995,203.66000000000003,0.068,615,0.205,515,0.172,122,0.040999999999999995,2312,0.772,869,611,1300,0.456,247,0.38799999999999996,0,0,2380,0.795,2827,2791.34,0.9439065108514191,17,0,1,0.18,0,0.82,0,0,0.019562715765247412,0.000218874726406592,Manhattan,Washington Heights South
36061025300,2000,N,N,12753,854.451,0.067,2878,0.226,1131,0.08900000000000001,344,0.027000000000000003,11023,0.8640000000000001,3829,2797,3788,0.298,811,0.284,0,0,9875,0.774,12154,11898.548999999999,0.9530306594526778,223,600,0.98,0.04,0,0.93,0.020000000000000018,0.047047753469771816,0.058239749281796815,0.002871121411098236,Manhattan,Washington Heights South
