tract,year,nycha,hud,totPopulation,totPerPopUnder5,totPopPoverty,totPerPoverty,totHouseholds,totFamilies,totWhite,totBlack,totAsian,totHispanic,totYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopUnder5,totPopOver5,totPoverty,totPerHispanic,totPerWhite,totPerAsian,totPerBlack,totPerYiddish,totPerBlackHispanic,boro,neighborhood,sec8HouseholdsNYCHA,sec8PopulationNYCHA,sec8AvgIncomeNYCHA,hhNYCHA,sec8Households,popNYCHA,sec8Population,sec8PerHHWhite,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8TotHHWhite,sec8TotHHNotWhite,sec8TotHHBlack,sec8TotHHAsian,sec8TotHHHispanic,sec8PerPop,sec8PerHH,sec8PerVouchers
36047015500,2014,N,N,3683,0.083,3682,0.05,1487,962,2906,273,191,131,0,777,0.21096931849036113,404,305.689,3377.311,184.10000000000002,0.03556882975834917,0.7890306815096388,0.05185989682324192,0.07412435514526201,0,0.10969318490361119,Brooklyn,Park Slope-Gowanus,,,,,,,,,,,,,,,,,,,,
36047015700,2014,Y,Y,4397,0.057999999999999996,4397,0.022000000000000002,2027,1113,3596,44,357,248,0,801,0.1821696611325904,292,255.02599999999998,4141.974,96.73400000000001,0.05640209233568342,0.8178303388674096,0.08119172162838299,0.010006822833750284,0,0.0664089151694337,Brooklyn,Park Slope-Gowanus,1,1,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00022742779167614282,0.000493339911198816,0.000008067964533227913
36047015900,2014,N,Y,5148,0.071,5138,0.040999999999999995,2554,1148,3856,409,130,351,47,1292,0.25097125097125095,760,365.508,4782.492,210.658,0.06818181818181818,0.749028749028749,0.025252525252525252,0.07944832944832945,0.00982751251857818,0.14763014763014762,Brooklyn,Park Slope-Gowanus,,,,N,17,N,27,0.06,0.94,0.41,0,0.53,1.02,15.979999999999999,6.97,0,9.01,0.005244755244755245,0.006656225528582615,0.0001371553970648745
36047016000,2014,Y,Y,4415,0.067,4415,0.21100000000000002,1864,1108,2102,199,776,1108,0,2313,0.5238958097395243,1307,295.805,4119.195,931.565,0.2509626274065685,0.4761041902604756,0.17576443941109854,0.04507361268403171,0,0.2960362400906002,Brooklyn,Bay Ridge,9,18,,N,11,N,25,0.55,0.45,0.18,0.09,0.18,6.050000000000001,4.95,1.98,0.99,1.98,0.0056625141562853904,0.005901287553648069,0.00008874760986550704
36047016100,2014,Y,Y,3167,0.069,3151,0.08199999999999999,1461,708,1982,410,268,372,2,1185,0.3741711398800126,782,218.52300000000002,2948.477,258.38199999999995,0.11746131986106725,0.6258288601199874,0.08462267129775813,0.12946005683612252,0.0006783162968542743,0.24692137669718978,Brooklyn,Prospect Heights,2,4,,N,2,N,1,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.00031575623618566466,0.0013689253935660506,0.000016135929066455825
36047016200,2014,Y,Y,2574,0.040999999999999995,2570,0.115,1114,614,1533,96,548,350,0,1041,0.40442890442890445,446,105.53399999999999,2468.466,295.55,0.13597513597513597,0.5955710955710956,0.2128982128982129,0.037296037296037296,0,0.17327117327117328,Brooklyn,Bay Ridge,7,10,,N,8,N,1,0.01,0.01,0.01,0.01,0.01,0.08,0.08,0.08,0.08,0.08,0.0003885003885003885,0.00718132854578097,0.0000645437162658233
36047016300,2014,Y,Y,3060,0.081,3051,0.107,1346,655,1732,679,297,215,0,1328,0.4339869281045752,894,247.86,2812.14,326.457,0.07026143790849673,0.5660130718954248,0.09705882352941177,0.2218954248366013,0,0.29215686274509806,Brooklyn,Prospect Heights,1,2,,N,6,N,1,0.01,0.01,0.01,0.01,0.01,0.06,0.06,0.06,0.06,0.06,0.000326797385620915,0.004457652303120356,0.00004840778719936747
36047016400,2014,N,N,896,0.26,859,0.098,234,225,492,43,42,304,0,404,0.45089285714285715,347,232.96,663.04,84.182,0.3392857142857143,0.5491071428571429,0.046875,0.04799107142857143,0,0.3872767857142857,Brooklyn,Bay Ridge,,,,,,,,,,,,,,,,,,,,
36047016500,2014,Y,Y,5638,0.07400000000000001,5638,0.064,2627,1304,4223,176,401,473,0,1415,0.2509755232351898,649,417.21200000000005,5220.788,360.832,0.08389499822632139,0.7490244767648102,0.07112451223838241,0.031216743526073076,0,0.11511174175239447,Brooklyn,Park Slope-Gowanus,1,1,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.000177367860943597,0.00038066235249333843,0.000008067964533227913
36047016600,2014,N,Y,2239,0.07200000000000001,2239,0.071,717,611,1908,0,38,271,0,331,0.1478338543992854,271,161.20800000000003,2077.792,158.969,0.12103617686467173,0.8521661456007146,0.016971862438588656,0,0,0.12103617686467173,Brooklyn,Dyker Heights,,,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00044662795891022776,0.001394700139470014,0.000008067964533227913
36047016700,2014,Y,Y,4946,0.105,4928,0.061,2113,1170,3835,88,249,630,0,1111,0.2246259603720178,718,519.3299999999999,4426.67,300.608,0.12737565709664375,0.7753740396279822,0.050343712090578245,0.017792155276991507,0,0.14516781237363527,Brooklyn,Park Slope-Gowanus,1,1,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0002021835826930853,0.000473260766682442,0.000008067964533227913
36047016800,2014,Y,Y,1682,0.078,1682,0.091,679,457,1251,80,264,43,0,431,0.2562425683709869,123,131.196,1550.804,153.06199999999998,0.025564803804994055,0.7437574316290131,0.15695600475624258,0.04756242568370987,0,0.07312722948870393,Brooklyn,Bath Beach,2,5,,N,2,N,1,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.0005945303210463733,0.0029455081001472753,0.000016135929066455825
36047016900,2014,Y,Y,4620,0.099,4620,0.196,2137,1149,2828,179,780,783,0,1792,0.3878787878787879,962,457.38,4162.62,905.52,0.16948051948051948,0.6121212121212121,0.16883116883116883,0.03874458874458874,0,0.20822510822510823,Brooklyn,Windsor Terrace,6,12,,N,8,N,1,0.01,0.01,0.01,0.01,0.01,0.08,0.08,0.08,0.08,0.08,0.00021645021645021645,0.003743565746373421,0.0000645437162658233
36047017000,2014,Y,N,3758,0.018000000000000002,3758,0.17800000000000002,1166,880,1718,0,1548,492,0,2040,0.5428419372006387,492,67.644,3690.3559999999998,668.9240000000001,0.1309207025013305,0.4571580627993614,0.41192123469930814,0,0,0.1309207025013305,Brooklyn,Bath Beach,3,10,,,,,,,,,,,,,,,,,,
36047017100,2014,N,N,3967,0.07,3967,0.046,1603,1028,3233,68,320,269,0,734,0.18502646836400302,337,277.69000000000005,3689.31,182.482,0.06780942777917821,0.814973531635997,0.0806654902949332,0.017141416687673303,0,0.08495084446685153,Brooklyn,Windsor Terrace,,,,,,,,,,,,,,,,,,,,
36047017200,2014,Y,Y,4103,0.057,4103,0.018000000000000002,1101,958,1428,104,1961,582,0,2675,0.6519619790397271,686,233.871,3869.129,73.85400000000001,0.1418474287106995,0.348038020960273,0.47794296855959056,0.02534730684864733,0,0.16719473555934683,Brooklyn,Bath Beach,4,12,,N,4,N,1,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.00024372410431391665,0.0036330608537693005,0.00003227185813291165
36047017400,2014,Y,Y,2064,0.083,2064,0.07,755,629,1141,0,675,224,24,923,0.4471899224806202,224,171.312,1892.688,144.48000000000002,0.10852713178294573,0.5528100775193798,0.32703488372093026,0,0.012680378382490932,0.10852713178294573,Brooklyn,Bath Beach,3,4,,N,4,N,1,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.00048449612403100775,0.005298013245033113,0.00003227185813291165
36047017500,2014,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brooklyn,park-cemetery-etc-Brooklyn,,,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Infinity,Infinity,0.000008067964533227913
36047017600,2014,Y,Y,2198,0.055,2198,0.131,847,507,1036,14,686,462,0,1162,0.5286624203821656,476,120.89,2077.11,287.938,0.21019108280254778,0.4713375796178344,0.31210191082802546,0.006369426751592357,0,0.21656050955414013,Brooklyn,Bath Beach,9,16,,N,5,N,1,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.00045495905368516835,0.0059031877213695395,0.00004033982266613956
36047017700,2014,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brooklyn,park-cemetery-etc-Brooklyn,,,,,,,,,,,,,,,,,,,,
36047017800,2014,Y,Y,3090,0.086,2882,0.159,867,657,988,30,1200,729,0,2102,0.6802588996763754,759,265.73999999999995,2824.26,458.238,0.23592233009708738,0.31974110032362457,0.3883495145631068,0.009708737864077669,0,0.24563106796116504,Brooklyn,Bath Beach,17,33,,N,11,N,21,0.82,0.18,0.09,0,0.09,9.02,1.98,0.99,0,0.99,0.006796116504854369,0.012687427912341407,0.00008874760986550704
36047017900,2014,Y,Y,4262,0.046,3888,0.16399999999999998,1519,933,839,2227,186,864,0,3423,0.8031440638198029,3091,196.052,4065.948,637.632,0.20272172688878462,0.1968559361801971,0.04364148287189113,0.5225246363209761,0,0.7252463632097607,Brooklyn,Fort Greene,36,58,,N,36,N,59,0.03,0.97,0.92,0.03,0,1.08,34.92,33.120000000000005,1.08,0,0.013843266072266542,0.02369980250164582,0.00029044672319620483
36047018000,2014,Y,Y,3253,0.071,3253,0.33399999999999996,1011,756,1632,0,884,728,6,1621,0.49830925299723333,728,230.96299999999997,3022.0370000000003,1086.502,0.2237934214571165,0.5016907470027667,0.2717491546264986,0,0.0019854157973578745,0.2237934214571165,Brooklyn,Bath Beach,8,20,,N,5,N,1,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.0003074085459575776,0.004945598417408506,0.00004033982266613956
36047018100,2014,Y,Y,3530,0.038,3530,0.08800000000000001,1901,643,1924,706,299,552,0,1606,0.454957507082153,1258,134.14,3395.86,310.64000000000004,0.15637393767705382,0.545042492917847,0.08470254957507083,0.2,0,0.35637393767705383,Brooklyn,Fort Greene,1,1,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00028328611898016995,0.0005260389268805891,0.000008067964533227913
36047018200,2014,Y,Y,3218,0.045,3218,0.193,1053,768,900,39,1663,607,0,2318,0.7203231821006837,646,144.81,3073.19,621.0740000000001,0.18862647607209446,0.27967681789931637,0.516780609073959,0.012119328775637041,0,0.20074580484773152,Brooklyn,Bensonhurst West,6,11,,N,13,N,34,0.38,0.62,0,0.62,0,4.94,8.06,0,8.06,0,0.010565568676196395,0.012345679012345678,0.00010488353893196285
36047018300,2014,N,N,2710,0.07200000000000001,2710,0.067,1263,705,1476,517,229,348,0,1234,0.45535055350553505,865,195.12000000000003,2514.88,181.57000000000002,0.12841328413284134,0.5446494464944649,0.08450184501845018,0.1907749077490775,0,0.3191881918819188,Brooklyn,Fort Greene,,,,,,,,,,,,,,,,,,,,
36047018400,2014,Y,Y,2213,0.04,2188,0.053,770,539,1196,39,911,59,0,1017,0.4595571622232264,98,88.52,2124.48,115.964,0.02666064166290104,0.5404428377767736,0.41165838228648893,0.01762313601446001,0,0.044283777677361046,Brooklyn,Bensonhurst West,3,8,,N,3,N,1,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.00045187528242205153,0.003896103896103896,0.000024203893599683736
36047018501,2014,Y,Y,4496,0.114,4479,0.503,1663,1249,217,2554,377,1249,0,4279,0.9517348754448398,3803,512.544,3983.456,2252.937,0.2778024911032028,0.04826512455516014,0.08385231316725979,0.5680604982206405,0,0.8458629893238434,Brooklyn,Fort Greene,5,5,,N,29,N,29,0.07,0.93,0.52,0,0.41,2.0300000000000002,26.970000000000002,15.08,0,11.889999999999999,0.0064501779359430605,0.017438364401683705,0.00023397097146360944
36047018600,2014,Y,Y,2162,0.055999999999999994,2162,0.055,689,544,1293,23,650,146,0,869,0.40194264569842736,169,121.07199999999999,2040.928,118.91,0.06753006475485661,0.5980573543015726,0.30064754856614245,0.010638297872340425,0,0.07816836262719704,Brooklyn,Bensonhurst West,4,9,,N,6,N,1,0.01,0.01,0.01,0.01,0.01,0.06,0.06,0.06,0.06,0.06,0.00046253469010175765,0.008708272859216255,0.00004840778719936747
36047018700,2014,Y,Y,1584,0.099,1568,0.11199999999999999,592,277,559,401,99,422,0,1025,0.6470959595959596,823,156.816,1427.184,175.61599999999999,0.26641414141414144,0.3529040404040404,0.0625,0.25315656565656564,0,0.5195707070707071,Brooklyn,Fort Greene,1,2,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0006313131313131314,0.0016891891891891893,0.000008067964533227913
36047018800,2014,Y,Y,2950,0.076,2950,0.1,1022,742,1566,11,1075,253,0,1384,0.46915254237288134,264,224.2,2725.8,295,0.08576271186440677,0.5308474576271186,0.3644067796610169,0.003728813559322034,0,0.08949152542372882,Brooklyn,Bensonhurst West,5,7,,N,4,N,1,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.00033898305084745765,0.003913894324853229,0.00003227185813291165
36047019000,2014,Y,Y,5310,0.08199999999999999,5310,0.264,1588,1245,1621,26,2063,1589,0,3689,0.6947269303201506,1615,435.41999999999996,4874.58,1401.8400000000001,0.2992467043314501,0.30527306967984935,0.38851224105461396,0.004896421845574388,0,0.3041431261770245,Brooklyn,Bensonhurst West,15,30,,N,21,N,53,0.38,0.62,0.1,0.1,0.43,7.98,13.02,2.1,2.1,9.03,0.009981167608286252,0.01322418136020151,0.00016942725519778615
36047019100,2014,Y,Y,2861,0.07,2772,0.272,996,482,1066,704,48,821,30,1795,0.6274030059419783,1525,200.27,2660.73,753.984,0.2869626004893394,0.37259699405802166,0.016777350576721427,0.24606780845858092,0.011275101194033216,0.5330304089479203,Brooklyn,Clinton Hill,3,19,,N,7,N,1,0.01,0.01,0.01,0.01,0.01,0.07,0.07,0.07,0.07,0.07,0.0003495281370150297,0.007028112449799197,0.000056475751732595386
36047019200,2014,Y,Y,3264,0.08199999999999999,3256,0.253,818,678,1797,5,1025,437,873,1467,0.4494485294117647,442,267.64799999999997,2996.352,823.768,0.13388480392156862,0.5505514705882353,0.31403186274509803,0.0015318627450980392,0.2913542868127643,0.13541666666666666,Brooklyn,Borough Park,43,184,,N,56,N,272,0.8,0.2,0.11,0.04,0.05,44.800000000000004,11.200000000000001,6.16,2.24,2.8000000000000003,0.08333333333333333,0.06845965770171149,0.0004518060138607631
36047019300,2014,Y,Y,5967,0.044000000000000004,4436,0.152,2155,820,2007,2451,405,860,202,3960,0.6636500754147813,3311,262.548,5704.452,674.2719999999999,0.14412602647896766,0.33634992458521873,0.06787330316742081,0.4107591754650578,0.03541093868438195,0.5548852019440255,Brooklyn,Clinton Hill,17,100,,N,112,N,288,0.32,0.68,0.46,0.02,0.19,35.84,76.16000000000001,51.52,2.24,21.28,0.048265460030165915,0.05197215777262181,0.0009036120277215262
36047019400,2014,Y,Y,3653,0.065,3653,0.132,1156,861,845,65,2250,486,0,2808,0.7686832740213523,551,237.44500000000002,3415.555,482.196,0.133041335888311,0.2313167259786477,0.6159321105940323,0.017793594306049824,0,0.1508349301943608,Brooklyn,Dyker Heights,4,11,,N,6,N,1,0.01,0.01,0.01,0.01,0.01,0.06,0.06,0.06,0.06,0.06,0.0002737476047084588,0.005190311418685121,0.00004840778719936747
36047019500,2014,Y,Y,3998,0.048,3988,0.15,1732,651,1563,1298,316,723,0,2435,0.6090545272636319,2021,191.904,3806.096,598.1999999999999,0.18084042021010505,0.3909454727363682,0.07903951975987994,0.3246623311655828,0,0.5055027513756879,Brooklyn,Clinton Hill,2,2,,N,3,N,1,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.0002501250625312656,0.0017321016166281756,0.000024203893599683736
36047019600,2014,Y,Y,5361,0.095,5293,0.261,1552,1165,1815,15,2320,1211,0,3546,0.6614437604924455,1226,509.295,4851.705,1381.473,0.2258906920350681,0.33855623950755453,0.4327550830069017,0.0027979854504756574,0,0.22868867748554375,Brooklyn,Dyker Heights,16,25,,N,21,N,42,0.52,0.48,0.1,0.24,0.14,10.92,10.08,2.1,5.04,2.9400000000000004,0.00783435926133184,0.013530927835051547,0.00016942725519778615
36047019700,2014,Y,Y,3348,0.078,3340,0.132,1616,777,1452,1200,243,223,0,1896,0.5663082437275986,1423,261.144,3086.8559999999998,440.88,0.06660692951015532,0.4336917562724014,0.07258064516129033,0.35842293906810035,0,0.4250298685782557,Brooklyn,Clinton Hill,1,1,,N,3,N,1,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.0002986857825567503,0.0018564356435643563,0.000024203893599683736
36047019800,2014,Y,Y,1903,0.064,1903,0.133,693,474,1383,11,446,63,0,520,0.27325275880189176,74,121.792,1781.208,253.09900000000002,0.03310562270099842,0.7267472411981083,0.2343667892800841,0.005780346820809248,0,0.03888596952180767,Brooklyn,Dyker Heights,3,9,,N,3,N,1,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.0005254860746190226,0.004329004329004329,0.000024203893599683736
36047019900,2014,Y,Y,2875,0.073,2875,0.131,1335,499,1187,981,242,277,14,1688,0.5871304347826087,1258,209.875,2665.125,376.625,0.09634782608695652,0.4128695652173913,0.08417391304347827,0.3412173913043478,0.005253036911964729,0.43756521739130433,Brooklyn,Clinton Hill,7,8,,N,9,N,1,0.01,0.01,0.01,0.01,0.01,0.09,0.09,0.09,0.09,0.09,0.00034782608695652176,0.006741573033707865,0.00007261168079905121
36047020000,2014,Y,Y,2182,0.027999999999999997,2182,0.12,746,565,1003,0,690,489,0,1179,0.5403299725022914,489,61.096,2120.904,261.84,0.22410632447296058,0.4596700274977085,0.3162236480293309,0,0,0.22410632447296058,Brooklyn,Dyker Heights,9,17,,N,10,N,1,0.01,0.01,0.01,0.01,0.01,0.1,0.1,0.1,0.1,0.1,0.00045829514207149406,0.013404825737265416,0.00008067964533227911
36047020100,2014,Y,Y,3814,0.07,3814,0.066,1723,765,1499,1536,185,401,0,2315,0.6069743051914,1937,266.98,3547.02,251.72400000000002,0.10513896171997902,0.3930256948085999,0.048505506030414265,0.40272679601468275,0,0.5078657577346618,Brooklyn,Clinton Hill,4,6,,N,4,N,1,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.00026219192448872575,0.0023215322112594312,0.00003227185813291165
36047020200,2014,N,Y,1979,0.073,1974,0.055999999999999994,616,490,1319,0,561,99,0,660,0.3335017685699848,99,144.46699999999998,1834.533,110.54399999999998,0.05002526528549773,0.6664982314300152,0.2834765032844871,0,0,0.05002526528549773,Brooklyn,Dyker Heights,,,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0005053057099545225,0.0016233766233766235,0.000008067964533227913
36047020300,2014,Y,Y,1624,0.091,1624,0.196,654,279,810,409,204,123,0,814,0.5012315270935961,532,147.784,1476.216,318.30400000000003,0.07573891625615764,0.4987684729064039,0.12561576354679804,0.2518472906403941,0,0.3275862068965517,Brooklyn,Prospect Heights,3,10,,N,48,N,56,0.15,0.85,0.56,0.02,0.25,7.199999999999999,40.8,26.880000000000003,0.96,12,0.034482758620689655,0.07339449541284404,0.0003872622975949398
36047020400,2014,Y,Y,1849,0.045,1849,0.128,625,443,1353,0,473,23,0,496,0.2682531097890752,23,83.205,1765.795,236.672,0.012439156300703082,0.7317468902109249,0.2558139534883721,0,0,0.012439156300703082,Brooklyn,Dyker Heights,1,1,,N,1,N,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0005408328826392645,0.0016,0.000008067964533227913
36047020500,2014,Y,Y,2609,0.043,2607,0.07200000000000001,1315,505,1479,714,154,135,0,1130,0.4331161364507474,849,112.187,2496.813,187.70400000000004,0.05174396320429283,0.5668838635492526,0.05902644691452664,0.2736680720582599,0,0.3254120352625527,Brooklyn,Prospect Heights,9,16,,N,14,N,30,0.07,0.93,0.79,0,0.14,0.9800000000000001,13.020000000000001,11.06,0,1.9600000000000002,0.011498658489842852,0.01064638783269962,0.00011295150346519077
36047020600,2014,Y,Y,2611,0.055999999999999994,2611,0.061,839,644,1507,19,878,192,5,1104,0.4228265032554577,211,146.21599999999998,2464.784,159.271,0.07353504404442743,0.5771734967445423,0.33626962849482955,0.007276905400229797,0.0020285753234360496,0.08081194944465722,Brooklyn,Dyker Heights,6,8,,N,6,N,1,0.01,0.01,0.01,0.01,0.01,0.06,0.06,0.06,0.06,0.06,0.00038299502106472615,0.007151370679380214,0.00004840778719936747
36047020700,2014,Y,Y,4402,0.032,4402,0.055,2088,890,2205,1049,340,613,15,2197,0.49909132212630625,1662,140.864,4261.136,242.11,0.1392548841435711,0.5009086778736938,0.07723761926397092,0.23830077237619263,0.003520188043751713,0.37755565651976375,Brooklyn,Prospect Heights,17,32,,N,19,N,34,0.05,0.95,0.74,0,0.16,0.9500000000000001,18.05,14.06,0,3.04,0.007723761926397092,0.009099616858237548,0.00015329132613133034
36047020800,2014,Y,Y,3153,0.035,3153,0.19399999999999998,1016,711,1538,17,1352,164,0,1615,0.5122105930859499,181,110.355,3042.645,611.6819999999999,0.0520139549635268,0.4877894069140501,0.4287979701871234,0.005391690453536315,0,0.05740564541706311,Brooklyn,Dyker Heights,6,16,,N,8,N,1,0.01,0.01,0.01,0.01,0.01,0.08,0.08,0.08,0.08,0.08,0.0003171582619727244,0.007874015748031496,0.0000645437162658233
36047021000,2014,Y,Y,5100,0.071,5091,0.23800000000000002,1484,1168,1680,31,2732,543,0,3420,0.6705882352941176,574,362.09999999999997,4737.9,1211.6580000000001,0.10647058823529412,0.32941176470588235,0.5356862745098039,0.00607843137254902,0,0.11254901960784314,Brooklyn,Dyker Heights,13,24,,N,18,N,31,0.33,0.67,0.17,0.22,0.28,5.94,12.06,3.06,3.96,5.040000000000001,0.00607843137254902,0.012129380053908356,0.00014522336159810241
36047021100,2014,Y,Y,1254,0.02,1254,0.146,549,265,211,593,92,336,0,1043,0.8317384370015949,929,25.080000000000002,1228.92,183.08399999999997,0.2679425837320574,0.1682615629984051,0.0733652312599681,0.4728867623604466,0,0.740829346092504,Brooklyn,Fort Greene,7,13,,N,68,N,75,0.1,0.9,0.6,0,0.29,6.800000000000001,61.2,40.8,0,19.72,0.05980861244019139,0.12386156648451731,0.000548621588259498
36047021200,2014,Y,Y,5130,0.079,5130,0.24,1430,1093,1225,0,3680,172,0,3905,0.7612085769980507,172,405.27,4724.73,1231.2,0.03352826510721248,0.2387914230019493,0.7173489278752436,0,0,0.03352826510721248,Brooklyn,Dyker Heights,11,20,,N,17,N,31,0.35,0.65,0,0.29,0.29,5.949999999999999,11.05,0,4.93,4.93,0.0060428849902534115,0.011888111888111888,0.0001371553970648745
36047021300,2014,Y,Y,4399,0.053,4399,0.21899999999999997,1920,1013,749,3366,75,147,0,3650,0.8297340304614685,3513,233.147,4165.853,963.3809999999999,0.033416685610365995,0.1702659695385315,0.017049329393043874,0.765173903159809,0,0.7985905887701751,Brooklyn,Crown Heights South,47,93,,N,252,N,495,0.02,0.98,0.91,0.01,0.05,5.04,246.96,229.32000000000002,2.52,12.600000000000001,0.11252557399408956,0.13125,0.0020331270623734337
36047021400,2014,Y,Y,2599,0.149,2543,0.34700000000000003,594,457,1073,0,1322,185,429,1526,0.587148903424394,185,387.251,2211.749,882.421,0.07118122354751828,0.412851096575606,0.5086571758368603,0,0.19396414330920916,0.07118122354751828,Brooklyn,Borough Park,22,125,,N,27,N,159,0.96,0.04,0,0.04,0,25.919999999999998,1.08,0,1.08,0,0.061177375913813004,0.045454545454545456,0.00021783504239715362
36047021500,2014,Y,Y,5366,0.09,5366,0.124,2470,1078,2120,2108,318,664,1,3246,0.6049198658218412,2772,482.94,4883.06,665.384,0.12374207976146105,0.3950801341781588,0.05926202012672382,0.3928438315318673,0.00020478961962376048,0.5165859112933283,Brooklyn,Prospect Heights,24,40,,N,37,N,68,0.08,0.92,0.81,0,0.11,2.96,34.04,29.970000000000002,0,4.07,0.0126723816623183,0.014979757085020242,0.00029851468772943275
36047021600,2014,Y,Y,4210,0.14800000000000002,4192,0.475,1058,792,3224,0,740,246,1708,986,0.2342042755344418,246,623.08,3586.92,1991.1999999999998,0.05843230403800475,0.7657957244655582,0.17577197149643706,0,0.47617454529233993,0.05843230403800475,Brooklyn,Borough Park,74,392,,N,116,N,709,0.93,0.07,0.04,0.02,0.01,107.88000000000001,8.120000000000001,4.64,2.32,1.16,0.1684085510688836,0.10964083175803403,0.0009358838858544377
36047021700,2014,Y,Y,3610,0.08900000000000001,3610,0.157,1522,684,1072,1818,293,276,10,2538,0.7030470914127424,2094,321.29,3288.71,566.77,0.07645429362880886,0.2969529085872576,0.08116343490304709,0.503601108033241,0.003040705930288776,0.5800554016620498,Brooklyn,Crown Heights North,28,69,,N,56,N,128,0.05,0.95,0.84,0,0.11,2.8000000000000003,53.199999999999996,47.04,0,6.16,0.03545706371191136,0.03679369250985545,0.0004518060138607631
36047021800,2014,Y,Y,4630,0.145,4630,0.469,1006,857,3922,23,348,316,2492,708,0.15291576673866092,339,671.3499999999999,3958.65,2171.47,0.06825053995680345,0.8470842332613391,0.07516198704103672,0.004967602591792656,0.6295075341341113,0.07321814254859611,Brooklyn,Borough Park,106,484,,N,148,N,797,0.97,0.03,0,0.01,0.03,143.56,4.4399999999999995,0,1.48,4.4399999999999995,0.17213822894168468,0.147117296222664,0.001194058750917731
36047021900,2014,Y,Y,3855,0.044000000000000004,3837,0.257,1460,791,736,2413,217,402,0,3119,0.8090791180285344,2815,169.62,3685.38,986.109,0.10428015564202335,0.19092088197146562,0.0562905317769131,0.6259403372243839,0,0.7302204928664072,Brooklyn,Crown Heights North,27,62,,N,29,N,65,0.07,0.93,0.93,0,0,2.0300000000000002,26.970000000000002,26.970000000000002,0,0,0.016861219195849545,0.01986301369863014,0.00023397097146360944
36047022000,2014,Y,Y,5000,0.132,5000,0.429,1276,976,4244,5,408,343,1597,756,0.1512,348,660,4340,2145,0.0686,0.8488,0.0816,0.001,0.36797235023041475,0.0696,Brooklyn,Borough Park,114,484,,N,159,N,850,0.97,0.03,0.01,0,0.02,154.23,4.77,1.59,0,3.18,0.17,0.12460815047021943,0.001282806360783238
36047022100,2014,Y,Y,4464,0.028999999999999998,4454,0.243,1668,672,1079,2211,204,851,0,3385,0.7582885304659498,3062,129.456,4334.544,1082.322,0.19063620071684587,0.24171146953405018,0.0456989247311828,0.4952956989247312,0,0.6859318996415771,Brooklyn,Crown Heights North,33,72,,N,44,N,90,0.07,0.93,0.77,0.02,0.14,3.08,40.92,33.88,0.88,6.16,0.020161290322580645,0.026378896882494004,0.00035499043946202814
36047022200,2014,Y,Y,4471,0.16899999999999998,4471,0.47600000000000003,1154,861,3818,13,0,569,2065,653,0.14605233728472378,582,755.5989999999999,3715.401,2128.1960000000004,0.12726459405054796,0.8539476627152762,0,0.0029076269290986357,0.5557946504293884,0.13017222097964662,Brooklyn,Borough Park,155,726,,N,199,N,1069,0.99,0.01,0,0,0.01,197.01,1.99,0,0,1.99,0.23909639901588012,0.17244367417677642,0.0016055249421123544
