tract,year,nycha,hud,totPopulation,totPerPopUnder5,totPopPoverty,totPerPoverty,totHouseholds,totFamilies,totWhite,totBlack,totAsian,totHispanic,totYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopUnder5,totPopOver5,totPoverty,totPerHispanic,totPerWhite,totPerAsian,totPerBlack,totPerYiddish,totPerBlackHispanic,hhNYCHA,sec8Households,popNYCHA,sec8Population,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8PerHHWhite,sec8TotHHWhite,sec8TotHHNotWhite,sec8TotHHBlack,sec8TotHHAsian,sec8TotHHHispanic,sec8PerPop,sec8PerHH,sec8PerVouchers,boro,neighborhood,sec8HouseholdsNYCHA,sec8PopulationNYCHA,sec8AvgIncomeNYCHA
36005024200,2009,Y,Y,55,0,55,0,19,5,55,0,0,0,0,0,0,0,0,55,0,0,1,0,0,0,0,N,2,N,1,1,0.01,0.01,0.01,0,0,2,0.02,0.02,0.02,0.01818181818181818,0.10526315789473684,0.000015090695077415266,Bronx,Van Nest-Morris Park-Westchester Square,2,5,
36005024300,2009,Y,Y,5760,0.059000000000000004,5760,0.377,1934,3.56,60,1855,0,3664,0,5700,0.9895833333333334,5519,339.84000000000003,5420.16,2171.52,0.6361111111111111,0.010416666666666666,0,0.3220486111111111,0,0.9581597222222222,N,347,N,862,0.99,0.31,0.01,0.78,0.010000000000000009,3.4700000000000033,343.53,107.57,3.47,270.66,0.14965277777777777,0.1794208893485005,0.0026182355959315485,Bronx,University Heights-Morris Heights,281,717,
36005024400,2009,Y,Y,2287,0.049,2264,0.083,857,3.1,1268,80,44,895,0,1019,0.4455618714473109,975,112.063,2174.937,187.912,0.39134236991692173,0.5544381285526891,0.019239177962396152,0.034980323567993,0,0.42632269348491475,N,22,N,61,0.91,0.41,0,0.68,0.08999999999999997,1.9799999999999993,20.02,9.02,0,14.96,0.026672496720594664,0.025670945157526253,0.00016599764585156792,Bronx,Van Nest-Morris Park-Westchester Square,19,50,
36005024500,2009,Y,Y,9021,0.11199999999999999,8949,0.32299999999999995,2526,3.88,0,2333,0,6433,0,0,0,8766,1010.3519999999999,8010.648,2890.5269999999996,0.7131138454716772,0,0,0.2586187784059417,0,0.9717326238776189,N,484,N,1280,0.99,0.36,0.01,0.78,0.010000000000000009,4.840000000000004,479.15999999999997,174.23999999999998,4.84,377.52000000000004,0.141891142888815,0.1916072842438638,0.0036519482087344944,Bronx,University Heights-Morris Heights,444,,
36005024600,2009,Y,Y,2291,0.099,2291,0.099,734,3.68,1150,10,415,716,0,1141,0.49803579223046707,726,226.809,2064.191,226.809,0.31252728066346575,0.501964207769533,0.18114360541248364,0.004364906154517678,0,0.3168921868179834,N,8,N,1,1,0.01,0.01,0.01,0,0,8,0.08,0.08,0.08,0.00043649061545176777,0.010899182561307902,0.000060362780309661066,Bronx,Pelham Parkway,7,20,
36005024700,2009,Y,Y,2204,0.111,2204,0.179,686,4.06,8,878,81,1216,0,2196,0.9963702359346642,2094,244.644,1959.356,394.51599999999996,0.5517241379310345,0.003629764065335753,0.0367513611615245,0.39836660617059894,0,0.9500907441016334,N,60,N,132,1,0.65,0,0.48,0,0,60,39,0,28.799999999999997,0.05989110707803993,0.08746355685131195,0.000452720852322458,Bronx,University Heights-Morris Heights,52,113,
36005024800,2009,Y,Y,3490,0.045,3052,0.064,1224,3,1907,161,589,770,27,1583,0.4535816618911175,931,157.04999999999998,3332.95,195.328,0.22063037249283668,0.5464183381088825,0.1687679083094556,0.046131805157593124,0.00810093160713482,0.2667621776504298,N,25,N,49,0.72,0.2,0,0.68,0.28,7.000000000000001,18,5,0,17,0.014040114613180516,0.02042483660130719,0.00018863368846769082,Bronx,Pelham Parkway,24,47,
36005024900,2009,N,Y,19,0,19,1,19,,0,0,0,19,0,0,0,19,0,19,19,1,0,0,0,0,1,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,University Heights-Morris Heights,,,
36005025000,2009,Y,Y,2562,0.063,2562,0.129,990,3.55,1705,0,40,817,0,857,0.33450429352068695,817,161.406,2400.594,330.498,0.3188914910226386,0.665495706479313,0.0156128024980484,0,0,0.3188914910226386,N,13,N,30,0.69,0.15,0,0.69,0.31000000000000005,4.030000000000001,8.969999999999999,1.95,0,8.969999999999999,0.0117096018735363,0.013131313131313131,0.00009808951800319923,Bronx,Pelham Parkway,9,19,
36005025100,2009,Y,Y,7396,0.071,7369,0.39399999999999996,2158,3.9,39,2228,603,4439,0,7357,0.9947268793942672,6667,525.116,6870.884,2903.3859999999995,0.6001892915089238,0.0052731206057328285,0.08153055705786912,0.3012439156300703,0,0.901433207138994,N,356,N,856,0.97,0.39,0.01,0.72,0.030000000000000027,10.68000000000001,345.32,138.84,3.56,256.32,0.1157382368848026,0.164967562557924,0.0026861437237799173,Bronx,University Heights-Morris Heights,309,772,
36005025200,2009,Y,Y,2411,0.071,2411,0.18100000000000002,930,3.01,1733,85,199,327,0,678,0.28121111571961843,412,171.18099999999998,2239.819,436.3910000000001,0.13562836997096642,0.7187888842803816,0.08253836582330983,0.035255080879303194,0,0.1708834508502696,N,22,N,54,0.77,0.27,0,0.68,0.22999999999999998,5.06,16.94,5.94,0,14.96,0.022397345499792616,0.023655913978494623,0.00016599764585156792,Bronx,Van Nest-Morris Park-Westchester Square,17,45,
36005025300,2009,Y,Y,6273,0.075,6162,0.38799999999999996,2004,3.53,40,1001,460,4545,0,6233,0.9936234656464211,5546,470.47499999999997,5802.525,2390.8559999999998,0.7245337159253945,0.00637653435357883,0.07333014506615654,0.15957277219831023,0,0.8841064881237047,N,409,N,937,0.97,0.38,0.01,0.7,0.030000000000000027,12.27000000000001,396.72999999999996,155.42000000000002,4.09,286.29999999999995,0.1493703172325841,0.20409181636726548,0.003086047143331422,Bronx,Kingsbridge Heights,326,769,
36005025400,2009,Y,Y,1970,0.022000000000000002,1970,0.051,903,2.89,1602,58,67,243,0,368,0.18680203045685279,301,43.34,1926.66,100.47,0.1233502538071066,0.8131979695431472,0.03401015228426396,0.029441624365482234,0,0.15279187817258882,N,13,N,34,0.62,0.15,0,0.62,0.38,4.94,8.06,1.95,0,8.06,0.017258883248730966,0.014396456256921373,0.00009808951800319923,Bronx,Van Nest-Morris Park-Westchester Square,12,32,
36005025500,2009,Y,Y,6831,0.09300000000000001,6771,0.35700000000000004,2058,3.95,123,1037,147,5499,0,6708,0.9819938515590689,6536,635.2830000000001,6195.717,2417.2470000000003,0.8050065876152833,0.018006148440931048,0.021519543258673692,0.15180793441663007,0,0.9568145220319133,N,478,N,1200,0.98,0.34,0.02,0.79,0.020000000000000018,9.56000000000001,468.44,162.52,9.56,377.62,0.1756697408871322,0.23226433430515064,0.0036066761235022484,Bronx,Kingsbridge Heights,398,,
36005025600,2009,Y,Y,1666,0.022000000000000002,1666,0.015,586,4.49,548,426,184,458,0,1118,0.6710684273709484,884,36.652,1629.348,24.99,0.27490996398559425,0.3289315726290516,0.11044417767106843,0.25570228091236497,0,0.5306122448979592,N,38,N,86,0.84,0.24,0,0.76,0.16000000000000003,6.080000000000001,31.919999999999998,9.12,0,28.88,0.05162064825930372,0.06484641638225255,0.00028672320647089004,Bronx,Van Nest-Morris Park-Westchester Square,31,71,
36005025700,2009,Y,Y,1548,0.049,1530,0.18,513,3.83,0,440,0,1108,0,0,0,1548,75.852,1472.148,275.4,0.7157622739018088,0,0,0.2842377260981912,0,1,N,105,N,218,0.97,0.31,0.02,0.78,0.030000000000000027,3.150000000000003,101.85,32.55,2.1,81.9,0.14082687338501293,0.2046783625730994,0.0007922614915643015,Bronx,University Heights-Morris Heights,87,200,
36005025800,2009,Y,Y,562,0.133,562,0.358,166,3.33,153,45,25,339,0,409,0.7277580071174378,384,74.74600000000001,487.254,201.196,0.603202846975089,0.2722419928825623,0.04448398576512456,0.0800711743772242,0,0.6832740213523132,N,10,N,1,1,0.01,0.01,0.01,0,0,10,0.1,0.1,0.1,0.0017793594306049821,0.060240963855421686,0.00007545347538707633,Bronx,Van Nest-Morris Park-Westchester Square,15,56,
36005026100,2009,N,Y,2054,0.006,1433,0.07,758,2.67,437,1152,43,422,0,1617,0.7872444011684518,1574,12.324,2041.676,100.31000000000002,0.20545277507302823,0.2127555988315482,0.020934761441090556,0.560856864654333,0,0.7663096397273612,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,Kingsbridge Heights,,,
36005026300,2009,Y,Y,8667,0.08,8641,0.309,3229,3.52,405,2179,557,5526,0,8262,0.9532710280373832,7705,693.36,7973.64,2670.069,0.6375908618899273,0.04672897196261682,0.06426675897080882,0.25141340717664706,0,0.8890042690665744,N,405,N,974,0.98,0.29,0.02,0.84,0.020000000000000018,8.100000000000007,396.9,117.44999999999999,8.1,340.2,0.11238029306565132,0.12542582842985445,0.0030558657531765915,Bronx,Kingsbridge Heights,374,901,
36005026400,2009,Y,Y,6358,0.08199999999999999,6358,0.142,2043,4.11,4872,40,0,1446,0,1486,0.23372129600503302,1486,521.3559999999999,5836.644,902.8359999999999,0.22743000943692984,0.766278703994967,0,0.0062912865681031774,0,0.23372129600503302,N,33,N,95,0.94,0.27,0,0.79,0.06000000000000005,1.9800000000000018,31.02,8.91,0,26.07,0.014941805599245045,0.016152716593245228,0.00024899646877735187,Bronx,Schuylerville-Throgs Neck-Edgewater Park,33,95,
36005026500,2009,Y,Y,7003,0.08199999999999999,6701,0.309,2052,3.82,336,803,570,4845,10,6667,0.9520205626160217,5648,574.246,6428.754,2070.609,0.6918463515636156,0.04797943738397829,0.08139368841924889,0.11466514350992432,0.001555511379032391,0.8065114950735399,N,483,N,1124,0.98,0.29,0.02,0.82,0.020000000000000018,9.660000000000009,473.34,140.07,9.66,396.06,0.160502641724975,0.23538011695906433,0.0036444028611957867,Bronx,Kingsbridge Heights,311,750,
36005026601,2009,Y,Y,3263,0.055,3263,0.09,1383,3.45,1502,147,162,1326,0,1761,0.5396874042292369,1473,179.465,3083.535,293.67,0.4063745019920319,0.4603125957707631,0.0496475635917867,0.04505056696291756,0,0.45142506895494944,N,39,N,57,0.69,0.13,0,0.64,0.31000000000000005,12.090000000000002,26.909999999999997,5.07,0,24.96,0.017468587189702726,0.028199566160520606,0.0002942685540095977,Bronx,Pelham Bay-Country Club-City Island,37,56,
36005026602,2009,Y,Y,5013,0.016,4996,0.14400000000000002,2403,2.95,3062,186,144,1608,0,1951,0.38918811091162975,1794,80.208,4932.792,719.4240000000001,0.3207660083782166,0.6108118890883703,0.02872531418312388,0.03710353081986834,0,0.35786953919808495,N,83,N,141,0.72,0.08,0.01,0.69,0.28,23.240000000000002,59.76,6.640000000000001,0.8300000000000001,57.269999999999996,0.028126870137642132,0.03454015813566375,0.0006262638457127335,Bronx,Pelham Bay-Country Club-City Island,68,117,
36005026700,2009,Y,Y,11024,0.102,10989,0.34600000000000003,3759,3.67,455,1700,1095,7649,0,10569,0.9587264150943396,9349,1124.4479999999999,9899.552,3802.1940000000004,0.6938497822931785,0.041273584905660375,0.09932873730043541,0.1542089985486212,0,0.8480587808417998,N,710,N,1659,0.96,0.29,0.01,0.86,0.040000000000000036,28.400000000000027,681.6,205.89999999999998,7.1000000000000005,610.6,0.1504898403483309,0.18888002128225592,0.005357196752482419,Bronx,Van Cortlandt Village,637,,
36005026900,2009,Y,Y,3701,0.068,3689,0.198,1501,3.08,101,849,0,2602,0,3600,0.9727100783572008,3451,251.668,3449.332,730.422,0.7030532288570657,0.027289921642799243,0,0.2293974601459065,0,0.9324506890029721,N,122,N,254,0.98,0.3,0.01,0.86,0.020000000000000018,2.440000000000002,119.56,36.6,1.22,104.92,0.06863009997298028,0.08127914723517655,0.0009205323997223312,Bronx,Kingsbridge Heights,115,243,
36005027101,2009,Y,Y,1625,0.073,1611,0.302,648,3.04,10,692,0,791,0,1615,0.9938461538461538,1483,118.62499999999999,1506.375,486.522,0.4867692307692308,0.006153846153846154,0,0.4258461538461538,0,0.9126153846153846,N,41,N,100,0.98,0.44,0,0.95,0.020000000000000018,0.8200000000000007,40.18,18.04,0,38.949999999999996,0.06153846153846154,0.06327160493827161,0.00030935924908701294,Bronx,Spuyten Duyvil-Kingsbridge,47,113,
36005027102,2009,N,Y,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,Bronx,Kingsbridge Heights,,,
36005027300,2009,Y,Y,7438,0.055999999999999994,7096,0.213,2412,3.63,700,1062,135,5481,0,6738,0.9058886797526217,6543,416.52799999999996,7021.472,1511.4479999999999,0.7368916375369723,0.09411132024737832,0.018150040333422962,0.14278031728959398,0,0.8796719548265662,N,356,N,804,0.99,0.39,0.01,0.82,0.010000000000000009,3.560000000000003,352.44,138.84,3.56,291.91999999999996,0.10809357354127454,0.14759535655058043,0.0026861437237799173,Bronx,Van Cortlandt Village,283,673,
36005027400,2009,Y,Y,8885,0.042,8663,0.07,3124,3.37,7733,33,130,989,0,1152,0.1296567248171075,1022,373.17,8511.83,606.4100000000001,0.11131119864940911,0.8703432751828926,0.014631401238041642,0.003714124929656725,0,0.11502532357906584,N,10,N,1,0.8,0.01,0.01,0.01,0.19999999999999996,1.9999999999999996,8,0.1,0.1,0.1,0.00011254924029262802,0.003201024327784891,0.00007545347538707633,Bronx,Pelham Bay-Country Club-City Island,9,25,
36005027600,2009,N,Y,85,0,85,1,26,3.27,0,0,0,85,0,0,0,85,0,85,85,1,0,0,0,0,1,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,park-cemetery-etc-Bronx,,,
36005027700,2009,Y,Y,5855,0.11900000000000001,5855,0.253,1888,3.81,571,688,62,4413,0,5284,0.9024765157984629,5101,696.745,5158.255,1481.315,0.7537147736976942,0.09752348420153714,0.01058923996584116,0.11750640478223741,0,0.8712211784799316,N,118,N,285,0.99,0.31,0.01,0.92,0.010000000000000009,1.180000000000001,116.82,36.58,1.18,108.56,0.04867634500426986,0.0625,0.0008903510095675007,Bronx,Van Cortlandt Village,96,234,
36005027900,2009,Y,Y,8134,0.047,6960,0.12300000000000001,2825,3.15,2350,1321,579,3576,11,5784,0.7110892549791,4897,382.298,7751.702,856.08,0.4396360954020162,0.2889107450208999,0.07118268994344726,0.16240472092451438,0.0014190431985130491,0.6020408163265306,N,136,N,295,0.85,0.24,0,0.74,0.15000000000000002,20.400000000000002,115.6,32.64,0,100.64,0.036267519055815094,0.048141592920353984,0.001026167265264238,Bronx,Van Cortlandt Village,120,253,
36005028100,2009,Y,Y,4069,0.038,4069,0.09300000000000001,1968,2.97,1811,675,53,1467,32,2258,0.5549275006144015,2142,154.62199999999999,3914.378,378.41700000000003,0.360530842958958,0.44507249938559845,0.013025313344802163,0.16588842467436718,0.008174989742942557,0.5264192676333251,N,17,N,25,0.76,0.12,0,0.71,0.24,4.08,12.92,2.04,0,12.07,0.0061440157286802655,0.008638211382113821,0.00012827090815802975,Bronx,Van Cortlandt Village,14,20,
36005028300,2009,Y,Y,1491,0.083,1491,0.156,622,2.91,253,234,0,1000,0,1238,0.8303152246814218,1234,123.753,1367.247,232.596,0.670690811535882,0.16968477531857815,0,0.15694164989939638,0,0.8276324614352784,N,32,N,47,0.97,0.19,0.09,0.84,0.030000000000000027,0.9600000000000009,31.04,6.08,2.88,26.88,0.031522468142186455,0.05144694533762058,0.00024145112123864426,Bronx,Spuyten Duyvil-Kingsbridge,25,37,
36005028400,2009,N,Y,1035,0.027000000000000003,272,0.423,19,4.37,104,466,22,443,0,931,0.8995169082125604,909,27.945000000000004,1007.055,115.056,0.4280193236714976,0.10048309178743961,0.021256038647342997,0.4502415458937198,0,0.8782608695652174,N,2,N,1,1,0.01,0.01,0.01,0,0,2,0.02,0.02,0.02,0.000966183574879227,0.10526315789473684,0.000015090695077415266,Bronx,Van Nest-Morris Park-Westchester Square,,,
36005028500,2009,Y,Y,3386,0.027000000000000003,3386,0.155,1576,2.98,2082,160,176,950,0,1304,0.38511518015357354,1110,91.42200000000001,3294.578,524.83,0.2805670407560543,0.6148848198464265,0.05197873597164796,0.04725339633786178,0,0.3278204370939161,N,56,N,98,0.54,0.16,0,0.45,0.45999999999999996,25.759999999999998,30.240000000000002,8.96,0,25.2,0.028942705256940343,0.03553299492385787,0.00042253946216762745,Bronx,Spuyten Duyvil-Kingsbridge,54,93,
36005028600,2009,Y,Y,1376,0.08900000000000001,1376,0.08800000000000001,479,3.47,738,27,231,353,0,638,0.4636627906976744,380,122.46400000000001,1253.536,121.08800000000001,0.2565406976744186,0.5363372093023255,0.16787790697674418,0.019622093023255814,0,0.2761627906976744,N,8,N,1,1,0.01,0.01,0.01,0,0,8,0.08,0.08,0.08,0.0007267441860465116,0.016701461377870562,0.000060362780309661066,Bronx,Van Nest-Morris Park-Westchester Square,10,25,
36005028700,2009,Y,Y,3324,0.021,3324,0.083,1214,3.31,944,244,261,1875,0,2380,0.7160048134777377,2119,69.804,3254.196,275.892,0.5640794223826715,0.28399518652226236,0.07851985559566788,0.07340553549939831,0,0.6374849578820698,N,50,N,95,0.94,0.32,0,0.92,0.06000000000000005,3.0000000000000027,47,16,0,46,0.028580024067388687,0.04118616144975288,0.00037726737693538165,Bronx,Spuyten Duyvil-Kingsbridge,49,92,
36005028800,2009,Y,Y,3756,0.052000000000000005,3756,0.07200000000000001,1281,3.49,2867,21,266,556,10,889,0.23668796592119276,577,195.312,3560.688,270.432,0.14802981895633652,0.7633120340788072,0.07082002129925452,0.005591054313099041,0.002808446008187182,0.15362087326943558,N,2,N,1,0,0.01,0.01,0.01,1,2,0,0.02,0.02,0.02,0.00026624068157614486,0.00156128024980484,0.000015090695077415266,Bronx,Pelham Parkway,2,2,
36005028900,2009,Y,Y,4435,0.057,4435,0.129,1614,3.66,1277,194,221,2706,0,3158,0.7120631341600901,2900,252.79500000000002,4182.205,572.115,0.6101465614430666,0.2879368658399098,0.04983089064261556,0.043742953776775645,0,0.6538895152198422,N,68,N,118,0.91,0.31,0,0.82,0.08999999999999997,6.119999999999997,61.88,21.08,0,55.76,0.026606538895152198,0.042131350681536554,0.000513083632632119,Bronx,Spuyten Duyvil-Kingsbridge,64,113,
36005029300,2009,Y,Y,6969,0.064,6524,0.035,3462,2.65,5190,513,191,996,43,1779,0.25527335342229873,1509,446.016,6522.984,228.34000000000003,0.14291863969005597,0.7447266465777013,0.02740708853494045,0.07361170899698666,0.00659207503805007,0.21653034868704263,N,2,N,1,0.5,0.01,0.01,0.01,0.5,1,1,0.02,0.02,0.02,0.00014349261013057828,0.0005777007510109763,0.000015090695077415266,Bronx,Spuyten Duyvil-Kingsbridge,2,2,
36005029500,2009,Y,Y,4342,0.131,4325,0.031,1926,3.04,2649,143,307,1028,0,1693,0.38991248272685397,1171,568.802,3773.198,134.075,0.23675725472132658,0.610087517273146,0.07070474435743897,0.03293413173652695,0,0.2696913864578535,N,2,N,1,1,0.01,0.01,0.01,0,0,2,0.02,0.02,0.02,0.00023030861354214648,0.0010384215991692627,0.000015090695077415266,Bronx,Spuyten Duyvil-Kingsbridge,2,2,
36005029600,2009,Y,Y,2501,0.07200000000000001,2501,0.262,1123,3.14,1023,213,796,439,0,1478,0.5909636145541783,652,180.07200000000003,2320.928,655.2620000000001,0.1755297880847661,0.40903638544582166,0.31827269092363053,0.08516593362654938,0,0.2606957217113155,N,15,N,31,0.87,0.27,0.07,0.6,0.13,1.9500000000000002,13.05,4.050000000000001,1.05,9,0.012395041983206718,0.013357079252003561,0.0001131802130806145,Bronx,Pelham Parkway,15,30,
36005029700,2009,N,Y,3532,0.063,3214,0.049,1458,2.96,2620,144,224,515,0,912,0.2582106455266138,659,222.516,3309.484,157.48600000000002,0.1458097395243488,0.7417893544733862,0.06342015855039637,0.04077010192525481,0,0.18657984144960363,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,Spuyten Duyvil-Kingsbridge,,,
36005030000,2009,Y,Y,6132,0.037000000000000005,6132,0.146,2638,2.94,3590,214,494,1618,0,2542,0.41454664057403784,1832,226.88400000000004,5905.116,895.2719999999999,0.26386170906718853,0.5854533594259622,0.08056099151989563,0.03489889106327462,0,0.2987606001304631,N,82,N,157,0.85,0.09,0.01,0.79,0.15000000000000002,12.300000000000002,69.7,7.38,0.8200000000000001,64.78,0.025603392041748205,0.0310841546626232,0.0006187184981740259,Bronx,Pelham Bay-Country Club-City Island,72,139,
36005030100,2009,Y,Y,1141,0.057999999999999996,1035,0.096,542,2.51,861,119,29,132,11,280,0.24539877300613497,251,66.178,1074.8220000000001,99.36,0.11568799298860649,0.754601226993865,0.025416301489921123,0.10429447852760736,0.010234252741384153,0.21998247151621383,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,Spuyten Duyvil-Kingsbridge,1,1,
36005030200,2009,Y,Y,9361,0.040999999999999995,9361,0.087,4074,3.17,897,5436,178,2651,13,8464,0.9041769041769042,8087,383.80099999999993,8977.199,814.4069999999999,0.28319623971797886,0.09582309582309582,0.019015062493323364,0.5807071894028416,0.0014481131586812322,0.8639034291208204,N,49,N,69,0.63,0.35,0,0.35,0.37,18.13,30.87,17.15,0,17.15,0.007371007371007371,0.012027491408934709,0.000369722029396674,Bronx,Co-op City,46,61,
36005030700,2009,Y,Y,9341,0.096,8433,0.027000000000000003,4090,3.02,7773,349,332,727,123,1568,0.1678621132641045,1076,896.736,8444.264,227.69100000000003,0.07782892623916068,0.8321378867358955,0.03554223316561396,0.03736216679156407,0.014566100728257668,0.11519109303072476,N,1,N,1,0,0.01,0.01,0.01,1,1,0,0.01,0.01,0.01,0.00010705491917353603,0.00024449877750611245,0.000007545347538707633,Bronx,North Riverdale-Fieldston-Riverdale,2,14,
36005031000,2009,Y,Y,5202,0.067,4208,0.036000000000000004,1301,3.63,2860,839,332,1073,27,2342,0.4502114571318724,1912,348.53400000000005,4853.466,151.48800000000003,0.20626682045367167,0.5497885428681276,0.06382160707420223,0.16128412149173396,0.005563034746715027,0.3675509419454056,N,14,N,52,1,0.71,0,0.72,0,0,14,9.94,0,10.08,0.009996155324875048,0.010760953112990008,0.00010563486554190686,Bronx,Allerton-Pelham Gardens,13,47,
36005031200,2009,Y,Y,1874,0.027000000000000003,1874,0.21100000000000002,648,3.52,598,440,99,731,0,1276,0.6808964781216649,1171,50.598000000000006,1823.402,395.41400000000004,0.39007470651013876,0.31910352187833513,0.0528281750266809,0.23479188900747064,0,0.6248665955176094,N,9,N,1,0.89,0.01,0.01,0.01,0.10999999999999999,0.9899999999999999,8.01,0.09,0.09,0.09,0.0005336179295624333,0.013888888888888888,0.00006790812784836869,Bronx,Allerton-Pelham Gardens,7,7,
36005031400,2009,Y,Y,2383,0.043,2273,0.048,709,3.85,1051,100,266,934,0,1332,0.5589592950062946,1034,102.469,2280.531,109.104,0.3919429290809903,0.4410407049937054,0.11162400335711288,0.0419639110365086,0,0.43390684011749897,N,4,N,1,1,0.01,0.01,0.01,0,0,4,0.04,0.04,0.04,0.000419639110365086,0.005641748942172073,0.000030181390154830533,Bronx,Allerton-Pelham Gardens,2,7,
36005031600,2009,Y,Y,2359,0.09,2359,0.054000000000000006,724,3.87,917,460,201,690,0,1442,0.6112759643916914,1150,212.31,2146.69,127.38600000000001,0.29249682068673166,0.3887240356083086,0.08520559559135227,0.1949978804578211,0,0.4874947011445528,N,7,N,1,0.86,0.01,0.01,0.01,0.14,0.9800000000000001,6.02,0.07,0.07,0.07,0.000423908435777872,0.009668508287292817,0.00005281743277095343,Bronx,Allerton-Pelham Gardens,6,12,
36005031700,2009,Y,Y,792,0.015,224,0.165,170,2.54,574,59,46,104,0,218,0.27525252525252525,163,11.879999999999999,780.12,36.96,0.13131313131313133,0.7247474747474747,0.05808080808080808,0.07449494949494949,0,0.2058080808080808,N,23,N,23,0.04,0.04,0,0,0.96,22.08,0.92,0.92,0,0,0.02904040404040404,0.13529411764705881,0.00017354299339027556,Bronx,North Riverdale-Fieldston-Riverdale,21,21,
36005031800,2009,Y,Y,2416,0.032,2097,0.031,628,3.93,854,420,107,1000,10,1562,0.6465231788079471,1420,77.312,2338.688,65.007,0.4139072847682119,0.353476821192053,0.04428807947019867,0.173841059602649,0.00427590170215095,0.5877483443708609,N,10,N,1,1,0.01,0.01,0.01,0,0,10,0.1,0.1,0.1,0.0004139072847682119,0.01592356687898089,0.00007545347538707633,Bronx,Allerton-Pelham Gardens,6,15,
36005031900,2009,N,Y,32,0,32,0,9,3.56,32,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,North Riverdale-Fieldston-Riverdale,,,
36005032000,2009,Y,Y,1981,0.06,1864,0.049,693,3.18,1026,120,259,576,0,955,0.48207975769813227,696,118.86,1862.14,91.336,0.2907622412922766,0.5179202423018677,0.13074204946996468,0.06057546693589096,0,0.35133770822816757,N,10,N,1,1,0.01,0.01,0.01,0,0,10,0.1,0.1,0.1,0.0005047955577990914,0.01443001443001443,0.00007545347538707633,Bronx,Allerton-Pelham Gardens,8,21,
36005032200,2009,Y,Y,1316,0.044000000000000004,1316,0.017,444,3.32,556,58,193,509,0,760,0.5775075987841946,567,57.904,1258.096,22.372,0.38677811550151975,0.42249240121580545,0.1466565349544073,0.044072948328267476,0,0.4308510638297872,N,11,N,35,1,0.27,0,0.73,0,0,11,2.97,0,8.03,0.026595744680851064,0.024774774774774775,0.00008299882292578396,Bronx,Allerton-Pelham Gardens,9,30,
36005032300,2009,Y,Y,5490,0.07,5474,0.055999999999999994,2589,3.03,3738,478,189,1063,14,1752,0.3191256830601093,1541,384.3,5105.7,306.544,0.19362477231329692,0.6808743169398908,0.03442622950819672,0.08706739526411658,0.0027420334136357407,0.2806921675774135,N,12,N,23,0.42,0.08,0,0.42,0.5800000000000001,6.960000000000001,5.04,0.96,0,5.04,0.004189435336976321,0.004634994206257242,0.0000905441704644916,Bronx,North Riverdale-Fieldston-Riverdale,6,7,
36005032400,2009,Y,Y,2978,0.019,2978,0.316,1259,3.31,561,743,129,1492,0,2417,0.8116185359301544,2235,56.582,2921.418,941.048,0.5010073875083949,0.18838146406984554,0.04331766286098052,0.24949630624580255,0,0.7505036937541975,N,25,N,54,0.92,0.4,0,0.68,0.07999999999999996,1.9999999999999991,23,10,0,17,0.018132975151108125,0.019857029388403495,0.00018863368846769082,Bronx,Bronxdale,22,44,
36005032800,2009,Y,Y,4286,0.10099999999999999,4240,0.248,1504,3.39,1231,704,194,2029,0,3055,0.7127858142790481,2733,432.88599999999997,3853.114,1051.52,0.473401773215119,0.2872141857209519,0.04526364909006066,0.16425571628558097,0,0.6376574895007,N,76,N,147,0.84,0.32,0,0.66,0.16000000000000003,12.160000000000002,63.839999999999996,24.32,0,50.160000000000004,0.034297713485767614,0.05053191489361702,0.0005734464129417801,Bronx,Bronxdale,66,131,
36005032900,2009,Y,Y,1770,0.068,1299,0.031,609,2.86,955,140,108,486,0,815,0.4604519774011299,626,120.36000000000001,1649.6399999999999,40.269,0.2745762711864407,0.53954802259887,0.061016949152542375,0.07909604519774012,0,0.3536723163841808,N,4,N,1,0.75,0.01,0.01,0.01,0.25,1,3,0.04,0.04,0.04,0.0005649717514124294,0.006568144499178982,0.000030181390154830533,Bronx,North Riverdale-Fieldston-Riverdale,2,5,
36005033000,2009,Y,Y,5028,0.066,5028,0.22,2090,3.21,1838,1004,125,1970,0,3190,0.6344470962609388,2974,331.848,4696.152,1106.16,0.3918058870326173,0.36555290373906124,0.024860779634049323,0.19968178202068418,0,0.5914876690533015,N,137,N,305,0.94,0.46,0.01,0.58,0.06000000000000005,8.220000000000008,128.78,63.02,1.37,79.46,0.060660302307080353,0.06555023923444976,0.0010337126128029458,Bronx,Bronxdale,114,246,
