tract,year,nycha,hud,totPopulation,totPerPopUnder5,totPopPoverty,totPerPoverty,totHouseholds,totFamilies,totWhite,totBlack,totAsian,totHispanic,totYiddish,totNotWhite,totPerNotWhite,totBlackHispanic,totPopUnder5,totPopOver5,totPoverty,totPerHispanic,totPerWhite,totPerAsian,totPerBlack,totPerYiddish,totPerBlackHispanic,hhNYCHA,sec8Households,popNYCHA,sec8Population,sec8PerHHNotWhite,sec8PerHHBlack,sec8PerHHAsian,sec8PerHHHispanic,sec8PerHHWhite,sec8TotHHWhite,sec8TotHHNotWhite,sec8TotHHBlack,sec8TotHHAsian,sec8TotHHHispanic,sec8PerPop,sec8PerHH,sec8PerVouchers,boro,neighborhood,sec8HouseholdsNYCHA,sec8PopulationNYCHA,sec8AvgIncomeNYCHA
36005000100,2009,N,Y,11355,0,0,0,0,,847,6262,204,3884,0,10508,0.925407309555262,10146,0,11355,0,0.3420519594892118,0.074592690444738,0.01796565389696169,0.5514751210920299,0,0.8935270805812418,N,,N,,0,0,0,0,0,0,0,0,0,0,0,NaN,0,Bronx,Rikers Island,,,
36005000200,2009,Y,Y,4257,0.063,4246,0.131,1232,3.74,206,1024,0,3001,0,4051,0.9516091143998121,4025,268.191,3988.809,556.226,0.7049565421658445,0.04839088560018793,0,0.24054498473103125,0,0.9455015268968757,N,127,N,419,0.97,0.41,0,0.67,0.030000000000000027,3.810000000000003,123.19,52.07,0,85.09,0.09842612168193564,0.10308441558441558,0.0009582591374158694,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,103,341,
36005000400,2009,Y,Y,4625,0.059000000000000004,4593,0.11199999999999999,1354,3.51,86,790,85,3525,0,4539,0.9814054054054054,4315,272.875,4352.125,514.4159999999999,0.7621621621621621,0.018594594594594595,0.018378378378378378,0.17081081081081081,0,0.932972972972973,N,100,N,328,0.95,0.36,0,0.76,0.050000000000000044,5.000000000000004,95,36,0,76,0.07091891891891892,0.07385524372230429,0.0007545347538707633,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,80,267,
36005000500,2009,N,Y,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,Bronx,park-cemetery-etc-Bronx,,,
36005001100,2009,Y,Y,572,0.24,572,0.642,283,3.43,8,206,0,336,0,564,0.986013986013986,542,137.28,434.72,367.224,0.5874125874125874,0.013986013986013986,0,0.36013986013986016,0,0.9475524475524476,N,16,N,37,1,0.63,0.06,0.38,0,0,16,10.08,0.96,6.08,0.06468531468531469,0.05653710247349823,0.00012072556061932213,Bronx,Mott Haven-Port Morris,15,36,
36005001500,2009,N,Y,21,0,21,0,21,,0,0,0,21,0,0,0,21,0,21,0,1,0,0,0,0,1,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris,,,
36005001600,2009,Y,Y,5228,0.039,4984,0.22699999999999998,1960,2.98,249,1572,0,3284,0,4979,0.9523718439173681,4856,203.892,5024.108,1131.368,0.6281560826319816,0.04762815608263198,0,0.3006885998469778,0,0.9288446824789595,N,142,N,356,0.99,0.31,0.01,0.8,0.010000000000000009,1.4200000000000013,140.58,44.02,1.42,113.60000000000001,0.06809487375669472,0.07244897959183673,0.0010714393504964838,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,127,327,
36005001700,2009,Y,Y,949,0.08199999999999999,925,0.29,369,3.66,224,235,0,490,0,725,0.7639620653319283,725,77.81799999999998,871.182,268.25,0.5163329820864068,0.23603793466807166,0,0.2476290832455216,0,0.7639620653319283,N,8,N,1,1,0.01,0.01,0.01,0,0,8,0.08,0.08,0.08,0.001053740779768177,0.02168021680216802,0.000060362780309661066,Bronx,Mott Haven-Port Morris,6,19,
36005002000,2009,Y,Y,8578,0.064,8413,0.354,3036,3.68,73,3259,38,5185,0,8505,0.9914898577757053,8444,548.992,8029.008,2978.2019999999998,0.6044532525064118,0.008510142224294708,0.004429937048262999,0.379925390533924,0,0.9843786430403357,N,116,N,425,0.98,0.43,0.01,0.63,0.020000000000000018,2.320000000000002,113.67999999999999,49.88,1.16,73.08,0.04954534856609932,0.03820816864295125,0.0008752603144900854,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,102,380,
36005002300,2009,N,Y,4492,0.08900000000000001,4492,0.418,1821,3.59,41,1146,0,3305,0,4451,0.9908726625111309,4451,399.78800000000007,4092.212,1877.656,0.7357524487978628,0.0091273374888691,0,0.25512021371326804,0,0.9908726625111309,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,Mott Haven-Port Morris,,,
36005002400,2009,N,Y,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,Bronx,park-cemetery-etc-Bronx,,,
36005002500,2009,Y,Y,5401,0.077,5401,0.528,1852,3.72,155,959,0,4206,28,5246,0.9713016108128124,5165,415.877,4985.123,2851.728,0.778744676911683,0.02869838918718756,0,0.17755971116459915,0.005616711964780007,0.9563043880762822,N,61,N,113,1,0.59,0,0.54,0,0,61,35.989999999999995,0,32.940000000000005,0.02092205147194964,0.032937365010799136,0.0004602661998611656,Bronx,Mott Haven-Port Morris,60,112,
36005002701,2009,Y,Y,2763,0.096,2740,0.44299999999999995,986,3.2,0,1414,0,1349,0,0,0,2763,265.248,2497.752,1213.82,0.4882374230908433,0,0,0.5117625769091567,0,1,N,47,N,127,1,0.47,0,0.6,0,0,47,22.09,0,28.2,0.04596453130655085,0.04766734279918864,0.00035463133431925875,Bronx,Mott Haven-Port Morris,21,52,
36005002702,2009,Y,Y,5372,0.10099999999999999,5059,0.457,1457,3.63,12,1291,0,3894,0,5360,0.9977661950856291,5185,542.572,4829.428,2311.963,0.7248696947133284,0.0022338049143708115,0,0.24032017870439315,0,0.9651898734177216,N,576,N,1417,0.98,0.36,0,0.65,0.020000000000000018,11.52000000000001,564.48,207.35999999999999,0,374.40000000000003,0.26377513030528665,0.3953328757721345,0.004346120182295596,Bronx,Mott Haven-Port Morris,496,,
36005002800,2009,Y,Y,5806,0.051,5806,0.087,2382,3.34,82,4620,80,984,0,5724,0.9858766792972786,5604,296.106,5509.894,505.12199999999996,0.16947984843265587,0.014123320702721322,0.013778849466069583,0.7957285566655184,0,0.9652084050981743,N,83,N,159,0.96,0.78,0,0.19,0.040000000000000036,3.320000000000003,79.67999999999999,64.74000000000001,0,15.77,0.027385463313813297,0.03484466834592779,0.0006262638457127335,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,51,98,
36005003100,2009,Y,Y,1388,0.042,1388,0.237,463,3.55,0,612,22,754,0,0,0,1366,58.29600000000001,1329.704,328.95599999999996,0.5432276657060519,0,0.01585014409221902,0.4409221902017291,0,0.984149855907781,N,43,N,88,1,0.37,0,0.74,0,0,43,15.91,0,31.82,0.06340057636887608,0.09287257019438445,0.0003244499441644282,Bronx,Mott Haven-Port Morris,47,105,
36005003300,2009,Y,Y,3152,0.092,3152,0.5710000000000001,1185,3.26,36,760,0,2323,0,3116,0.9885786802030457,3083,289.984,2862.016,1799.7920000000001,0.736992385786802,0.011421319796954314,0,0.24111675126903553,0,0.9781091370558376,N,395,N,990,0.99,0.4,0,0.63,0.010000000000000009,3.9500000000000037,391.05,158,0,248.85,0.31408629441624364,0.3333333333333333,0.002980412277789515,Bronx,Mott Haven-Port Morris,451,,
36005003500,2009,Y,Y,3331,0.091,3331,0.49700000000000005,1126,3.7,67,617,0,2601,0,3264,0.9798859201441009,3218,303.121,3027.879,1655.5070000000003,0.7808465926148304,0.02011407985589913,0,0.18522966076253378,0,0.9660762533773641,N,130,N,350,0.97,0.38,0,0.68,0.030000000000000027,3.9000000000000035,126.1,49.4,0,88.4,0.10507355148604022,0.11545293072824156,0.0009808951800319922,Bronx,Mott Haven-Port Morris,98,280,
36005003600,2009,Y,Y,7460,0.09699999999999999,7378,0.177,2853,3.83,54,2972,0,4268,0,7406,0.9927613941018767,7240,723.6199999999999,6736.38,1305.906,0.5721179624664879,0.007238605898123324,0,0.3983914209115281,0,0.9705093833780161,N,78,N,148,0.99,0.41,0.01,0.72,0.010000000000000009,0.7800000000000007,77.22,31.979999999999997,0.78,56.16,0.019839142091152815,0.027339642481598318,0.0005885371080191953,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,62,120,
36005003700,2009,Y,Y,414,0.145,414,0.519,142,3.96,0,53,0,361,0,0,0,414,60.029999999999994,353.97,214.866,0.8719806763285024,0,0,0.1280193236714976,0,1,N,26,N,67,1,0.35,0,0.81,0,0,26,9.1,0,21.060000000000002,0.16183574879227053,0.18309859154929578,0.00019617903600639846,Bronx,Mott Haven-Port Morris,19,53,
36005003800,2009,Y,Y,1625,0.11800000000000001,1625,0.273,424,4.24,127,577,0,882,0,1498,0.9218461538461539,1459,191.75,1433.25,443.62500000000006,0.5427692307692308,0.07815384615384616,0,0.35507692307692307,0,0.8978461538461538,N,32,N,102,0.97,0.37,0,0.78,0.030000000000000027,0.9600000000000009,31.04,11.84,0,24.96,0.06276923076923077,0.07547169811320754,0.00024145112123864426,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,29,92,
36005003900,2009,Y,Y,7594,0.09300000000000001,7536,0.363,2186,3.87,213,1105,119,6108,0,7381,0.9719515406900184,7213,706.2420000000001,6887.758,2735.5679999999998,0.8043191993679221,0.028048459309981566,0.015670265999473267,0.14550961285225178,0,0.9498288122201738,N,134,N,361,0.99,0.48,0.01,0.6,0.010000000000000009,1.3400000000000012,132.66,64.32,1.34,80.39999999999999,0.0475375296286542,0.06129917657822507,0.0010110765701868227,Bronx,Mott Haven-Port Morris,102,276,
36005004001,2009,Y,Y,1501,0.051,1501,0.09,601,3.11,213,268,386,547,0,1288,0.8580946035976016,815,76.551,1424.449,135.09,0.36442371752165226,0.1419053964023984,0.25716189207195206,0.17854763491005995,0,0.5429713524317122,N,44,N,130,0.93,0.43,0.02,0.73,0.06999999999999995,3.079999999999998,40.92,18.919999999999998,0.88,32.12,0.0866089273817455,0.07321131447587355,0.00033199529170313584,Bronx,Soundview-Bruckner,38,111,
36005004002,2009,N,Y,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,,,
36005004100,2009,Y,Y,6097,0.095,6071,0.5760000000000001,1792,4.22,32,1860,66,4013,0,6065,0.9947515171395769,5873,579.215,5517.785,3496.896,0.6581925537149418,0.0052484828604231586,0.010824995899622766,0.3050680662620961,0,0.9632606199770379,N,56,N,156,0.95,0.43,0.04,0.68,0.050000000000000044,2.8000000000000025,53.199999999999996,24.08,2.24,38.080000000000005,0.0255863539445629,0.03125,0.00042253946216762745,Bronx,Mott Haven-Port Morris,59,161,
36005004300,2009,Y,Y,4663,0.05,4649,0.408,1649,3.36,34,825,0,3773,0,4629,0.9927085567231396,4598,233.15,4429.85,1896.792,0.809135749517478,0.00729144327686039,0,0.17692472657087713,0,0.9860604760883551,N,95,N,288,0.99,0.34,0.01,0.76,0.010000000000000009,0.9500000000000008,94.05,32.300000000000004,0.9500000000000001,72.2,0.06176281363928801,0.05761067313523347,0.0007168080161772251,Bronx,Mott Haven-Port Morris,95,291,
36005004400,2009,Y,Y,4430,0.049,4208,0.414,1621,3.19,108,1572,169,2581,0,4322,0.9756207674943567,4153,217.07000000000002,4212.93,1742.1119999999999,0.5826185101580136,0.02437923250564334,0.0381489841986456,0.35485327313769754,0,0.937471783295711,N,15,N,38,1,0.47,0,0.8,0,0,15,7.05,0,12,0.008577878103837472,0.009253547193090685,0.0001131802130806145,Bronx,Soundview-Bruckner,16,43,
36005004600,2009,Y,Y,1726,0.053,1726,0.196,633,3.53,19,349,0,1316,0,1707,0.9889918887601391,1665,91.478,1634.522,338.296,0.7624565469293163,0.01100811123986095,0,0.2022016222479722,0,0.9646581691772885,N,68,N,211,0.99,0.34,0,0.79,0.010000000000000009,0.6800000000000006,67.32,23.12,0,53.72,0.12224797219003476,0.10742496050552923,0.000513083632632119,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,56,181,
36005004700,2009,Y,Y,5000,0.051,5000,0.531,1830,3.46,33,2319,66,2546,0,4967,0.9934,4865,254.99999999999997,4745,2655,0.5092,0.0066,0.0132,0.4638,0,0.973,N,5,N,1,1,0.01,0.01,0.01,0,0,5,0.05,0.05,0.05,0.0002,0.00273224043715847,0.000037726737693538163,Bronx,Mott Haven-Port Morris,5,15,
36005004800,2009,Y,Y,3995,0.12300000000000001,3995,0.364,1172,4.02,38,636,37,3189,0,3957,0.9904881101376721,3825,491.38500000000005,3503.615,1454.18,0.7982478097622028,0.00951188986232791,0.009261576971214018,0.15919899874843554,0,0.9574468085106383,N,171,N,355,0.98,0.56,0,0.74,0.020000000000000018,3.420000000000003,167.57999999999998,95.76,0,126.53999999999999,0.08886107634543179,0.14590443686006827,0.0012902544291190053,Bronx,Soundview-Bruckner,149,306,
36005004900,2009,Y,Y,356,0.163,356,0.733,121,6.22,0,51,0,231,0,0,0,282,58.028,297.972,260.948,0.648876404494382,0,0,0.14325842696629212,0,0.7921348314606742,N,7,N,1,1,0.01,0.01,0.01,0,0,7,0.07,0.07,0.07,0.0028089887640449437,0.05785123966942149,0.00005281743277095343,Bronx,Mott Haven-Port Morris,7,10,
36005005000,2009,Y,Y,10326,0.09300000000000001,10271,0.382,3404,3.52,42,2728,115,7290,0,10284,0.9959325973271353,10018,960.3180000000001,9365.682,3923.522,0.7059848925043579,0.004067402672864613,0.011136935889986443,0.2641874878946349,0,0.9701723803989928,N,567,N,1312,0.97,0.5,0,0.64,0.030000000000000027,17.010000000000016,549.99,283.5,0,362.88,0.12705791206662792,0.16656874265569918,0.004278212054447228,Bronx,Soundview-Bruckner,482,,
36005005200,2009,Y,Y,1989,0.084,1945,0.35100000000000003,757,3.06,49,636,0,1089,0,1940,0.9753645047762695,1725,167.07600000000002,1821.924,682.695,0.5475113122171946,0.024635495223730517,0,0.31975867269984914,0,0.8672699849170438,N,63,N,144,0.98,0.4,0,0.67,0.020000000000000018,1.2600000000000011,61.74,25.200000000000003,0,42.21,0.07239819004524888,0.083223249669749,0.0004753568949385809,Bronx,Soundview-Bruckner,53,123,
36005005301,2009,N,Y,40,0,40,1,10,4,9,10,0,21,0,31,0.775,31,0,40,40,0.525,0.225,0,0.25,0,0.775,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronx,park-cemetery-etc-Bronx,,,
36005005302,2009,Y,Y,3642,0.11599999999999999,3572,0.49,1463,3.33,45,2291,0,1241,0,3597,0.9876441515650741,3532,422.472,3219.5280000000002,1750.28,0.3407468423942889,0.012355848434925865,0,0.629049972542559,0,0.9697968149368479,N,364,N,879,0.99,0.78,0,0.31,0.010000000000000009,3.6400000000000032,360.36,283.92,0,112.84,0.2413509060955519,0.24880382775119617,0.0027465065040895784,Bronx,University Heights-Morris Heights,264,617,
36005005400,2009,Y,Y,6253,0.099,6176,0.384,1700,3.96,0,1533,113,4314,0,0,0,5847,619.047,5633.9529999999995,2371.584,0.6899088437549976,0,0.018071325763633454,0.245162322085399,0,0.9350711658403966,N,221,N,657,0.98,0.5,0,0.69,0.020000000000000018,4.4200000000000035,216.57999999999998,110.5,0,152.48999999999998,0.10506956660802814,0.13,0.0016675218060543868,Bronx,West Farms-Bronx River,193,592,
36005005600,2009,Y,Y,2189,0.028999999999999998,2189,0.248,918,3.12,13,885,40,1190,0,2176,0.9940612151667428,2075,63.480999999999995,2125.5190000000002,542.872,0.5436272270443124,0.005938784833257195,0.01827318410232983,0.4042941982640475,0,0.94792142530836,N,105,N,281,0.98,0.52,0.02,0.73,0.020000000000000018,2.100000000000002,102.89999999999999,54.6,2.1,76.64999999999999,0.12836911831886708,0.11437908496732026,0.0007922614915643015,Bronx,West Farms-Bronx River,80,208,
36005005700,2009,Y,Y,895,0.054000000000000006,895,0.134,235,4.87,22,288,21,564,0,873,0.9754189944134078,852,48.330000000000005,846.67,119.93,0.6301675977653631,0.024581005586592177,0.02346368715083799,0.3217877094972067,0,0.9519553072625698,N,8,N,1,1,0.01,0.01,0.01,0,0,8,0.08,0.08,0.08,0.0011173184357541898,0.03404255319148936,0.000060362780309661066,Bronx,West Concourse,6,19,
36005005800,2009,N,Y,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,Bronx,Crotona Park East,,,
36005005901,2009,Y,Y,5155,0.096,5144,0.252,1896,3.51,170,1585,304,2914,0,4985,0.9670223084384093,4499,494.88,4660.12,1296.288,0.5652764306498546,0.03297769156159069,0.05897187196896217,0.30746847720659554,0,0.8727449078564501,N,307,N,654,0.98,0.36,0,0.75,0.020000000000000018,6.140000000000006,300.86,110.52,0,230.25,0.12686711930164887,0.16191983122362869,0.002316421694383243,Bronx,West Concourse,253,562,
36005005902,2009,Y,Y,2231,0.05,2231,0.248,1034,3.1,91,733,0,1379,0,2140,0.9592111160914388,2112,111.55000000000001,2119.45,553.288,0.6181084715374272,0.04078888390856118,0,0.32855221873599283,0,0.94666069027342,N,17,N,33,1,0.42,0,0.64,0,0,17,7.14,0,10.88,0.014791573285522188,0.01644100580270793,0.00012827090815802975,Bronx,East Concourse-Concourse Village,80,147,
36005006000,2009,Y,Y,1232,0.114,1232,0.41200000000000003,382,3.65,12,39,0,1105,0,1220,0.9902597402597403,1144,140.448,1091.552,507.58400000000006,0.8969155844155844,0.00974025974025974,0,0.03165584415584415,0,0.9285714285714286,N,50,N,115,0.98,0.38,0,0.88,0.020000000000000018,1.0000000000000009,49,19,0,44,0.09334415584415584,0.13089005235602094,0.00037726737693538165,Bronx,Crotona Park East,39,92,
36005006100,2009,Y,Y,3870,0.054000000000000006,3854,0.247,1993,3.21,22,2986,0,833,0,3848,0.9943152454780362,3819,208.98000000000002,3661.02,951.938,0.21524547803617572,0.005684754521963824,0,0.7715762273901808,0,0.9868217054263566,N,17,N,17,1,0.76,0,0.24,0,0,17,12.92,0,4.08,0.004392764857881137,0.008529854490717512,0.00012827090815802975,Bronx,East Concourse-Concourse Village,21,23,
36005006200,2009,Y,Y,6407,0.064,6399,0.445,2379,3.35,64,2683,0,3498,0,6343,0.9900109255501794,6181,410.048,5996.952,2847.555,0.5459653503980022,0.00998907444982051,0,0.41876073045106915,0,0.9647260808490713,N,179,N,439,0.99,0.61,0,0.62,0.010000000000000009,1.7900000000000016,177.21,109.19,0,110.98,0.06851880755423755,0.07524169819251786,0.0013506172094286664,Bronx,West Farms-Bronx River,159,388,
36005006400,2009,Y,Y,3807,0.08900000000000001,3807,0.248,1189,3.67,57,1246,34,2253,0,3750,0.9850275807722616,3499,338.82300000000004,3468.177,944.136,0.5918045705279747,0.014972419227738377,0.008930916732335172,0.3272918308379301,0,0.9190964013659049,N,198,N,530,0.98,0.38,0.01,0.76,0.020000000000000018,3.9600000000000035,194.04,75.24,1.98,150.48,0.13921723141581296,0.1665264928511354,0.0014939788126641113,Bronx,West Farms-Bronx River,169,462,
36005006500,2009,Y,Y,4737,0.07200000000000001,4713,0.424,1550,3.62,95,1077,152,3199,0,4642,0.9799451129406798,4276,341.064,4395.936,1998.312,0.6753219337133207,0.020054887059320244,0.03208781929491239,0.22735908803039898,0,0.9026810217437197,N,216,N,438,0.98,0.52,0,0.53,0.020000000000000018,4.320000000000004,211.68,112.32000000000001,0,114.48,0.09246358454718176,0.1393548387096774,0.0016297950683608487,Bronx,Melrose South-Mott Haven North,90,196,
36005006600,2009,Y,Y,3786,0.068,3786,0.282,1313,3.6,191,734,333,2261,0,3595,0.9495509772847333,2995,257.44800000000004,3528.552,1067.6519999999998,0.5972002113048072,0.05044902271526677,0.08795562599049128,0.19387216059165346,0,0.7910723718964606,N,259,N,582,0.99,0.45,0.01,0.76,0.010000000000000009,2.5900000000000025,256.41,116.55,2.59,196.84,0.1537242472266244,0.19725818735719725,0.001954245012525277,Bronx,West Farms-Bronx River,240,539,
36005006700,2009,Y,Y,7355,0.096,7226,0.56,2241,3.82,102,1527,102,5512,0,7253,0.9861318830727396,7039,706.08,6648.92,4046.5600000000004,0.7494221617946975,0.013868116927260367,0.013868116927260367,0.20761386811692725,0,0.9570360299116247,N,130,N,331,0.97,0.43,0,0.63,0.030000000000000027,3.9000000000000035,126.1,55.9,0,81.9,0.04500339904826649,0.05800981704596162,0.0009808951800319922,Bronx,Melrose South-Mott Haven North,91,234,
36005006800,2009,Y,Y,3189,0.091,3162,0.145,1151,3.59,27,1162,119,1760,0,3162,0.9915333960489181,2922,290.199,2898.801,458.48999999999995,0.5518971464408906,0.008466603951081843,0.03731577296958294,0.3643775478206334,0,0.916274694261524,N,191,N,542,0.98,0.43,0,0.67,0.020000000000000018,3.8200000000000034,187.18,82.13,0,127.97000000000001,0.16995923486986517,0.16594265855777585,0.0014411613798931578,Bronx,Soundview-Bruckner,159,465,
36005006900,2009,Y,Y,5311,0.055999999999999994,5225,0.5,1946,3.44,157,1552,0,3411,0,5154,0.9704387121069479,4963,297.416,5013.584,2612.5,0.6422519299566937,0.029561287893052155,0,0.292223686688006,0,0.9344756166446997,N,336,N,743,0.98,0.37,0,0.72,0.020000000000000018,6.720000000000006,329.28,124.32,0,241.92,0.13989832423272452,0.17266187050359713,0.0025352367730057646,Bronx,Melrose South-Mott Haven North,133,317,
36005007000,2009,Y,Y,4443,0.081,4338,0.273,1263,3.63,161,1300,230,2588,0,4282,0.9637632230474904,3888,359.88300000000004,4083.117,1184.2740000000001,0.5824893090254333,0.03623677695250956,0.05176682421787081,0.2925950934053567,0,0.87508440243079,N,158,N,455,0.99,0.39,0.03,0.76,0.010000000000000009,1.5800000000000014,156.42,61.620000000000005,4.74,120.08,0.10240828269187487,0.1250989707046714,0.001192164911115806,Bronx,Soundview-Bruckner,134,395,
36005007100,2009,Y,Y,2323,0.157,2256,0.5479999999999999,569,4.17,27,980,0,1316,0,2296,0.9883770985794231,2296,364.711,1958.289,1236.2879999999998,0.566508824795523,0.01162290142057684,0,0.4218682737839001,0,0.9883770985794231,N,34,N,74,0.97,0.33,0.03,0.67,0.030000000000000027,1.020000000000001,32.98,11.22,1.02,22.78,0.031855359448988374,0.05975395430579965,0.0002565418163160595,Bronx,Melrose South-Mott Haven North,20,44,
36005007200,2009,Y,Y,4876,0.055999999999999994,4876,0.282,1615,3.79,138,371,1689,2414,0,4738,0.9716981132075472,2785,273.056,4602.944,1375.032,0.4950779327317473,0.02830188679245283,0.3463904840032814,0.07608695652173914,0,0.5711648892534865,N,159,N,361,0.99,0.44,0.03,0.84,0.010000000000000009,1.5900000000000014,157.41,69.96,4.77,133.56,0.07403609515996719,0.09845201238390093,0.0011997102586545137,Bronx,Soundview-Bruckner,148,334,
36005007300,2009,Y,Y,3558,0.091,3558,0.40399999999999997,1224,3.68,226,876,0,2405,0,3332,0.9364811691961776,3281,323.77799999999996,3234.222,1437.4319999999998,0.6759415401911186,0.06351883080382237,0,0.24620573355817876,0,0.9221472737492974,N,164,N,379,0.98,0.43,0.01,0.71,0.020000000000000018,3.280000000000003,160.72,70.52,1.6400000000000001,116.44,0.10652051714446319,0.13398692810457516,0.0012374369963480518,Bronx,Melrose South-Mott Haven North,121,303,
36005007400,2009,Y,Y,3613,0.064,3613,0.122,1345,3.51,41,1009,222,2251,0,3572,0.9886520896761694,3260,231.232,3381.768,440.786,0.6230279546083587,0.011347910323830611,0.061444782729034045,0.27926930528646554,0,0.9022972598948242,N,210,N,567,0.98,0.4,0,0.63,0.020000000000000018,4.200000000000004,205.79999999999998,84,0,132.3,0.15693329642955992,0.15613382899628253,0.001584522983128603,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,189,501,
36005007500,2009,Y,Y,4248,0.055,4248,0.301,1549,3.38,10,1089,0,3055,0,4238,0.9976459510357816,4144,233.64000000000001,4014.36,1278.648,0.7191619585687382,0.0023540489642184556,0,0.2563559322033898,0,0.975517890772128,N,154,N,440,0.99,0.48,0.01,0.74,0.010000000000000009,1.5400000000000014,152.46,73.92,1.54,113.96,0.10357815442561205,0.09941897998708844,0.0011619835209609754,Bronx,Melrose South-Mott Haven North,154,424,
36005007700,2009,Y,Y,1931,0.076,1903,0.142,549,3.56,0,234,47,1650,0,0,0,1884,146.756,1784.244,270.226,0.8544795442775763,0,0.024339720352149145,0.12118073537027448,0,0.9756602796478508,N,92,N,251,1,0.52,0.01,0.7,0,0,92,47.84,0.92,64.39999999999999,0.12998446400828587,0.16757741347905283,0.0006941719735611022,Bronx,Melrose South-Mott Haven North,69,199,
36005007800,2009,Y,Y,5650,0.091,5650,0.299,1898,3.44,287,577,300,4348,0,5363,0.9492035398230089,4925,514.15,5135.85,1689.35,0.7695575221238938,0.05079646017699115,0.05309734513274336,0.10212389380530973,0,0.8716814159292036,N,260,N,725,0.99,0.39,0.01,0.77,0.010000000000000009,2.6000000000000023,257.4,101.4,2.6,200.20000000000002,0.12831858407079647,0.136986301369863,0.0019617903600639844,Bronx,Westchester-Unionport,244,654,
36005007900,2009,Y,Y,6491,0.092,6468,0.41,2198,3.96,37,1633,0,4759,0,6454,0.994299799722693,6392,597.172,5893.8279999999995,2651.8799999999997,0.7331690032352488,0.005700200277307041,0,0.251579109536281,0,0.9847481127715298,N,180,N,549,0.99,0.5,0,0.63,0.010000000000000009,1.8000000000000016,178.2,90,0,113.4,0.08457864735788014,0.0818926296633303,0.001358162556967374,Bronx,Melrose South-Mott Haven North,153,485,
36005008100,2009,N,Y,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,N,,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,Bronx,Hunts Point,,,
36005008300,2009,Y,Y,6697,0.11599999999999999,6697,0.44299999999999995,2028,3.82,102,919,0,5315,0,6595,0.9847692996864268,6234,776.852,5920.148,2966.7709999999997,0.7936389428102135,0.015230700313573242,0,0.13722562341346872,0,0.9308645662236823,N,361,N,886,0.98,0.32,0.01,0.72,0.020000000000000018,7.220000000000006,353.78,115.52,3.61,259.92,0.13229804390025385,0.17800788954635108,0.0027238704614734556,Bronx,Longwood,267,673,
36005008400,2009,Y,Y,2755,0.08199999999999999,2755,0.107,756,4.04,32,1185,70,1449,0,2723,0.9883847549909256,2634,225.90999999999997,2529.09,294.78499999999997,0.5259528130671506,0.01161524500907441,0.025408348457350273,0.4301270417422868,0,0.9560798548094374,N,67,N,243,0.99,0.43,0,0.67,0.010000000000000009,0.6700000000000006,66.33,28.81,0,44.89,0.0882032667876588,0.08862433862433862,0.0005055382850934114,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,56,202,
36005008500,2009,Y,Y,5296,0.096,5044,0.36,1542,3.77,89,1147,16,4015,0,5207,0.9831948640483383,5162,508.416,4787.584,1815.84,0.758119335347432,0.01680513595166163,0.0030211480362537764,0.2165785498489426,0,0.9746978851963746,N,179,N,439,0.98,0.47,0.01,0.6,0.020000000000000018,3.580000000000003,175.42,84.13,1.79,107.39999999999999,0.08289274924471299,0.11608300907911803,0.0013506172094286664,Bronx,Longwood,135,332,
36005008600,2009,Y,Y,4183,0.047,4183,0.275,1467,3.54,183,1142,41,2721,0,4000,0.9562514941429596,3863,196.601,3986.399,1150.325,0.6504900788907483,0.043748505857040404,0.009801577814965335,0.27300980157781496,0,0.9234998804685632,N,112,N,348,1,0.54,0.01,0.95,0,0,112,60.480000000000004,1.12,106.39999999999999,0.08319387999043748,0.076346284935242,0.0008450789243352549,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,175,577,
